Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000408910	UMODL1	Q5DID0
ENST00000326764	LENG8	Q96PV6
ENST00000519574	GPBAR1	Q8TDU6
ENST00000378182	TRIM13	O60858
ENST00000223795	TNFSF8	P32971
ENST00000623665	REELD1	A0A1B0GV85
ENST00000252512	XPO7	Q9UIA9
ENST00000336643	SLC39A9	Q9NUM3
ENST00000369486	IGSF3	O75054
ENST00000357232	DCHS2	Q6V1P9
ENST00000641002	OR10Z1	Q8NGY1
ENST00000424100	GPR85	P60893
ENST00000324607	MBOAT1	Q6ZNC8
ENST00000622235	SCARF2	Q96GP6
ENST00000689072	B3GALT9	A8MXE2
ENST00000295958	SMIM14	Q96QK8
ENST00000268122	RHCG	Q9UBD6
ENST00000309733	FAM241A	Q8N8J7
ENST00000329773	MRGPRX2	Q96LB1
ENST00000262018	SGCA	Q16586
ENST00000379665	OR6C65	A6NJZ3
ENST00000570682	GPR139	Q6DWJ6
ENST00000354911	WAC	Q9BTA9
ENST00000257663	TMEM60	Q9H2L4
ENST00000477892	FAM162A	Q96A26
ENST00000271332	CELSR2	Q9HCU4
ENST00000563236	SLC12A3	P55017
ENST00000383233	TMEM241	Q24JQ0
ENST00000268171	FURIN	P09958
ENST00000433939	ZNF593OS	A0A0U1RRA0
ENST00000217159	SLCO4A1	Q96BD0
ENST00000687160	IL18RAP	O95256
ENST00000237822	LDAH	Q9H6V9
ENST00000441493	MICAL3	Q7RTP6
ENST00000342695	ATP13A4	Q4VNC1
ENST00000574081	SCIMP	Q6UWF3
ENST00000256178	LYVE1	Q9Y5Y7
ENST00000427478	CNEP1R1	Q8N9A8
ENST00000594814	LRIT3	Q3SXY7
ENST00000642047	OR10A3	P58181
ENST00000377850	SLC17A2	O00624
ENST00000530339	PCDHA4	Q9UN74
ENST00000313599	CD163L1	Q9NR16
ENST00000342907	ST3GAL2	Q16842
ENST00000266771	SLC15A4	Q8N697
ENST00000344754	SIGLEC1	Q9BZZ2
ENST00000527748	GPR61	Q9BZJ8
ENST00000326427	ITM2C	Q9NQX7
ENST00000266025	TMEM115	Q12893
ENST00000454765	TMEM171	Q8WVE6
ENST00000297988	AQP7	O14520
ENST00000370611	LPAR3	Q9UBY5
ENST00000368599	CALHM5	Q8N5C1
ENST00000341459	SLC24A5	Q71RS6
ENST00000361731	SFT2D1	Q8WV19
ENST00000334462	TMEM150A	Q86TG1
ENST00000297990	NOL6	Q9H6R4
ENST00000373189	SLC29A3	Q9BZD2
ENST00000355281	OR2L5	Q8NG80
ENST00000337002	SEC62	Q99442
ENST00000368559	NUP210L	Q5VU65
ENST00000290855	CLEC2D	Q9UHP7
ENST00000376810	UBIAD1	Q9Y5Z9
ENST00000253255	PKDREJ	Q9NTG1
ENST00000585993	OR4F17	Q8NGA8
ENST00000373132	STK40	Q8N2I9
ENST00000399135	CLDN14	O95500
ENST00000326855	OR5AK2	Q8NH90
ENST00000397470	GPR18	Q14330
ENST00000309784	TRIM59	Q8IWR1
ENST00000380833	CLCN4	P51793
ENST00000586539	ABCA8	O94911
ENST00000334956	PARVA	Q9NVD7
ENST00000339876	NFASC	O94856
ENST00000603053	ERVW-1	Q9UQF0
ENST00000261170	GUCY2C	P25092
ENST00000328882	OR4F6	Q8NGB9
ENST00000359240	ADAM29	Q9UKF5
ENST00000234961	OPRD1	P41143
ENST00000266534	TMEM117	Q9H0C3
ENST00000229903	SAYSD1	Q9NPB0
ENST00000545797	DAPK3	O43293
ENST00000264318	GABRA4	P48169
ENST00000257765	KHDC1	Q4VXA5
ENST00000369842	EMD	P50402
ENST00000326132	RNF185	Q96GF1
ENST00000236877	SLC8A2	Q9UPR5
ENST00000237889	NDUFB3	O43676
ENST00000349064	ASIC3	Q9UHC3
ENST00000281171	PTPRO	Q16827
ENST00000308278	TLCD3A	Q8TBR7
ENST00000373381	CSMD2	Q7Z408
ENST00000311856	SLC22A13	Q9Y226
ENST00000614565	CDH4	P55283
ENST00000265294	GABRP	O00591
ENST00000341935	CCR6	P51684
ENST00000335472	SLC10A7	Q0GE19
ENST00000221480	PEX11G	Q96HA9
ENST00000641504	OR2AT4	A6NND4
ENST00000356591	APOLD1	Q96LR9
ENST00000259633	CD72	P21854
ENST00000276609	SLC26A7	Q8TE54
ENST00000308748	ASPHD1	Q5U4P2
ENST00000480796	ASB11	Q8WXH4
ENST00000374692	TMEM38B	Q9NVV0
ENST00000475243	VAPB	O95292
ENST00000337478	ITPRIP	Q8IWB1
ENST00000426406	OR4F29	Q6IEY1
ENST00000641793	OR4K14	Q8NGD5
ENST00000641726	OR52E4	Q8NGH9
ENST00000367975	SDHC	Q99643
ENST00000312251	NAGPA	Q9UK23
ENST00000408955	OR2F2	O95006
ENST00000395275	CALN1	Q9BXU9
ENST00000642844	SLC37A4	O43826
ENST00000311550	GABRB3	P28472
ENST00000442544	DCC	P43146
ENST00000265171	EGF	P01133
ENST00000334983	CMTM7	Q96FZ5
ENST00000354883	SLC25A26	Q70HW3
ENST00000284240	THY1	P04216
ENST00000296529	TMEM144	Q7Z5S9
ENST00000263519	ATP2B3	Q16720
ENST00000297056	DAGLB	Q8NCG7
ENST00000536681	FAR2	Q96K12
ENST00000381605	SIRPB1	O00241
ENST00000370828	GPC4	O75487
ENST00000639828	KCTD7	Q96MP8
ENST00000392519	TMEM121	Q9BTD3
ENST00000640368	PAX6	P26367
ENST00000382545	KCNA1	Q09470
ENST00000648319	KCNN4	O15554
ENST00000300098	GPR182	O15218
ENST00000316105	PCDHB9	Q9Y5E1
ENST00000335972	UBA1	P22314
ENST00000381151	SLC5A3	P53794
ENST00000406902	GRAMD4	Q6IC98
ENST00000651917	SPRY1	O43609
ENST00000337392	CLPTM1	O96005
ENST00000359511	SLC25A44	Q96H78
ENST00000329196	SPPL2C	Q8IUH8
ENST00000339994	KCNJ11	Q14654
ENST00000636296	LITAFD	A0A1B0GVX0
ENST00000376008	TMEM51	Q9NW97
ENST00000341901	SBK1	Q52WX2
ENST00000542590	TBC1D10C	Q8IV04
ENST00000263177	PLPPR5	Q32ZL2
ENST00000620492	TMEM114	B3SHH9
ENST00000027335	CDH17	Q12864
ENST00000327809	FFAR3	O14843
ENST00000641450	OR5H15	A6NDH6
ENST00000381348	SMIM45	A0A590UK83
ENST00000371205	ENTPD1	P49961
ENST00000248933	SEZ6L	Q9BYH1
ENST00000471889	SLC45A1	Q9Y2W3
ENST00000579788	ICAM2	P13598
ENST00000399147	NPIPB2	A6NJ64
ENST00000381210	TECRL	Q5HYJ1
ENST00000454389	SLC4A7	Q9Y6M7
ENST00000426151	CALCR	P30988
ENST00000256366	SYNJ2BP	P57105
ENST00000296149	ELP6	Q0PNE2
ENST00000356433	DLL3	Q9NYJ7
ENST00000319357	STK17A	Q9UEE5
ENST00000303786	PROKR1	Q8TCW9
ENST00000398022	TM9SF4	Q92544
ENST00000402918	ELFN2	Q5R3F8
ENST00000645237	ABCC4	O15439
ENST00000370540	CXorf66	Q5JRM2
ENST00000650905	MYD88	Q99836
ENST00000641687	OR8D4	Q8NGM9
ENST00000408968	IFITM1	P13164
ENST00000382073	CLEC6A	Q6EIG7
ENST00000377075	CNNM4	Q6P4Q7
ENST00000377369	SLC39A12	Q504Y0
ENST00000274432	SPATA9	Q9BWV2
ENST00000316470	ABHD1	Q96SE0
ENST00000306708	LRRC8E	Q6NSJ5
ENST00000278836	MYRF	Q9Y2G1
ENST00000358752	FUT4	P22083
ENST00000266557	CD27	P26842
ENST00000638572	ST3GAL5	Q9UNP4
ENST00000392391	PIGX	Q8TBF5
ENST00000273067	MARCHF4	Q9P2E8
ENST00000239449	PCDHB14	Q9Y5E9
ENST00000287042	KCNS2	Q9ULS6
ENST00000641576	OR6C75	A6NL08
ENST00000690982	SGMS2	Q8NHU3
ENST00000424310	RNF145	Q96MT1
ENST00000343216	RTP5	Q14D33
ENST00000379705	TRPC4	Q9UBN4
ENST00000368417	NKAIN2	Q5VXU1
ENST00000306645	CYBC1	Q9BQA9
ENST00000371984	POMGNT1	Q8WZA1
ENST00000651965	CYP26C1	Q6V0L0
ENST00000280734	TMEM86A	Q8N2M4
ENST00000613979	ZAN	Q9Y493
ENST00000327535	IFNLR1	Q8IU57
ENST00000324093	PLXND1	Q9Y4D7
ENST00000261623	CYBA	P13498
ENST00000651600	SLC10A3	P09131
ENST00000228506	MLEC	Q14165
ENST00000357039	PEX2	P28328
ENST00000641068	OR2A14	Q96R47
ENST00000249806	CLN6	Q9NWW5
ENST00000275200	TAAR8	Q969N4
ENST00000337057	EPB41L2	O43491
ENST00000265686	TCIRG1	Q13488
ENST00000358039	ST7L	Q8TDW4
ENST00000261866	SPG11	Q96JI7
ENST00000358540	PTPN5	P54829
ENST00000622306	NOMO2	Q5JPE7
ENST00000398587	PCDHGA11	Q9Y5H2
ENST00000245105	SH3TC1	Q8TE82
ENST00000616316	IFITM2	Q01629
ENST00000302392	TMEM42	Q69YG0
ENST00000379179	SERP2	Q8N6R1
ENST00000376325	SHISA7	A6NL88
ENST00000360596	ACSS2	Q9NR19
ENST00000264047	SLC5A7	Q9GZV3
ENST00000393140	PRIMA1	Q86XR5
ENST00000394048	ESYT1	Q9BSJ8
ENST00000684302	SLC6A12	P48065
ENST00000517349	SMIM18	P0DKX4
ENST00000302692	SLC25A33	Q9BSK2
ENST00000458420	CLSTN2	Q9H4D0
ENST00000374024	GPR3	P46089
ENST00000283206	TMEM87B	Q96K49
ENST00000272748	LNPK	Q9C0E8
ENST00000641810	OR2A42	Q8NGT9
ENST00000316902	SLC7A8	Q9UHI5
ENST00000324978	AQP10	Q96PS8
ENST00000239450	PCDHB12	Q9Y5F1
ENST00000392676	ABCA5	Q8WWZ7
ENST00000318109	DERL3	Q96Q80
ENST00000219476	TSC2	P49815
ENST00000299459	OR2D2	Q9H210
ENST00000370992	RRP12	Q5JTH9
ENST00000176643	ALDH3A2	P51648
ENST00000399044	CDRT15L2	A8MXV6
ENST00000392977	ANO4	Q32M45
ENST00000226432	CWH43	Q9H720
ENST00000376530	TTYH1	Q9H313
ENST00000418476	UNC45A	Q9H3U1
ENST00000623922	OR2L8	Q8NGY9
ENST00000373299	STXBP1	P61764
ENST00000612727	TBC1D3L	B9A6J9
ENST00000296097	DNAJC5G	Q8N7S2
ENST00000322329	RPRML	Q8N4K4
ENST00000296292	RFT1	Q96AA3
ENST00000306243	CHST14	Q8NCH0
ENST00000377888	HTR4	Q13639
ENST00000272793	UBR3	Q6ZT12
ENST00000537935	OR52E8	Q6IFG1
ENST00000264848	C3orf52	Q5BVD1
ENST00000368636	BNIP3	Q12983
ENST00000508164	TSPAN17	Q96FV3
ENST00000415807	FNDC3B	Q53EP0
ENST00000524391	KCNV1	Q6PIU1
ENST00000267426	FITM1	A5D6W6
ENST00000438763	HLA-DOB	P13765
ENST00000650262	CDC14C	A4D256
ENST00000358935	MARCHF5	Q9NX47
ENST00000377819	RTN3	O95197
ENST00000261875	HACD3	Q9P035
ENST00000366756	DLL1	O00548
ENST00000280527	CRIM1	Q9NZV1
ENST00000371561	GRIN1	Q05586
ENST00000332839	SLC8A1	P32418
ENST00000294258	ZFPL1	O95159
ENST00000357183	RAET1E	Q8TD07
ENST00000373231	KCNK17	Q96T54
ENST00000200557	ADAM11	O75078
ENST00000318709	AVL9	Q8NBF6
ENST00000295887	CDS1	Q92903
ENST00000555004	C14orf132	Q9NPU4
ENST00000350513	OR9A2	Q8NGT5
ENST00000431670	PHLDB2	Q86SQ0
ENST00000643944	SLC52A2	Q9HAB3
ENST00000610020	RPAP2	Q8IXW5
ENST00000607574	SMIM32	A0A1B0GUA5
ENST00000317551	CERS5	Q8N5B7
ENST00000262462	SLC27A6	Q9Y2P4
ENST00000369951	OPN1LW	P04000
ENST00000354545	RMDN2	Q96LZ7
ENST00000381545	SLCO1B3	Q9NPD5
ENST00000306200	STX18	Q9P2W9
ENST00000618457	PRLR	P16471
ENST00000261590	DSG2	Q14126
ENST00000269205	SLC25A52	Q3SY17
ENST00000641081	OR7G2	Q8NG99
ENST00000340940	KLRG2	A4D1S0
ENST00000360358	OR2W3	Q7Z3T1
ENST00000304743	PCNX1	Q96RV3
ENST00000366878	SUSD4	Q5VX71
ENST00000289746	CDH15	P55291
ENST00000245457	PTGER2	P43116
ENST00000311330	CD248	Q9HCU0
ENST00000369501	CNR1	P21554
ENST00000652304	MIP	P30301
ENST00000322527	CCDC168	Q8NDH2
ENST00000306901	CHRNA7	P36544
ENST00000267889	DISP2	A7MBM2
ENST00000221954	CEACAM4	O75871
ENST00000373298	ITM2A	O43736
ENST00000299705	TMED3	Q9Y3Q3
ENST00000651716	GPR101	Q96P66
ENST00000394809	MYLK3	Q32MK0
ENST00000372192	PTCH2	Q9Y6C5
ENST00000489339	RNF183	Q96D59
ENST00000268595	CMTM2	Q8TAZ6
ENST00000241069	ACHE	P22303
ENST00000377103	THBD	P07204
ENST00000310128	KCNE3	Q9Y6H6
ENST00000389567	ESYT3	A0FGR9
ENST00000376327	PLP2	Q04941
ENST00000382753	TMEM128	Q5BJH2
ENST00000249016	MCHR1	Q99705
ENST00000259362	OR13C9	Q8NGT0
ENST00000336257	CHST5	Q9GZS9
ENST00000316048	SMCO3	A2RU48
ENST00000366926	SLC30A10	Q6XR72
ENST00000373306	TACR2	P21452
ENST00000408947	TAS2R40	P59535
ENST00000314391	C19orf18	Q8NEA5
ENST00000335464	TMEM104	Q8NE00
ENST00000628067	SLC25A22	Q9H936
ENST00000674457	PRRG3	Q9BZD7
ENST00000307002	OR10G6	Q8NH81
ENST00000333813	TRARG1	Q8IXB3
ENST00000366425	GP1BB	P13224
ENST00000453190	LIFR	P42702
ENST00000641930	OR51I2	Q9H344
ENST00000324000	ST8SIA3	O43173
ENST00000380371	OR51A2	Q8NGJ7
ENST00000311170	VN1R4	Q7Z5H5
ENST00000324727	SCN4B	Q8IWT1
ENST00000360796	BSCL2	Q96G97
ENST00000361242	ATG9A	Q7Z3C6
ENST00000706920	LY6S	P0DTL4
ENST00000559488	ITGB3	P05106
ENST00000373048	EPHA10	Q5JZY3
ENST00000298050	DEUP1	Q05D60
ENST00000316249	KCNG2	Q9UJ96
ENST00000216629	BDKRB1	P46663
ENST00000330938	PTTG1IP	P53801
ENST00000342868	BTNL3	Q6UXE8
ENST00000211413	PRRT1	Q99946
ENST00000374779	OR13C5	Q8NGS8
ENST00000309558	SUSD5	O60279
ENST00000263955	STK17B	O94768
ENST00000335624	VSIG10L	Q86VR7
ENST00000344922	MIA3	Q5JRA6
ENST00000320285	AGPAT4	Q9NRZ5
ENST00000263563	PALD1	Q9ULE6
ENST00000641093	OR14A16	Q8NHC5
ENST00000262854	HUWE1	Q7Z6Z7
ENST00000408979	OR2A2	Q6IF42
ENST00000515059	BMPR1B	O00238
ENST00000250360	SIGLEC9	Q9Y336
ENST00000371692	DIPK1B	Q5VUD6
ENST00000383490	TMEM200C	A6NKL6
ENST00000584306	LRRC37A3	O60309
ENST00000555099	OR4C13	Q8NGP0
ENST00000332995	PHACTR1	Q9C0D0
ENST00000308666	ABCD2	Q9UBJ2
ENST00000307194	GIMAP1	Q8WWP7
ENST00000269051	RHBDL3	P58872
ENST00000420353	ATF7	P17544
ENST00000327047	CLRN1	P58418
ENST00000376572	KIAA2013	Q8IYS2
ENST00000399286	KCNE1	P15382
ENST00000314124	TMEM40	Q8WWA1
ENST00000261879	APH1B	Q8WW43
ENST00000325719	OR52K2	Q8NGK3
ENST00000409020	NIF3L1	Q9GZT8
ENST00000444643	DNAJB12	Q9NXW2
ENST00000006750	CD79B	P40259
ENST00000336232	SLC22A8	Q8TCC7
ENST00000494082	SMIM40	Q5STR5
ENST00000518568	SLC10A5	Q5PT55
ENST00000389817	ABCC8	Q09428
ENST00000296059	TM4SF18	Q96CE8
ENST00000360374	OR5B21	A6NL26
ENST00000368093	SLAMF9	Q96A28
ENST00000641439	OR9I1	Q8NGQ6
ENST00000011898	TSPAN9	O75954
ENST00000357742	MCTP2	Q6DN12
ENST00000373020	TSPAN6	O43657
ENST00000409293	FAM174C	Q9BVV8
ENST00000682254	CHRM4	P08173
ENST00000456015	SLC30A8	Q8IWU4
ENST00000354728	UGT1A9	O60656
ENST00000301831	ULK4	Q96C45
ENST00000371877	STIL	Q15468
ENST00000257068	MTNR1B	P49286
ENST00000227348	CRTAM	O95727
ENST00000226021	CACNG1	Q06432
ENST00000641131	OR6N2	Q8NGY6
ENST00000304046	ORMDL3	Q8N138
ENST00000519374	ATP6V0E1	O15342
ENST00000361781	SGMS1	Q86VZ5
ENST00000261507	MSMO1	Q15800
ENST00000243673	GPR83	Q9NYM4
ENST00000287859	ODR4	Q5SWX8
ENST00000262186	KCNH2	Q12809
ENST00000392593	PLD4	Q96BZ4
ENST00000397820	C19orf38	A8MVS5
ENST00000368914	SEMA6C	Q9H3T2
ENST00000412678	CDHR4	A6H8M9
ENST00000553458	ALDH6A1	Q02252
ENST00000369722	ATP5PB	P24539
ENST00000601727	SIGLECL1	Q8N7X8
ENST00000652347	IL31RA	Q8NI17
ENST00000452070	CRELD1	Q96HD1
ENST00000253193	LRP3	O75074
ENST00000300184	MS4A7	Q9GZW8
ENST00000262482	RNF167	Q9H6Y7
ENST00000417443	SMIM10L2A	P0DMW4
ENST00000265162	ENPEP	Q07075
ENST00000370783	MOSPD1	Q9UJG1
ENST00000372025	TMEM69	Q5SWH9
ENST00000529415	LRRC24	Q50LG9
ENST00000240333	SLC35B1	P78383
ENST00000294309	TPCN2	Q8NHX9
ENST00000368057	SLAMF6	Q96DU3
ENST00000374392	NCMAP	Q5T1S8
ENST00000296425	PGRMC2	O15173
ENST00000305208	UGT1A1	P22309
ENST00000285900	GRIA1	P42261
ENST00000523189	RANBP17	Q9H2T7
ENST00000375472	SUSD3	Q96L08
ENST00000262348	WLS	Q5T9L3
ENST00000306480	TMEM192	Q8IY95
ENST00000263672	SPCS2	Q15005
ENST00000431042	SLC2A14	Q8TDB8
ENST00000253925	PPFIA1	Q13136
ENST00000263650	OSBPL5	Q9H0X9
ENST00000263196	DGCR2	P98153
ENST00000483722	TREML2	Q5T2D2
ENST00000356183	GTF3C1	Q12789
ENST00000374580	BMPR2	Q13873
ENST00000641490	OR51A7	Q8NH64
ENST00000231368	LNPEP	Q9UIQ6
ENST00000393959	GABRB2	P47870
ENST00000407977	RNF43	Q68DV7
ENST00000411432	METTL21A	Q8WXB1
ENST00000299663	CLEC4E	Q9ULY5
ENST00000341772	DNER	Q8NFT8
ENST00000381176	SHISAL1	Q3SXP7
ENST00000259951	HLA-F	P30511
ENST00000313400	ASTN2	O75129
ENST00000680483	TTC39A	Q5SRH9
ENST00000371989	SURF4	O15260
ENST00000360151	NPIPA5	E9PKD4
ENST00000401592	SUN1	O94901
ENST00000610445	OR52E5	Q8NH55
ENST00000366513	CNST	Q6PJW8
ENST00000581851	TMEM238L	A6NJY4
ENST00000375679	CLCNKB	P51801
ENST00000335230	SLC36A3	Q495N2
ENST00000528880	HCAR3	P49019
ENST00000282507	UGT3A2	Q3SY77
ENST00000234371	KISS1R	Q969F8
ENST00000369947	HTR1B	P28222
ENST00000380492	MOSPD2	Q8NHP6
ENST00000316948	CACFD1	Q9UGQ2
ENST00000359596	RYR1	P21817
ENST00000398631	PCDHA12	Q9UN75
ENST00000281806	MCHR2	Q969V1
ENST00000358432	EPHA2	P29317
ENST00000585916	PIAS2	O75928
ENST00000243253	SEC61A1	P61619
ENST00000367330	TMEM9	Q9P0T7
ENST00000488794	CD200R1L	Q6Q8B3
ENST00000456354	CATSPER4	Q7RTX7
ENST00000234827	TCEANC2	Q96MN5
ENST00000586005	SMIM22	K7EJ46
ENST00000360490	MME	P08473
ENST00000368318	RXFP4	Q8TDU9
ENST00000264246	CD80	P33681
ENST00000447510	PROM1	O43490
ENST00000507866	SORCS2	Q96PQ0
ENST00000308287	MS4A10	Q96PG2
ENST00000266014	GLT8D1	Q68CQ7
ENST00000678005	DNAJC14	Q6Y2X3
ENST00000302787	LETM1	O95202
ENST00000427197	SLC35G1	Q2M3R5
ENST00000409299	PXMP4	Q9Y6I8
ENST00000324501	PSEN1	P49768
ENST00000550402	CMKLR1	Q99788
ENST00000362061	CACNA1S	Q13698
ENST00000273695	TM4SF19	Q96DZ7
ENST00000637797	SPACA6	W5XKT8
ENST00000310248	OR10AD1	Q8NGE0
ENST00000281455	ACSL1	P33121
ENST00000361573	SLC9A8	Q9Y2E8
ENST00000388942	TMEM266	Q2M3C6
ENST00000682573	PCDH11X	Q9BZA7
ENST00000263897	USE1	Q9NZ43
ENST00000647002	COQ2	Q96H96
ENST00000357650	SLC30A7	Q8NEW0
ENST00000243349	ACVR1C	Q8NER5
ENST00000367019	SYT14	Q8NB59
ENST00000642928	CD59	P13987
ENST00000344846	SYNGR4	O95473
ENST00000258796	TTYH3	Q9C0H2
ENST00000291294	PTGIR	P43119
ENST00000319669	TMCO5A	Q8N6Q1
ENST00000507668	SERINC5	Q86VE9
ENST00000341068	ANAPC1	Q9H1A4
ENST00000330947	LRRC8B	Q6P9F7
ENST00000374472	CNR2	P34972
ENST00000690296	ABCA10	Q8WWZ4
ENST00000320005	CNGB3	Q9NQW8
ENST00000266509	SLCO1C1	Q9NYB5
ENST00000373606	MANBAL	Q9NQG1
ENST00000545221	OR4D2	P58180
ENST00000683809	LPAR1	Q92633
ENST00000323851	NDRG1	Q92597
ENST00000352511	ACVR2B	Q13705
ENST00000259030	RTP4	Q96DX8
ENST00000309099	MRGPRF	Q96AM1
ENST00000258173	TMEM231	Q9H6L2
ENST00000294016	ADCY9	O60503
ENST00000563924	PECAM1	P16284
ENST00000525929	PCDHA7	Q9UN72
ENST00000360304	MYLK	Q15746
ENST00000369405	ZDHHC6	Q9H6R6
ENST00000477922	MGAM2	Q2M2H8
ENST00000296641	F2RL2	O00254
ENST00000303375	MRC2	Q9UBG0
ENST00000369982	TMEM187	Q14656
ENST00000650687	CRYAB	P02511
ENST00000244333	LYPD3	O95274
ENST00000300571	GPRC5B	Q9NZH0
ENST00000259608	SIT1	Q9Y3P8
ENST00000299866	TVP23A	A6NH52
ENST00000377813	RRBP1	Q9P2E9
ENST00000256999	FOLH1	Q04609
ENST00000371601	NPDC1	Q9NQX5
ENST00000265071	CDH6	P55285
ENST00000368400	DPM3	Q9P2X0
ENST00000389832	MRGPRE	Q86SM8
ENST00000382103	SEPSECS	Q9HD40
ENST00000230671	SLC6A7	Q99884
ENST00000455783	TMEM229A	B2RXF0
ENST00000252593	BST2	Q10589
ENST00000649488	CHRNE	Q04844
ENST00000393847	DPEP2	Q9H4A9
ENST00000318222	PKD2L1	Q9P0L9
ENST00000475668	MGAM	O43451
ENST00000396037	ST8SIA1	Q92185
ENST00000344519	ZNF66	Q6ZN08
ENST00000315330	CLEC1A	Q8NC01
ENST00000262407	ITGA2B	P08514
ENST00000526136	PCDHA2	Q9Y5H9
ENST00000392800	GALNTL5	Q7Z4T8
ENST00000395176	DNAJC30	Q96LL9
ENST00000216117	HMOX1	P09601
ENST00000377252	PLXDC2	Q6UX71
ENST00000649046	LRP2	P98164
ENST00000169551	TIMM21	Q9BVV7
ENST00000315711	CD200	P41217
ENST00000641659	OR2J1	Q9GZK6
ENST00000477853	EMC1	Q8N766
ENST00000278947	SCN2B	O60939
ENST00000637218	CIROP	A0A1B0GTW7
ENST00000446620	TAS2R39	P59534
ENST00000695325	SPRY3	O43610
ENST00000420910	LMLN	Q96KR4
ENST00000221978	NKG7	Q16617
ENST00000529108	MS4A18	Q3C1V0
ENST00000616002	GPR21	Q99679
ENST00000375024	OR10G9	Q8NGN4
ENST00000275016	CYP39A1	Q9NYL5
ENST00000328224	KCNA4	P22459
ENST00000375026	TMEM225	Q6GV28
ENST00000314133	COX8A	P10176
ENST00000396950	OR51E2	Q9H255
ENST00000359610	OR6K2	Q8NGY2
ENST00000299882	TMPRSS5	Q9H3S3
ENST00000374720	SLC44A1	Q8WWI5
ENST00000641692	OR4S2	Q8NH73
ENST00000579849	TMEM98	Q9Y2Y6
ENST00000392627	GPRC5C	Q9NQ84
ENST00000219240	DHODH	Q02127
ENST00000304402	GPR22	Q99680
ENST00000421688	TMEM235	A6NFC5
ENST00000356357	AREL1	O15033
ENST00000271227	SLC44A3	Q8N4M1
ENST00000649451	NNAT	Q16517
ENST00000355943	SLC25A46	Q96AG3
ENST00000371217	TCTN3	Q6NUS6
ENST00000673929	FUT8	Q9BYC5
ENST00000556887	IRAG2	Q12912
ENST00000587304	C17orf113	A0A1B0GUU1
ENST00000283303	ADGRF4	Q8IZF3
ENST00000239944	SERP1	Q9Y6X1
ENST00000261038	SLC49A4	Q96SL1
ENST00000376958	GPR180	Q86V85
ENST00000641461	OR10A2	Q9H208
ENST00000449561	LILRB5	O75023
ENST00000367033	PLXNA2	O75051
ENST00000300954	PCSK4	Q6UW60
ENST00000374919	SPIN3	Q5JUX0
ENST00000641124	OR2AG2	A6NM03
ENST00000369864	AMIGO1	Q86WK6
ENST00000706933	SPATA31C1	P0DKV0
ENST00000378653	CFAP47	Q6ZTR5
ENST00000335875	SLC6A16	Q9GZN6
ENST00000377298	CLSTN1	O94985
ENST00000267484	RTN1	Q16799
ENST00000324225	SIDT2	Q8NBJ9
ENST00000303921	GPR37	O15354
ENST00000305747	CERS6	Q6ZMG9
ENST00000684052	NPBWR2	P48146
ENST00000383168	AQP4	P55087
ENST00000536534	PLD5	Q8N7P1
ENST00000271450	FCGR2A	P12318
ENST00000344096	DYRK2	Q92630
ENST00000253814	NDFIP1	Q9BT67
ENST00000290200	IL10RB	Q08334
ENST00000395388	HLA-DRA	P01903
ENST00000413384	SLC4A2	P04920
ENST00000350061	CACNA1D	Q01668
ENST00000254090	FMO5	P49326
ENST00000342462	TMPPE	Q6ZT21
ENST00000287934	FZD1	Q9UP38
ENST00000329078	SPNS2	Q8IVW8
ENST00000640159	LHFPL7	Q6ICI0
ENST00000315190	SERTM1	A2A2V5
ENST00000622206	TBC1D3C	Q6IPX1
ENST00000389301	FANCA	O15360
ENST00000377966	RECK	O95980
ENST00000389484	LRP1B	Q9NZR2
ENST00000298912	CLMN	Q96JQ2
ENST00000241125	GJA3	Q9Y6H8
ENST00000489090	STRIT1	P0DN84
ENST00000625203	OR5L1	Q8NGL2
ENST00000450895	SMIM34	A8MWV9
ENST00000518069	PCDHGA5	Q9Y5G8
ENST00000546910	CLEC5A	Q9NY25
ENST00000404826	SDK1	Q7Z5N4
ENST00000396987	GPAT4	Q86UL3
ENST00000424479	PLPP5	Q8NEB5
ENST00000359106	CACNA1G	O43497
ENST00000281441	TMEM45B	Q96B21
ENST00000360631	DCLK1	O15075
ENST00000643224	CD8B2	A6NJW9
ENST00000639579	ATG9B	Q674R7
ENST00000409150	NEMP2	A6NFY4
ENST00000314340	AGTRAP	Q6RW13
ENST00000178638	CA12	O43570
ENST00000376016	YME1L1	Q96TA2
ENST00000218652	NDFIP2	Q9NV92
ENST00000562197	TPBGL	P0DKB5
ENST00000621592	MYC	P01106
ENST00000339413	YIF1B	Q5BJH7
ENST00000641669	OR7D4	Q8NG98
ENST00000368404	SLC50A1	Q9BRV3
ENST00000396385	MPV17L	Q2QL34
ENST00000388866	NOX5	Q96PH1
ENST00000535032	C17orf80	Q9BSJ5
ENST00000389363	TM6SF2	Q9BZW4
ENST00000318063	MICU3	Q86XE3
ENST00000462683	YIPF6	Q96EC8
ENST00000367815	ATP1B1	P05026
ENST00000305344	HTR1E	P28566
ENST00000398174	HM13	Q8TCT9
ENST00000340381	TMEM201	Q5SNT2
ENST00000316308	CLK4	Q9HAZ1
ENST00000301458	CD320	Q9NPF0
ENST00000392213	MAG	P20916
ENST00000636672	PRRT1B	A0A1B0GWB2
ENST00000305354	TM4SF4	P48230
