Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000105639	ENST00000458235	P52333	JAK3
ENSG00000117399	ENST00000310955	Q12834	CDC20
ENSG00000113356	ENST00000651687	O15318	POLR3G
ENSG00000038532	ENST00000409790	Q2KHT3	CLEC16A
ENSG00000011485	ENST00000012443	P53041	PPP5C
ENSG00000055483	ENST00000449938	Q9P275	USP36
ENSG00000083896	ENST00000344157	Q96MU7	YTHDC1
ENSG00000086200	ENST00000325324	Q9UI26	IPO11
ENSG00000112983	ENST00000254900	Q9H0E9	BRD8
ENSG00000087152	ENST00000587097	Q14CW9	ATXN7L3
ENSG00000091127	ENST00000469408	Q96PZ0	PUS7
ENSG00000122406	ENST00000370321	P46777	RPL5
ENSG00000105819	ENST00000249269	O75439	PMPCB
ENSG00000103495	ENST00000322945	P56270	MAZ
ENSG00000072062	ENST00000308677	P17612	PRKACA
ENSG00000121101	ENST00000349033	Q8IWB6	TEX14
ENSG00000118520	ENST00000368087	P05089	ARG1
ENSG00000111057	ENST00000388835	P05783	KRT18
ENSG00000116852	ENST00000461742	O75037	KIF21B
ENSG00000084731	ENST00000264712	O14782	KIF3C
ENSG00000085511	ENST00000392142	Q9Y6R4	MAP3K4
ENSG00000110092	ENST00000227507	P24385	CCND1
ENSG00000112531	ENST00000361752	Q96PU8	QKI
ENSG00000114248	ENST00000316428	Q6UY01	LRRC31
ENSG00000105327	ENST00000439096	Q9BXH1	BBC3
ENSG00000089094	ENST00000377071	Q8NHM5	KDM2B
ENSG00000069345	ENST00000317089	O60884	DNAJA2
ENSG00000096384	ENST00000371646	P08238	HSP90AB1
ENSG00000124608	ENST00000244571	Q5JTZ9	AARS2
ENSG00000096401	ENST00000371477	Q99459	CDC5L
ENSG00000114030	ENST00000344337	P52294	KPNA1
ENSG00000108592	ENST00000427159	Q8IY81	FTSJ3
ENSG00000116127	ENST00000613296	Q8TCU4	ALMS1
ENSG00000109458	ENST00000262994	Q13480	GAB1
ENSG00000083845	ENST00000196551	P46782	RPS5
ENSG00000005381	ENST00000225275	P05164	MPO
ENSG00000117010	ENST00000372699	Q5T5D7	ZNF684
ENSG00000111737	ENST00000229340	Q15286	RAB35
ENSG00000105443	ENST00000452733	Q99418	CYTH2
ENSG00000116030	ENST00000392246	P63165	SUMO1
ENSG00000066583	ENST00000173527	Q96CN7	ISOC1
ENSG00000011566	ENST00000263881	Q8IVH8	MAP4K3
ENSG00000115966	ENST00000264110	P15336	ATF2
ENSG00000049167	ENST00000676185	Q13216	ERCC8
ENSG00000105679	ENST00000222286	O14556	GAPDHS
ENSG00000106617	ENST00000287878	Q9UGJ0	PRKAG2
ENSG00000105887	ENST00000393085	P58546	MTPN
ENSG00000086827	ENST00000200135	O43264	ZW10
ENSG00000083312	ENST00000337273	Q92973	TNPO1
ENSG00000111247	ENST00000352618	Q96B01	RAD51AP1
ENSG00000096696	ENST00000379802	P15924	DSP
ENSG00000104823	ENST00000221418	Q13011	ECH1
ENSG00000092850	ENST00000207457	Q9UIF3	TEKT2
ENSG00000006534	ENST00000342456	P43353	ALDH3B1
ENSG00000104825	ENST00000313582	Q15653	NFKBIB
ENSG00000095951	ENST00000379388	P15822	HIVEP1
ENSG00000020922	ENST00000323929	P49959	MRE11
ENSG00000116898	ENST00000373116	P82914	MRPS15
ENSG00000120370	ENST00000367763	Q5T7V8	GORAB
ENSG00000072756	ENST00000251607	Q96Q11	TRNT1
ENSG00000116991	ENST00000674635	Q9P2F8	SIPA1L2
ENSG00000115520	ENST00000263960	Q9H8M1	COQ10B
ENSG00000118017	ENST00000236709	Q9UNA3	A4GNT
ENSG00000119242	ENST00000238156	Q53HC0	CCDC92
ENSG00000069020	ENST00000403625	O15021	MAST4
ENSG00000113758	ENST00000393565	Q16643	DBN1
ENSG00000071282	ENST00000157600	Q9NZU5	LMCD1
ENSG00000123407	ENST00000243103	P31275	HOXC12
ENSG00000082153	ENST00000409600	Q7L1Q6	BZW1
ENSG00000114331	ENST00000326793	Q15057	ACAP2
ENSG00000087470	ENST00000549701	O00429	DNM1L
ENSG00000040275	ENST00000265295	Q96EA4	SPDL1
ENSG00000073711	ENST00000264977	Q06190	PPP2R3A
ENSG00000068878	ENST00000404125	Q14997	PSME4
ENSG00000068912	ENST00000185150	Q96DZ1	ERLEC1
ENSG00000120647	ENST00000239830	Q9BR77	CCDC77
ENSG00000119771	ENST00000486442	Q96CT2	KLHL29
ENSG00000114904	ENST00000233027	P51957	NEK4
ENSG00000123989	ENST00000243776	Q8IZ52	CHPF
ENSG00000049883	ENST00000380639	Q8WV60	PTCD2
ENSG00000018236	ENST00000551295	Q12860	CNTN1
ENSG00000125755	ENST00000245934	Q92797	SYMPK
ENSG00000116039	ENST00000234396	P15313	ATP6V1B1
ENSG00000124370	ENST00000244217	Q96PE7	MCEE
ENSG00000011295	ENST00000261647	Q6DKK2	TTC19
ENSG00000113231	ENST00000264917	O95263	PDE8B
ENSG00000118245	ENST00000236979	P09430	TNP1
ENSG00000067191	ENST00000394303	Q02641	CACNB1
ENSG00000076067	ENST00000262031	Q15434	RBMS2
ENSG00000005102	ENST00000318579	P50221	MEOX1
ENSG00000068796	ENST00000407818	O00139	KIF2A
ENSG00000118058	ENST00000534358	Q03164	KMT2A
ENSG00000117475	ENST00000367808	Q9H2G9	BLZF1
ENSG00000099260	ENST00000263174	Q9NP74	PALMD
ENSG00000115267	ENST00000649979	Q9BYX4	IFIH1
ENSG00000009307	ENST00000358528	O75534	CSDE1
ENSG00000066117	ENST00000394963	Q96GM5	SMARCD1
ENSG00000108924	ENST00000226067	Q16534	HLF
ENSG00000121964	ENST00000682281	Q4AE62	GTDC1
ENSG00000114999	ENST00000233336	Q8NG68	TTL
ENSG00000114026	ENST00000344629	O15527	OGG1
ENSG00000111275	ENST00000261733	P05091	ALDH2
ENSG00000120832	ENST00000240050	Q49AM1	MTERF2
ENSG00000008405	ENST00000008527	Q16526	CRY1
ENSG00000113575	ENST00000481195	P67775	PPP2CA
ENSG00000111245	ENST00000228841	P10916	MYL2
ENSG00000108830	ENST00000587250	P52198	RND2
ENSG00000115415	ENST00000361099	P42224	STAT1
ENSG00000118094	ENST00000264029	O43280	TREH
ENSG00000047188	ENST00000161863	Q9H6S0	YTHDC2
ENSG00000113712	ENST00000377843	P48729	CSNK1A1
ENSG00000116473	ENST00000369709	P62834	RAP1A
ENSG00000068885	ENST00000326448	Q9P2H3	IFT80
ENSG00000108510	ENST00000397786	Q9UHV7	MED13
ENSG00000119185	ENST00000355346	O14713	ITGB1BP1
ENSG00000108946	ENST00000589228	P10644	PRKAR1A
ENSG00000004455	ENST00000672715	P54819	AK2
ENSG00000117594	ENST00000367027	P28845	HSD11B1
ENSG00000117595	ENST00000367021	O14896	IRF6
ENSG00000091542	ENST00000399138	Q6P6C2	ALKBH5
ENSG00000119042	ENST00000417098	Q9UPW6	SATB2
ENSG00000120705	ENST00000360541	P62495	ETF1
ENSG00000116981	ENST00000235628	Q9BXI3	NT5C1A
ENSG00000012048	ENST00000357654	P38398	BRCA1
ENSG00000004838	ENST00000231749	O75800	ZMYND10
ENSG00000075391	ENST00000367649	Q9UJF2	RASAL2
ENSG00000021826	ENST00000233072	P31327	CPS1
ENSG00000112984	ENST00000394894	O95235	KIF20A
ENSG00000035115	ENST00000356150	Q96HL8	SH3YL1
ENSG00000116663	ENST00000376753	Q9NRD1	FBXO6
ENSG00000116717	ENST00000370986	P24522	GADD45A
ENSG00000117360	ENST00000324862	O43395	PRPF3
ENSG00000127054	ENST00000435064	Q5TA45	INTS11
ENSG00000117054	ENST00000370841	P11310	ACADM
ENSG00000078369	ENST00000378609	P62873	GNB1
ENSG00000117724	ENST00000366955	P49454	CENPF
ENSG00000116786	ENST00000375799	Q8IWE5	PLEKHM2
ENSG00000088280	ENST00000336689	Q8TDY4	ASAP3
ENSG00000075945	ENST00000361580	Q92845	KIFAP3
ENSG00000121481	ENST00000367510	Q99496	RNF2
ENSG00000117222	ENST00000264515	Q15291	RBBP5
ENSG00000117118	ENST00000375499	P21912	SDHB
ENSG00000129864	ENST00000250825	O14598	VCY
ENSG00000154646	ENST00000284885	P98073	TMPRSS15
ENSG00000165837	ENST00000298738	Q5W0A0	ERICH6B
ENSG00000139734	ENST00000400324	Q9NSV4	DIAPH3
ENSG00000150907	ENST00000379561	Q12778	FOXO1
ENSG00000141380	ENST00000415083	Q15532	SS18
ENSG00000141956	ENST00000398548	P57071	PRDM15
ENSG00000160199	ENST00000291547	P55347	PKNOX1
ENSG00000160200	ENST00000398165	P35520	CBS
ENSG00000141425	ENST00000399022	Q96P16	RPRD1A
ENSG00000141665	ENST00000419743	Q8NCQ5	FBXO15
ENSG00000134779	ENST00000334295	Q68CL5	TPGS2
ENSG00000133111	ENST00000255476	O00287	RFXAP
ENSG00000141428	ENST00000592875	Q32NC0	C18orf21
ENSG00000136146	ENST00000258648	Q9NPJ6	MED4
ENSG00000128245	ENST00000248975	Q04917	YWHAH
ENSG00000134759	ENST00000358232	Q6IA86	ELP2
ENSG00000160188	ENST00000291536	Q8WYR4	RSPH1
ENSG00000136161	ENST00000344532	O95199	RCBTB2
ENSG00000169093	ENST00000381317	O95671	ASMTL
ENSG00000165572	ENST00000379485	Q86V97	KBTBD6
ENSG00000168546	ENST00000524240	O00451	GFRA2
ENSG00000160226	ENST00000339818	O43822	CFAP410
ENSG00000150456	ENST00000382758	Q8WVE0	EEF1AKMT1
ENSG00000167220	ENST00000300605	Q9H0R4	HDHD2
ENSG00000151657	ENST00000379562	O60870	KIN
ENSG00000132938	ENST00000612955	Q5JR59	MTUS2
ENSG00000164989	ENST00000380701	Q6TFL3	CCDC171
ENSG00000127870	ENST00000381588	Q9Y252	RNF6
ENSG00000148481	ENST00000277632	Q9H8M7	MINDY3
ENSG00000165309	ENST00000298032	Q5W041	ARMC3
ENSG00000150867	ENST00000376573	P48426	PIP4K2A
ENSG00000129521	ENST00000250457	Q9H6Z9	EGLN3
ENSG00000132631	ENST00000377428	Q9UJQ7	SCP2D1
ENSG00000159267	ENST00000674895	P50747	HLCS
ENSG00000157456	ENST00000288207	O95067	CCNB2
ENSG00000147119	ENST00000276055	Q9NS84	CHST7
ENSG00000165898	ENST00000556816	Q86U28	ISCA2
ENSG00000155313	ENST00000400183	Q9UHP3	USP25
ENSG00000138593	ENST00000559471	Q93073	SECISBP2L
ENSG00000165105	ENST00000376447	Q8IZ41	RASEF
ENSG00000135052	ENST00000388712	Q8NBJ4	GOLM1
ENSG00000166128	ENST00000321437	Q92930	RAB8B
ENSG00000136147	ENST00000378319	Q9UIL8	PHF11
ENSG00000165480	ENST00000314759	Q8IX90	SKA3
ENSG00000147481	ENST00000642720	Q9NSN8	SNTG1
ENSG00000136842	ENST00000259365	P28289	TMOD1
ENSG00000130706	ENST00000253003	Q16186	ADRM1
ENSG00000170759	ENST00000302418	P33176	KIF5B
ENSG00000151773	ENST00000444614	Q5T0U0	CCDC122
ENSG00000145241	ENST00000273853	Q03188	CENPC
ENSG00000132963	ENST00000380842	Q9Y244	POMP
ENSG00000132823	ENST00000255174	Q9NX31	OSER1
ENSG00000139083	ENST00000396373	P41212	ETV6
ENSG00000137177	ENST00000259711	Q9H1H9	KIF13A
ENSG00000150459	ENST00000382533	O00422	SAP18
ENSG00000170925	ENST00000302917	Q9BXU2	TEX13B
ENSG00000136925	ENST00000341170	Q5T7W7	TSTD2
ENSG00000140382	ENST00000336216	Q9NP66	HMG20A
ENSG00000152804	ENST00000282728	Q03014	HHEX
ENSG00000156928	ENST00000466681	Q96EH3	MALSU1
ENSG00000140057	ENST00000267584	Q96M32	AK7
ENSG00000141258	ENST00000268989	O43147	SGSM2
ENSG00000137364	ENST00000309983	P51580	TPMT
ENSG00000148572	ENST00000277746	Q96F24	NRBF2
ENSG00000136231	ENST00000258729	O00425	IGF2BP3
ENSG00000130224	ENST00000317135	Q5VUJ6	LRCH2
ENSG00000137764	ENST00000178640	Q13163	MAP2K5
ENSG00000167077	ENST00000401548	Q5TIA1	MEI1
ENSG00000147223	ENST00000276173	Q0D2K3	RIPPLY1
ENSG00000164951	ENST00000297598	Q9P0J1	PDP1
ENSG00000153064	ENST00000322953	Q8NDB2	BANK1
ENSG00000129810	ENST00000412997	Q5FBB7	SGO1
ENSG00000146085	ENST00000274813	P22033	MMUT
ENSG00000170950	ENST00000304801	P07205	PGK2
ENSG00000157152	ENST00000621198	Q92777	SYN2
ENSG00000154845	ENST00000400556	Q8TF05	PPP4R1
ENSG00000146143	ENST00000615550	P49643	PRIM2
ENSG00000136826	ENST00000374672	O43474	KLF4
ENSG00000135070	ENST00000375991	Q9BUE6	ISCA1
ENSG00000129151	ENST00000263182	O75936	BBOX1
ENSG00000165714	ENST00000314565	Q969J3	BORCS5
ENSG00000151491	ENST00000281172	Q12929	EPS8
ENSG00000138587	ENST00000260453	Q8NEH6	MNS1
ENSG00000139842	ENST00000375440	Q13619	CUL4A
ENSG00000146733	ENST00000275605	P78330	PSPH
ENSG00000166171	ENST00000370151	Q9BVM2	DPCD
ENSG00000156467	ENST00000287022	P14927	UQCRB
ENSG00000138802	ENST00000265175	O95487	SEC24B
ENSG00000170946	ENST00000465995	Q6P3W2	DNAJC24
ENSG00000165669	ENST00000369183	Q9H8W3	FAM204A
ENSG00000149609	ENST00000375222	Q9BQM9	C20orf144
ENSG00000139044	ENST00000266383	Q6L9W6	B4GALNT3
ENSG00000151379	ENST00000281047	A6NI15	MSGN1
ENSG00000155962	ENST00000369449	O15247	CLIC2
ENSG00000151893	ENST00000369151	Q86Y37	CACUL1
ENSG00000134901	ENST00000376004	Q6UW63	POGLUT2
ENSG00000152520	ENST00000380958	Q58A45	PAN3
ENSG00000156261	ENST00000286788	P50990	CCT8
ENSG00000170430	ENST00000651593	P16455	MGMT
ENSG00000131051	ENST00000253363	Q14498	RBM39
ENSG00000147180	ENST00000674551	Q9Y462	ZNF711
ENSG00000136379	ENST00000258884	Q6PCB6	ABHD17C
ENSG00000136830	ENST00000373312	Q96TA1	NIBAN2
ENSG00000156265	ENST00000399928	P57077	MAP3K7CL
ENSG00000160401	ENST00000373295	Q5JU67	CFAP157
ENSG00000163032	ENST00000295156	P62760	VSNL1
ENSG00000135686	ENST00000564996	Q8N4N3	KLHL36
ENSG00000127989	ENST00000351870	Q99551	MTERF1
ENSG00000157326	ENST00000313250	Q9BTZ2	DHRS4
ENSG00000128581	ENST00000315322	Q9H7X7	IFT22
ENSG00000169519	ENST00000407364	A6NJ78	METTL15
ENSG00000166173	ENST00000299213	Q9BRS8	LARP6
ENSG00000165966	ENST00000402685	Q6ZMN7	PDZRN4
ENSG00000152944	ENST00000282892	Q13503	MED21
ENSG00000167112	ENST00000372890	O95900	TRUB2
ENSG00000130307	ENST00000252597	Q8N6Y0	USHBP1
ENSG00000155792	ENST00000286234	Q8TB45	DEPTOR
ENSG00000168309	ENST00000360997	O95990	FAM107A
ENSG00000158006	ENST00000374282	Q99487	PAFAH2
ENSG00000166896	ENST00000300145	Q9Y6H3	ATP23
ENSG00000131969	ENST00000337334	Q7Z5M8	ABHD12B
ENSG00000138468	ENST00000394095	Q9BQF6	SENP7
ENSG00000153774	ENST00000283882	Q9UEE9	CFDP1
ENSG00000167914	ENST00000301659	Q96QA5	GSDMA
ENSG00000166025	ENST00000433060	Q8IY63	AMOTL1
ENSG00000155087	ENST00000285402	Q14990	ODF1
ENSG00000166004	ENST00000325212	Q9C0D2	CEP295
ENSG00000166446	ENST00000570137	Q8N8U2	CDYL2
ENSG00000134698	ENST00000373210	Q9HCK5	AGO4
ENSG00000132881	ENST00000375599	Q9BU20	CPLANE2
ENSG00000153266	ENST00000283268	Q8TBJ5	FEZF2
ENSG00000134508	ENST00000256925	Q8TDN4	CABLES1
ENSG00000143951	ENST00000272321	O95876	WDPCP
ENSG00000139618	ENST00000380152	P51587	BRCA2
ENSG00000130829	ENST00000342782	Q99956	DUSP9
ENSG00000139687	ENST00000267163	P06400	RB1
ENSG00000156787	ENST00000287380	Q96DN5	TBC1D31
ENSG00000157470	ENST00000288228	Q8TBF8	FAM81A
ENSG00000131043	ENST00000320849	Q9Y312	AAR2
ENSG00000151623	ENST00000358102	P08235	NR3C2
ENSG00000137055	ENST00000397292	Q9Y263	PLAA
ENSG00000168930	ENST00000329758	P0CI25	TRIM49
ENSG00000148908	ENST00000369103	O43665	RGS10
ENSG00000148700	ENST00000356080	Q9UEY8	ADD3
ENSG00000128886	ENST00000319359	Q9HB65	ELL3
ENSG00000136425	ENST00000258930	O75838	CIB2
ENSG00000139287	ENST00000333850	Q8IWU9	TPH2
ENSG00000162396	ENST00000371279	Q7L3T8	PARS2
ENSG00000170370	ENST00000553456	Q04743	EMX2
ENSG00000163877	ENST00000296215	Q8TAD8	SNIP1
ENSG00000157184	ENST00000371486	P23786	CPT2
ENSG00000135269	ENST00000358204	Q9UGI8	TES
ENSG00000131941	ENST00000254260	Q8IUC4	RHPN2
ENSG00000168813	ENST00000355898	Q8TCN5	ZNF507
ENSG00000169583	ENST00000494426	O95833	CLIC3
ENSG00000148677	ENST00000371697	Q15327	ANKRD1
ENSG00000163637	ENST00000638394	Q7Z3G6	PRICKLE2
ENSG00000160505	ENST00000301295	Q96MN2	NLRP4
ENSG00000152217	ENST00000649279	Q9Y6X0	SETBP1
ENSG00000159210	ENST00000502492	Q96H20	SNF8
ENSG00000135972	ENST00000258455	P82933	MRPS9
ENSG00000130720	ENST00000372338	Q8N539	FIBCD1
ENSG00000137941	ENST00000260505	Q6ZT98	TTLL7
ENSG00000145414	ENST00000274054	Q96HR8	NAF1
ENSG00000129128	ENST00000503362	P61009	SPCS3
ENSG00000162869	ENST00000294952	Q6ZMI0	PPP1R21
ENSG00000148798	ENST00000369849	Q16352	INA
ENSG00000149929	ENST00000279392	Q9BW71	HIRIP3
ENSG00000133265	ENST00000433386	Q9NZL4	HSPBP1
ENSG00000135951	ENST00000393483	Q9BZW7	TSGA10
ENSG00000134748	ENST00000257181	Q8NAV1	PRPF38A
ENSG00000147140	ENST00000276079	Q15233	NONO
ENSG00000128253	ENST00000652607	O75678	RFPL2
ENSG00000143924	ENST00000318522	Q9HC35	EML4
ENSG00000165689	ENST00000357365	Q96C92	ENTR1
ENSG00000155893	ENST00000286353	Q8TE99	PXYLP1
ENSG00000169627	ENST00000651894	Q9H3K6	BOLA2B
ENSG00000147905	ENST00000336755	Q8N3Z6	ZCCHC7
ENSG00000132394	ENST00000254730	P57772	EEFSEC
ENSG00000156502	ENST00000359655	Q8IYB8	SUPV3L1
ENSG00000166707	ENST00000650639	P0CG32	ZCCHC18
ENSG00000136044	ENST00000258530	Q8NEU8	APPL2
ENSG00000170260	ENST00000335870	Q9UDV6	ZNF212
ENSG00000166189	ENST00000299238	Q86YV9	HPS6
ENSG00000141504	ENST00000269298	Q96F10	SAT2
ENSG00000170604	ENST00000302165	Q8IU81	IRF2BP1
ENSG00000143032	ENST00000370445	Q9NY43	BARHL2
ENSG00000134215	ENST00000370056	Q9UKW4	VAV3
ENSG00000138698	ENST00000408927	P52306	RAP1GDS1
ENSG00000129472	ENST00000397762	Q8WUD1	RAB2B
ENSG00000166454	ENST00000299575	O43313	ATMIN
ENSG00000140905	ENST00000315467	P23434	GCSH
ENSG00000132376	ENST00000421807	Q9BT40	INPP5K
ENSG00000164105	ENST00000296504	O75446	SAP30
ENSG00000164107	ENST00000359562	P61296	HAND2
ENSG00000136383	ENST00000258888	Q96L96	ALPK3
ENSG00000166262	ENST00000299338	Q96M60	FAM227B
ENSG00000163950	ENST00000489418	Q14493	SLBP
ENSG00000168872	ENST00000302243	Q9NUU7	DDX19A
ENSG00000157353	ENST00000288078	Q8N0W3	FCSK
ENSG00000142528	ENST00000270617	Q8WTR7	ZNF473
ENSG00000136286	ENST00000258787	B0I1T2	MYO1G
ENSG00000143079	ENST00000271277	Q9P2B4	CTTNBP2NL
ENSG00000135047	ENST00000343150	P07711	CTSL
ENSG00000128340	ENST00000249071	P15153	RAC2
ENSG00000128789	ENST00000317615	Q969U7	PSMG2
ENSG00000164111	ENST00000296511	P08758	ANXA5
ENSG00000144118	ENST00000272519	P11234	RALB
ENSG00000154803	ENST00000285071	Q8NFG4	FLCN
ENSG00000132623	ENST00000378392	Q9NU02	ANKEF1
ENSG00000136918	ENST00000373574	Q5JTN6	WDR38
ENSG00000137411	ENST00000676266	Q5ST30	VARS2
ENSG00000165417	ENST00000553612	P52655	GTF2A1
ENSG00000146966	ENST00000496613	Q9ULE3	DENND2A
ENSG00000165583	ENST00000347757	O60225	SSX5
ENSG00000149308	ENST00000278612	Q14207	NPAT
ENSG00000138434	ENST00000431877	P28290	ITPRID2
ENSG00000168303	ENST00000306984	Q8TAP9	MPLKIP
ENSG00000160271	ENST00000372050	Q12967	RALGDS
ENSG00000164941	ENST00000523731	Q75QN2	INTS8
ENSG00000144736	ENST00000325599	Q6PI26	SHQ1
ENSG00000152402	ENST00000526355	P33402	GUCY1A2
ENSG00000166948	ENST00000202625	O95932	TGM6
ENSG00000148296	ENST00000372022	O75683	SURF6
ENSG00000155761	ENST00000336338	Q6Q759	SPAG17
ENSG00000148297	ENST00000343730	Q15528	MED22
ENSG00000161267	ENST00000392379	Q02338	BDH1
ENSG00000147364	ENST00000350302	Q8TCJ0	FBXO25
ENSG00000148291	ENST00000371964	Q15527	SURF2
ENSG00000143458	ENST00000368918	Q8TAK5	GABPB2
ENSG00000163155	ENST00000368908	Q96S90	LYSMD1
ENSG00000136280	ENST00000258781	Q9BSQ5	CCM2
ENSG00000148803	ENST00000278025	A2VDF0	FUOM
ENSG00000146757	ENST00000328747	Q03936	ZNF92
ENSG00000169877	ENST00000302312	Q9NZD4	AHSP
ENSG00000161973	ENST00000293845	Q96M95	CCDC42
ENSG00000136933	ENST00000373538	Q7Z6M1	RABEPK
ENSG00000143621	ENST00000361891	Q12905	ILF2
ENSG00000136560	ENST00000392749	Q92844	TANK
ENSG00000163714	ENST00000473835	O15042	U2SURP
ENSG00000165695	ENST00000298545	Q96MA6	AK8
ENSG00000156384	ENST00000369727	Q86XK3	SFR1
ENSG00000153060	ENST00000283025	Q96M29	TEKT5
ENSG00000139344	ENST00000266736	Q96NU7	AMDHD1
ENSG00000133789	ENST00000318950	Q9UH65	SWAP70
ENSG00000169372	ENST00000332896	P78560	CRADD
ENSG00000139767	ENST00000267260	A7MD48	SRRM4
ENSG00000163705	ENST00000450660	Q96PS1	FANCD2OS
ENSG00000165819	ENST00000298717	Q86U44	METTL3
ENSG00000137225	ENST00000398776	Q9UMQ6	CAPN11
ENSG00000153976	ENST00000284110	Q9Y663	HS3ST3A1
ENSG00000133985	ENST00000256367	Q92623	TTC9
ENSG00000167136	ENST00000372642	Q14249	ENDOG
ENSG00000136731	ENST00000259253	Q9NYU2	UGGT1
ENSG00000157625	ENST00000288422	Q8N5C8	TAB3
ENSG00000171097	ENST00000302586	Q16773	KYAT1
ENSG00000151090	ENST00000646209	P10828	THRB
ENSG00000141646	ENST00000342988	Q13485	SMAD4
ENSG00000169826	ENST00000374466	Q8N6G5	CSGALNACT2
ENSG00000162761	ENST00000342310	Q8TE12	LMX1A
ENSG00000168496	ENST00000305885	P39748	FEN1
ENSG00000139352	ENST00000266744	P50553	ASCL1
ENSG00000167131	ENST00000417826	Q8IW40	CCDC103
ENSG00000166398	ENST00000299505	O15063	GARRE1
ENSG00000137806	ENST00000260361	Q9Y375	NDUFAF1
ENSG00000129152	ENST00000250003	P15172	MYOD1
ENSG00000140009	ENST00000341099	Q92731	ESR2
ENSG00000169926	ENST00000307145	Q9Y2Y9	KLF13
ENSG00000133250	ENST00000393927	Q96IQ9	ZNF414
ENSG00000132522	ENST00000380728	Q13227	GPS2
ENSG00000156531	ENST00000370803	Q8IWS0	PHF6
ENSG00000168490	ENST00000454243	Q92561	PHYHIP
ENSG00000166920	ENST00000396650	Q9C002	C15orf48
ENSG00000143207	ENST00000367669	Q8NHY2	COP1
ENSG00000164116	ENST00000506455	Q02108	GUCY1A1
ENSG00000130176	ENST00000252456	P51911	CNN1
ENSG00000167526	ENST00000311528	P26373	RPL13
ENSG00000142534	ENST00000270625	P62280	RPS11
ENSG00000162669	ENST00000370425	A2PYH4	HFM1
ENSG00000165140	ENST00000375326	P09467	FBP1
ENSG00000143641	ENST00000366672	Q10471	GALNT2
ENSG00000135766	ENST00000366641	Q9GZT9	EGLN1
ENSG00000164830	ENST00000517566	Q8N573	OXR1
ENSG00000165006	ENST00000297661	Q9NZ09	UBAP1
ENSG00000135828	ENST00000367559	Q05823	RNASEL
ENSG00000151615	ENST00000281321	Q12837	POU4F2
ENSG00000167881	ENST00000307877	Q9UHB9	SRP68
ENSG00000130707	ENST00000352480	P00966	ASS1
ENSG00000165175	ENST00000614558	Q9NPA3	MID1IP1
ENSG00000129084	ENST00000396394	P25786	PSMA1
ENSG00000167117	ENST00000450727	Q53H64	ANKRD40CL
ENSG00000135541	ENST00000265602	Q8N157	AHI1
ENSG00000167674	ENST00000616600	Q7Z4V5	HDGFL2
ENSG00000155090	ENST00000285407	Q13118	KLF10
ENSG00000163945	ENST00000389851	Q2YD98	UVSSA
ENSG00000136436	ENST00000258947	Q13137	CALCOCO2
ENSG00000141013	ENST00000268699	O95995	GAS8
ENSG00000137449	ENST00000538197	Q7Z5Q1	CPEB2
ENSG00000135446	ENST00000257904	P11802	CDK4
ENSG00000167685	ENST00000337080	Q8N0Y2	ZNF444
ENSG00000157653	ENST00000374165	Q8TAL5	C9orf43
ENSG00000160796	ENST00000450053	Q6ZNJ1	NBEAL2
ENSG00000148429	ENST00000609104	Q92738	USP6NL
ENSG00000166788	ENST00000524803	Q96ER3	SAAL1
ENSG00000138738	ENST00000264808	Q9NQX1	PRDM5
ENSG00000136518	ENST00000429709	O96019	ACTL6A
ENSG00000165632	ENST00000344293	Q5VWG9	TAF3
ENSG00000140263	ENST00000267814	Q00796	SORD
ENSG00000166348	ENST00000687698	Q70EL1	USP54
ENSG00000163874	ENST00000373087	Q5D1E8	ZC3H12A
ENSG00000147647	ENST00000351513	Q14117	DPYS
ENSG00000140463	ENST00000268057	Q96RK4	BBS4
ENSG00000131044	ENST00000535842	Q3SXZ7	TTLL9
ENSG00000128805	ENST00000249601	Q7Z5H3	ARHGAP22
ENSG00000148337	ENST00000372938	Q9ULV3	CIZ1
ENSG00000165732	ENST00000354185	Q9NR30	DDX21
ENSG00000170396	ENST00000302277	Q7Z570	ZNF804A
ENSG00000128159	ENST00000248846	Q96RT7	TUBGCP6
ENSG00000138134	ENST00000371926	Q96FJ0	STAMBPL1
ENSG00000169957	ENST00000380412	Q9H5H4	ZNF768
ENSG00000163312	ENST00000295488	Q8TDG4	HELQ
ENSG00000134588	ENST00000511190	Q9BXU7	USP26
ENSG00000139197	ENST00000675855	P50542	PEX5
ENSG00000130119	ENST00000360845	Q9NVN8	GNL3L
ENSG00000132323	ENST00000254654	Q9H0C8	ILKAP
ENSG00000167701	ENST00000394955	P24298	GPT
ENSG00000166402	ENST00000299506	P50607	TUB
ENSG00000166165	ENST00000348956	P12277	CKB
ENSG00000132424	ENST00000369239	Q8TF01	PNISR
ENSG00000167721	ENST00000301364	Q2NL82	TSR1
ENSG00000163295	ENST00000295463	P09923	ALPI
ENSG00000138813	ENST00000326581	Q53FE4	C4orf17
ENSG00000142444	ENST00000270502	Q9BSF4	TIMM29
ENSG00000128951	ENST00000331200	P33316	DUT
ENSG00000170191	ENST00000304788	Q8TBE9	NANP
ENSG00000163636	ENST00000295901	Q15008	PSMD6
ENSG00000132676	ENST00000368336	P51398	DAP3
ENSG00000141294	ENST00000269025	Q96FV0	LRRC46
ENSG00000131828	ENST00000422285	P08559	PDHA1
