Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000262461	SLC12A2	P55011
ENST00000563236	SLC12A3	P55017
ENST00000316341	SLC12A4	Q9UP95
ENST00000243964	SLC12A5	Q9H2X9
ENST00000354181	SLC12A6	Q9UHW9
ENST00000354161	SLC12A9	Q9BXP2
ENST00000194130	SLC13A1	Q9BZW2
ENST00000433363	SLC13A5	Q86YT5
ENST00000255226	SLC14A2	Q15849
ENST00000266771	SLC15A4	Q8N697
ENST00000344941	SLC15A5	A6NIM6
ENST00000323346	SLC17A8	Q8NDX2
ENST00000311124	SLC19A1	P41440
ENST00000262352	SLC1A1	P43005
ENST00000234256	SLC1A4	P43007
ENST00000542575	SLC1A5	Q15758
ENST00000272542	SLC20A1	Q8WUM9
ENST00000520262	SLC20A2	Q08357
ENST00000377574	SLC22A12	Q96S37
ENST00000311856	SLC22A13	Q9Y226
ENST00000448498	SLC22A14	Q9Y267
ENST00000275300	SLC22A3	O75751
ENST00000372585	SLC22A7	Q9Y694
ENST00000336232	SLC22A8	Q8TCC7
ENST00000348729	SLC23A1	Q9UHI7
ENST00000261892	SLC24A1	O60721
ENST00000341998	SLC24A2	Q9UI40
ENST00000341459	SLC24A5	Q71RS6
ENST00000302692	SLC25A33	Q9BSK2
ENST00000355943	SLC25A46	Q96AG3
ENST00000361193	SLC26A11	Q86WA9
ENST00000306312	SLC26A5	P58743
ENST00000276609	SLC26A7	Q8TE54
ENST00000252595	SLC27A1	Q6PCB7
ENST00000267842	SLC27A2	O14975
ENST00000300456	SLC27A4	Q6P1M0
ENST00000373189	SLC29A3	Q9BZD2
ENST00000280871	SLC2A13	Q96QE2
ENST00000366926	SLC30A10	Q6XR72
ENST00000282587	SLC30A6	Q6NXT4
ENST00000456015	SLC30A8	Q8IWU4
ENST00000264451	SLC30A9	Q6PML9
ENST00000382051	SLC34A2	O95436
ENST00000393812	SLC35B2	Q8TB61
ENST00000314134	SLC35C1	Q96A29
ENST00000427197	SLC35G1	Q2M3R5
ENST00000412468	SLC35G6	P0C7Q6
ENST00000374759	SLC38A10	Q9HBR0
ENST00000377369	SLC39A12	Q504Y0
ENST00000269740	SLC39A3	Q9BRY0
ENST00000356736	SLC39A8	Q9C0K1
ENST00000260649	SLC3A1	Q07837
ENST00000370859	SLC44A5	Q8NCS7
ENST00000471889	SLC45A1	Q9Y2W3
ENST00000446997	SLC4A10	Q6U841
ENST00000413384	SLC4A2	P04920
ENST00000358055	SLC4A3	P48751
ENST00000454389	SLC4A7	Q9Y6M7
ENST00000424767	SLC5A11	Q8WWX8
ENST00000330498	SLC5A2	P31639
ENST00000264047	SLC5A7	Q9GZV3
ENST00000331565	SLC6A17	Q9H1V8
ENST00000358525	SLC6A20	Q9NP91
ENST00000253122	SLC6A8	P48029
ENST00000253188	SLC7A10	Q9NS82
ENST00000231706	SLC7A14	Q8TBB6
ENST00000374299	SLC7A3	Q8WY07
ENST00000023064	SLC7A9	P82251
ENST00000332839	SLC8A1	P32418
ENST00000263980	SLC9A1	P19634
ENST00000381545	SLCO1B3	Q9NPD5
ENST00000266509	SLCO1C1	Q9NYB5
ENST00000310926	SLCO2A1	Q92959
ENST00000217159	SLCO4A1	Q96BD0
ENST00000506729	SLCO6A1	Q86UG4
ENST00000335565	SLITRK2	Q9H156
ENST00000586005	SMIM22	K7EJ46
ENST00000263054	SORCS1	Q8WY21
ENST00000507866	SORCS2	Q96PQ0
ENST00000374273	SPAG4	Q9NPE6
ENST00000377647	SPATA31A1	Q5TZJ5
ENST00000344803	SPATA31D1	Q6ZQQ2
ENST00000274432	SPATA9	Q9BWV2
ENST00000261866	SPG11	Q96JI7
ENST00000374919	SPIN3	Q5JUX0
ENST00000329078	SPNS2	Q8IVW8
ENST00000377104	SPRY2	O43597
ENST00000216484	SPTLC2	O15270
ENST00000399002	SPTLC3	Q9NUV7
ENST00000261646	SREBF1	P36956
ENST00000361204	SREBF2	Q12772
ENST00000265044	SSR3	Q9UNL2
ENST00000370086	SSR4	P51571
ENST00000347631	ST3GAL3	Q11203
ENST00000396037	ST8SIA1	Q92185
ENST00000297205	STEAP1	Q9UHE8
ENST00000371877	STIL	Q15468
ENST00000467087	STIM2	Q9P246
ENST00000379631	STOML3	Q8TAV4
ENST00000295770	STT3B	Q8TCJ2
ENST00000215095	STX1B	P61266
ENST00000337979	STX3	Q13277
ENST00000313843	STX4	Q12846
ENST00000373299	STXBP1	P61764
ENST00000401592	SUN1	O94901
ENST00000366878	SUSD4	Q5VX71
ENST00000248121	SYNGR3	O43761
ENST00000367019	SYT14	Q8NB59
ENST00000374321	SYT15	Q9BQS2
ENST00000610222	SYT6	Q5T7P8
ENST00000539008	SYT7	O43581
ENST00000275216	TAAR1	Q96RJ0
ENST00000371225	TACSTD2	P09758
ENST00000354258	TAP1	Q03518
ENST00000374897	TAP2	Q03519
ENST00000405303	TAPT1	Q6NXT6
ENST00000375371	TAS1R2	Q8TE23
ENST00000247883	TAS2R5	Q9NYW4
ENST00000396319	TAX1BP1	Q86VP1
ENST00000394144	TBC1D23	Q9NUY8
ENST00000265686	TCIRG1	Q13488
ENST00000371217	TCTN3	Q6NUS6
ENST00000381210	TECRL	Q5HYJ1
ENST00000518659	TENM2	Q9NT68
ENST00000511685	TENM3	Q9P273
ENST00000240851	TFG	Q92734
ENST00000223051	TFR2	Q9UP52
ENST00000377103	THBD	P07204
ENST00000380495	TLCD3B	Q71RH2
ENST00000273695	TM4SF19	Q96DZ7
ENST00000371142	TM9SF3	Q9HD45
ENST00000258412	TMBIM1	Q969X1
ENST00000297784	TMC1	Q8TDI8
ENST00000318430	TMC8	Q8IU68
ENST00000332598	TMED9	Q9BVK6
ENST00000335464	TMEM104	Q8NE00
ENST00000392519	TMEM121	Q9BTD3
ENST00000358867	TMEM126B	Q8IUX1
ENST00000186436	TMEM131	Q92545
ENST00000409959	TMEM131L	A2VDJ0
ENST00000305494	TMEM135	Q86UB9
ENST00000301204	TMEM145	Q8NBT3
ENST00000503771	TMEM158	Q8WZ71
ENST00000281924	TMEM163	Q8TC26
ENST00000381334	TMEM165	Q9HC07
ENST00000369982	TMEM187	Q14656
ENST00000266673	TMEM19	Q96HH6
ENST00000373883	TMEM198	Q66K66
ENST00000292114	TMEM199	Q8N511
ENST00000383490	TMEM200C	A6NKL6
ENST00000258173	TMEM231	Q9H6L2
ENST00000444469	TMEM238	C9JI98
ENST00000341567	TMEM248	Q9NWD8
ENST00000371369	TMEM255A	Q5JRV8
ENST00000375353	TMEM255B	Q8WV15
ENST00000504986	TMEM33	P57088
ENST00000374692	TMEM38B	Q9NVV0
ENST00000281441	TMEM45B	Q96B21
ENST00000374358	TMEM50A	O95807
ENST00000298351	TMEM63C	Q9P1W3
ENST00000389583	TMEM72	A0PK05
ENST00000314256	TMEM94	Q12767
ENST00000556029	TMPO	P42167
ENST00000283916	TMPRSS11D	O60235
ENST00000452346	TMPRSS7	Q7RTY8
ENST00000266712	TMTC3	Q6ZXV5
ENST00000342624	TMTC4	Q5T4D3
ENST00000276431	TNFRSF10B	O14763
ENST00000291232	TNFRSF13C	Q96RJ3
ENST00000379236	TNFRSF4	P43489
ENST00000562197	TPBGL	P0DKB5
ENST00000309784	TRIM59	Q8IWR1
ENST00000262209	TRPA1	O75762
ENST00000379645	TRPC3	Q13507
ENST00000379705	TRPC4	Q9UBN4
ENST00000252826	TRPM4	Q8TD43
ENST00000360774	TRPM6	Q9BX84
ENST00000338560	TRPV2	Q9Y5S1
ENST00000261740	TRPV4	Q9HBA0
ENST00000359396	TRPV6	Q9H1D0
ENST00000298552	TSC1	Q92574
ENST00000219476	TSC2	P49815
ENST00000546076	TSPAN11	A1L157
ENST00000508164	TSPAN17	Q96FV3
ENST00000305798	TSPAN5	P62079
ENST00000373020	TSPAN6	O43657
ENST00000247829	TSPAN8	P19075
ENST00000376530	TTYH1	Q9H313
ENST00000330423	TUBA8	Q9NY65
ENST00000299866	TVP23A	A6NH52
ENST00000263321	TYR	P14679
ENST00000335972	UBA1	P22314
ENST00000376810	UBIAD1	Q9Y5Z9
ENST00000372901	UBR2	Q8IWV8
ENST00000272793	UBR3	Q6ZT12
ENST00000344644	UGT1A10	Q9HAW8
ENST00000305139	UGT1A6	P19224
ENST00000251566	UGT2A3	Q6UWM9
ENST00000338206	UGT2B15	P54855
ENST00000335568	UGT2B28	Q9BY64
ENST00000282507	UGT3A2	Q3SY77
ENST00000301831	ULK4	Q96C45
ENST00000418476	UNC45A	Q9H3U1
ENST00000230256	UNC93A	Q86WB7
ENST00000216211	UPK3A	O75631
ENST00000396308	VAMP1	P23763
ENST00000475243	VAPB	O95292
ENST00000394975	VKORC1	Q9BQB6
ENST00000217957	VSIG1	Q86XK7
ENST00000326621	VSIG2	Q96IQ7
ENST00000354911	WAC	Q9BTA9
ENST00000508596	WDR17	Q8IZU2
ENST00000226760	WFS1	O76024
ENST00000262348	WLS	Q5T9L3
ENST00000339413	YIF1B	Q5BJH7
ENST00000462683	YIPF6	Q96EC8
ENST00000376016	YME1L1	Q96TA2
ENST00000372663	ZDHHC12	Q96GR4
ENST00000374142	ZDHHC18	Q9NUE0
ENST00000335965	ZDHHC4	Q9NPG8
ENST00000369405	ZDHHC6	Q9H6R6
ENST00000306910	ZNF584	Q8IVC4
