Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000107679	ENST00000368990	Q9HB21	PLEKHA1
ENSG00000106571	ENST00000395925	P10071	GLI3
ENSG00000110871	ENST00000288532	Q5HYK3	COQ5
ENSG00000107957	ENST00000369774	Q5TCZ1	SH3PXD2A
ENSG00000105926	ENST00000222644	Q9NZW5	PALS2
ENSG00000055950	ENST00000318364	Q8N983	MRPL43
ENSG00000108854	ENST00000262435	Q9HAU4	SMURF2
ENSG00000064601	ENST00000646241	P10619	CTSA
ENSG00000119397	ENST00000373855	Q7Z7A1	CNTRL
ENSG00000123416	ENST00000336023	P68363	TUBA1B
ENSG00000108654	ENST00000225792	P17844	DDX5
ENSG00000105011	ENST00000263382	Q9NVP2	ASF1B
ENSG00000105669	ENST00000262812	O14579	COPE
ENSG00000111652	ENST00000543155	Q9UBW8	COPS7A
ENSG00000105671	ENST00000247003	Q9Y6V7	DDX49
ENSG00000095627	ENST00000695399	Q9BXT4	TDRD1
ENSG00000107816	ENST00000454422	Q9BRK4	LZTS2
ENSG00000101210	ENST00000217182	Q05639	EEF1A2
ENSG00000051128	ENST00000392351	Q9NSC5	HOMER3
ENSG00000124575	ENST00000244534	P16402	H1-3
ENSG00000125351	ENST00000276201	Q9BZI7	UPF3B
ENSG00000101004	ENST00000278886	Q9Y2I6	NINL
ENSG00000101935	ENST00000262844	Q9Y4X0	AMMECR1
ENSG00000109323	ENST00000647097	O00462	MANBA
ENSG00000088298	ENST00000374492	Q9BV94	EDEM2
ENSG00000123444	ENST00000430070	Q9NVX7	KBTBD4
ENSG00000102225	ENST00000357227	Q00536	CDK16
ENSG00000109920	ENST00000263773	Q8N3X1	FNBP4
ENSG00000110811	ENST00000290510	Q8IVL6	P3H3
ENSG00000099804	ENST00000215574	P49427	CDC34
ENSG00000109332	ENST00000453744	P61077	UBE2D3
ENSG00000104969	ENST00000221566	O43765	SGTA
ENSG00000111664	ENST00000229264	P16520	GNB3
ENSG00000101323	ENST00000378789	Q9UJM8	HAO1
ENSG00000111875	ENST00000229595	Q9Y294	ASF1A
ENSG00000111877	ENST00000619706	Q9NXL9	MCM9
ENSG00000125449	ENST00000245543	Q9H6L4	ARMC7
ENSG00000010626	ENST00000443597	Q53EV4	LRRC23
ENSG00000125458	ENST00000245552	Q8TCD5	NT5C
ENSG00000111674	ENST00000229277	P09104	ENO2
ENSG00000119321	ENST00000238256	Q5T1M5	FKBP15
ENSG00000125450	ENST00000245544	Q9BW27	NUP85
ENSG00000079999	ENST00000171111	Q14145	KEAP1
ENSG00000111676	ENST00000396684	P54259	ATN1
ENSG00000103653	ENST00000220003	P41240	CSK
ENSG00000111678	ENST00000229281	Q99622	C12orf57
ENSG00000111679	ENST00000318974	P29350	PTPN6
ENSG00000067064	ENST00000381344	Q13907	IDI1
ENSG00000125447	ENST00000537686	Q9NZ52	GGA3
ENSG00000095585	ENST00000224337	Q8WV28	BLNK
ENSG00000089177	ENST00000354981	Q96L93	KIF16B
ENSG00000110075	ENST00000393800	Q5H9R7	PPP6R3
ENSG00000047346	ENST00000619572	Q32MH5	ATOSA
ENSG00000078804	ENST00000374810	Q8IXH6	TP53INP2
ENSG00000111669	ENST00000396705	P60174	TPI1
ENSG00000101966	ENST00000371199	P98170	XIAP
ENSG00000125445	ENST00000245539	Q9Y2R9	MRPS7
ENSG00000049239	ENST00000377403	O95479	H6PD
ENSG00000119508	ENST00000395097	Q92570	NR4A3
ENSG00000120549	ENST00000376454	Q5T5P2	KIAA1217
ENSG00000124588	ENST00000380455	P16083	NQO2
ENSG00000108298	ENST00000225430	P84098	RPL19
ENSG00000105723	ENST00000222330	P49840	GSK3A
ENSG00000064313	ENST00000378164	Q6P1X5	TAF2
ENSG00000115661	ENST00000396738	O75716	STK16
ENSG00000105732	ENST00000359044	Q6ZN55	ZNF574
ENSG00000114648	ENST00000232766	O94889	KLHL18
ENSG00000112739	ENST00000337659	Q13523	PRPF4B
ENSG00000007038	ENST00000005995	Q9Y6M0	PRSS21
ENSG00000105939	ENST00000242351	Q7Z2W4	ZC3HAV1
ENSG00000105948	ENST00000464848	A0AVF1	IFT56
ENSG00000075131	ENST00000261881	Q9BVW5	TIPIN
ENSG00000011478	ENST00000012049	Q9NXS2	QPCTL
ENSG00000118804	ENST00000237642	O95210	STBD1
ENSG00000104343	ENST00000602593	Q96B02	UBE2W
ENSG00000114113	ENST00000232217	P50120	RBP2
ENSG00000115652	ENST00000283148	Q8NBZ7	UXS1
ENSG00000054965	ENST00000356467	Q92567	FAM168A
ENSG00000114209	ENST00000392750	Q9BUL8	PDCD10
ENSG00000008311	ENST00000417368	Q9UDR5	AASS
ENSG00000103168	ENST00000566732	Q15572	TAF1C
ENSG00000120262	ENST00000239374	Q8IYT3	CCDC170
ENSG00000126457	ENST00000454376	Q99873	PRMT1
ENSG00000118518	ENST00000368314	Q9NTX7	RNF146
ENSG00000076770	ENST00000370853	Q9NUK0	MBNL3
ENSG00000079462	ENST00000262890	Q15102	PAFAH1B3
ENSG00000123977	ENST00000309931	Q8N136	DAW1
ENSG00000078237	ENST00000179259	Q9NQ88	TIGAR
ENSG00000118971	ENST00000261254	P30279	CCND2
ENSG00000099385	ENST00000215115	Q8WUZ0	BCL7C
ENSG00000108784	ENST00000225927	P54802	NAGLU
ENSG00000079263	ENST00000392045	Q13342	SP140
ENSG00000015285	ENST00000376701	P42768	WAS
ENSG00000105287	ENST00000291281	Q9BZL6	PRKD2
ENSG00000108786	ENST00000585807	P14061	HSD17B1
ENSG00000103549	ENST00000324685	O75150	RNF40
ENSG00000068120	ENST00000393818	Q13057	COASY
ENSG00000068354	ENST00000376771	Q3MII6	TBC1D25
ENSG00000065357	ENST00000331886	P23743	DGKA
ENSG00000120053	ENST00000370508	P17174	GOT1
ENSG00000068323	ENST00000315869	P19532	TFE3
ENSG00000109790	ENST00000504108	Q96PQ7	KLHL5
ENSG00000122687	ENST00000242257	Q9UI43	MRM2
ENSG00000094631	ENST00000334136	Q9UBN7	HDAC6
ENSG00000106266	ENST00000222990	Q9Y5X2	SNX8
ENSG00000002822	ENST00000265854	Q9Y6D9	MAD1L1
ENSG00000104814	ENST00000396857	Q92918	MAP4K1
ENSG00000123240	ENST00000378747	Q96CV9	OPTN
ENSG00000104529	ENST00000618139	P29692	EEF1D
ENSG00000037042	ENST00000251412	Q9NRH3	TUBG2
ENSG00000068137	ENST00000591022	Q7Z736	PLEKHH3
ENSG00000103253	ENST00000389703	Q6PII5	HAGHL
ENSG00000083937	ENST00000263780	Q9UQN3	CHMP2B
ENSG00000122543	ENST00000242104	P0CE72	OCM
ENSG00000122674	ENST00000325974	P86791	CCZ1
ENSG00000066382	ENST00000358117	Q15777	MPPED2
ENSG00000065328	ENST00000378714	Q7L590	MCM10
ENSG00000106125	ENST00000265299	Q4G0A6	MINDY4
ENSG00000013810	ENST00000313288	Q9Y6A5	TACC3
ENSG00000110060	ENST00000227474	Q9BZE2	PUS3
ENSG00000109832	ENST00000263576	Q9UHL0	DDX25
ENSG00000114767	ENST00000232888	O43818	RRP9
ENSG00000107537	ENST00000263038	O14832	PHYH
ENSG00000010244	ENST00000394670	O43670	ZNF207
ENSG00000085760	ENST00000263629	P46199	MTIF2
ENSG00000013374	ENST00000568733	Q9Y5A7	NUB1
ENSG00000111653	ENST00000341550	Q9UNL4	ING4
ENSG00000125746	ENST00000245925	O95834	EML2
ENSG00000014641	ENST00000233114	P40925	MDH1
ENSG00000112511	ENST00000374516	O43189	PHF1
ENSG00000106852	ENST00000394319	Q9UPM6	LHX6
ENSG00000115234	ENST00000233575	Q15036	SNX17
ENSG00000102409	ENST00000372695	Q9NWD9	BEX4
ENSG00000106144	ENST00000310447	P42575	CASP2
ENSG00000115241	ENST00000344034	O15355	PPM1G
ENSG00000023318	ENST00000262455	Q9BS26	ERP44
ENSG00000115216	ENST00000379852	Q9UHY1	NRBP1
ENSG00000003096	ENST00000540167	Q9P2N7	KLHL13
ENSG00000125457	ENST00000325102	A9UHW6	MIF4GD
ENSG00000103037	ENST00000219315	Q8TBK2	SETD6
ENSG00000102145	ENST00000376670	P15976	GATA1
ENSG00000126883	ENST00000359428	P35658	NUP214
ENSG00000023330	ENST00000484952	P13196	ALAS1
ENSG00000072133	ENST00000262752	Q9UK32	RPS6KA6
ENSG00000061273	ENST00000080059	Q8WUI4	HDAC7
ENSG00000120253	ENST00000340413	Q8NFH3	NUP43
ENSG00000122591	ENST00000432176	Q9BYI3	HYCC1
ENSG00000015592	ENST00000350889	Q9H169	STMN4
ENSG00000106268	ENST00000356714	P36639	NUDT1
ENSG00000108788	ENST00000435881	Q9UH92	MLX
ENSG00000106682	ENST00000265753	Q15056	EIF4H
ENSG00000007237	ENST00000432992	O60861	GAS7
ENSG00000085733	ENST00000301843	Q14247	CTTN
ENSG00000105538	ENST00000222145	Q5U651	RASIP1
ENSG00000070476	ENST00000389709	Q2QGD7	ZXDC
ENSG00000111424	ENST00000549336	P11473	VDR
ENSG00000104231	ENST00000220669	Q8TCF1	ZFAND1
ENSG00000006062	ENST00000344686	Q99558	MAP3K14
ENSG00000125166	ENST00000245206	P00505	GOT2
ENSG00000103479	ENST00000262133	Q08999	RBL2
ENSG00000055609	ENST00000262189	Q8NEZ4	KMT2C
ENSG00000105523	ENST00000263266	Q2M2I3	FAM83E
ENSG00000105298	ENST00000429344	Q8WUQ7	CACTIN
ENSG00000103494	ENST00000647211	Q68CZ1	RPGRIP1L
ENSG00000108244	ENST00000209718	Q9C075	KRT23
ENSG00000115947	ENST00000392857	O43929	ORC4
ENSG00000105127	ENST00000269701	O43823	AKAP8
ENSG00000076685	ENST00000404739	P49902	NT5C2
ENSG00000111364	ENST00000238146	Q8NHQ9	DDX55
ENSG00000077150	ENST00000661543	Q00653	NFKB2
ENSG00000101977	ENST00000519895	P10911	MCF2
ENSG00000015568	ENST00000016946	Q99666	RGPD5
ENSG00000124788	ENST00000436367	P54253	ATXN1
ENSG00000111361	ENST00000424014	Q14232	EIF2B1
ENSG00000065457	ENST00000564657	Q9BUB4	ADAT1
ENSG00000087903	ENST00000303657	P48378	RFX2
ENSG00000111358	ENST00000543341	Q13889	GTF2H3
ENSG00000112578	ENST00000230340	Q13895	BYSL
ENSG00000056050	ENST00000393381	Q9NWY4	HPF1
ENSG00000112576	ENST00000372991	P30281	CCND3
ENSG00000122642	ENST00000242209	O95302	FKBP9
ENSG00000065613	ENST00000369755	Q9H2G2	SLK
ENSG00000125319	ENST00000585683	Q8N3J3	HROB
ENSG00000125656	ENST00000245816	Q16740	CLPP
ENSG00000125652	ENST00000245812	Q9BT30	ALKBH7
ENSG00000125651	ENST00000394456	P35269	GTF2F1
ENSG00000104055	ENST00000220420	O43548	TGM5
ENSG00000101407	ENST00000373447	O43156	TTI1
ENSG00000101413	ENST00000373433	Q9NQG5	RPRD1B
ENSG00000107960	ENST00000224950	Q9H668	STN1
ENSG00000006634	ENST00000265728	Q9UBU7	DBF4
ENSG00000083444	ENST00000196061	Q02809	PLOD1
ENSG00000124209	ENST00000244040	Q9UL26	RAB22A
ENSG00000124279	ENST00000264669	Q14CZ7	FASTKD3
ENSG00000075142	ENST00000265729	P30626	SRI
ENSG00000107438	ENST00000329399	O00151	PDLIM1
ENSG00000116691	ENST00000235332	Q5JXC2	MIIP
ENSG00000110841	ENST00000228425	Q86W92	PPFIBP1
ENSG00000086712	ENST00000380122	Q9NUQ3	TXLNG
ENSG00000108242	ENST00000285979	P33260	CYP2C18
ENSG00000035928	ENST00000349703	P35251	RFC1
ENSG00000102054	ENST00000380087	Q16576	RBBP7
ENSG00000126856	ENST00000449207	Q9NQW5	PRDM7
ENSG00000113430	ENST00000231357	P78413	IRX4
ENSG00000015133	ENST00000389857	Q9P219	CCDC88C
ENSG00000069956	ENST00000261845	Q16659	MAPK6
ENSG00000100938	ENST00000399440	Q9P2T1	GMPR2
ENSG00000119408	ENST00000320246	Q9HC98	NEK6
ENSG00000125779	ENST00000610179	Q9BZ23	PANK2
ENSG00000090581	ENST00000204679	Q9UJJ9	GNPTG
ENSG00000011243	ENST00000397410	Q9ULX6	AKAP8L
ENSG00000089820	ENST00000350060	P98171	ARHGAP4
ENSG00000047365	ENST00000303965	Q8WZ64	ARAP2
ENSG00000116497	ENST00000373475	Q96BU1	S100PBP
ENSG00000115504	ENST00000431489	Q8NDI1	EHBP1
ENSG00000061794	ENST00000081029	P82673	MRPS35
ENSG00000121905	ENST00000373467	P84074	HPCA
ENSG00000087448	ENST00000381271	Q9P2K6	KLHL42
ENSG00000123908	ENST00000220592	Q9UKV8	AGO2
ENSG00000005187	ENST00000289416	Q53FZ2	ACSM3
ENSG00000124275	ENST00000440940	Q9UBK8	MTRR
ENSG00000119969	ENST00000348459	Q9NRZ9	HELLS
ENSG00000104957	ENST00000221554	P13994	YJU2B
ENSG00000066654	ENST00000396083	Q9NXG2	THUMPD1
ENSG00000102030	ENST00000464845	P41227	NAA10
ENSG00000005189	ENST00000261377	Q96IC2	REXO5
ENSG00000037757	ENST00000040663	Q9BV20	MRI1
ENSG00000109684	ENST00000226951	Q7Z7G1	CLNK
ENSG00000104979	ENST00000588234	Q9UNZ5	C19orf53
ENSG00000113569	ENST00000231498	O75694	NUP155
ENSG00000075856	ENST00000546815	Q15020	SART3
ENSG00000099810	ENST00000644715	Q13126	MTAP
ENSG00000114316	ENST00000265560	Q13107	USP4
ENSG00000108021	ENST00000695737	Q5VWN6	TASOR2
ENSG00000119943	ENST00000370575	Q8N2H3	PYROXD2
ENSG00000063046	ENST00000262056	P23588	EIF4B
ENSG00000107521	ENST00000361490	Q92902	HPS1
ENSG00000122783	ENST00000393114	Q9BWK5	CYREN
ENSG00000126970	ENST00000374839	Q9NQZ6	ZC4H2
ENSG00000086504	ENST00000199706	Q13084	MRPL28
ENSG00000105875	ENST00000354475	A4D1P6	WDR91
ENSG00000067057	ENST00000381125	Q01813	PFKP
ENSG00000101255	ENST00000217233	Q96RU7	TRIB3
ENSG00000103202	ENST00000219479	O00746	NME4
ENSG00000056097	ENST00000265069	Q96KR1	ZFR
ENSG00000124226	ENST00000244061	Q9Y508	RNF114
ENSG00000122140	ENST00000241600	Q9Y399	MRPS2
ENSG00000077380	ENST00000397119	Q13409	DYNC1I2
ENSG00000124216	ENST00000244050	O95863	SNAI1
ENSG00000107020	ENST00000223864	Q9HBL7	PLGRKT
ENSG00000104907	ENST00000357720	Q9NXH9	TRMT1
ENSG00000050327	ENST00000056217	Q12774	ARHGEF5
ENSG00000120162	ENST00000262244	Q86TA1	MOB3B
ENSG00000106410	ENST00000467773	O60393	NOBOX
ENSG00000105270	ENST00000360535	Q96DZ5	CLIP3
ENSG00000125144	ENST00000379811	P13640	MT1G
ENSG00000105258	ENST00000221859	P36954	POLR2I
ENSG00000105254	ENST00000221855	Q99426	TBCB
ENSG00000105982	ENST00000317955	Q9H0A6	RNF32
ENSG00000123975	ENST00000314355	P33552	CKS2
ENSG00000107833	ENST00000370110	O75607	NPM3
ENSG00000090097	ENST00000461554	P57723	PCBP4
ENSG00000048828	ENST00000277165	Q9NZB2	FAM120A
ENSG00000119919	ENST00000344586	Q8TAU0	NKX2-3
ENSG00000126247	ENST00000246533	P04632	CAPNS1
ENSG00000119929	ENST00000370476	Q9NTM9	CUTC
ENSG00000040199	ENST00000568954	Q6ZVD8	PHLPP2
ENSG00000103966	ENST00000220325	Q9H223	EHD4
ENSG00000108091	ENST00000263102	Q16204	CCDC6
ENSG00000016082	ENST00000230658	P61371	ISL1
ENSG00000103642	ENST00000261893	P83111	LACTB
ENSG00000113593	ENST00000261308	Q96BP3	PPWD1
ENSG00000107282	ENST00000265381	Q02410	APBA1
ENSG00000075702	ENST00000401500	O43379	WDR62
ENSG00000108799	ENST00000428826	Q92800	EZH1
ENSG00000114346	ENST00000392692	Q9H8V3	ECT2
ENSG00000106633	ENST00000403799	P35557	GCK
ENSG00000111716	ENST00000350669	P07195	LDHB
ENSG00000105618	ENST00000321030	Q8WWY3	PRPF31
ENSG00000104738	ENST00000649973	P33991	MCM4
ENSG00000057935	ENST00000405094	Q9BTC8	MTA3
ENSG00000119383	ENST00000393370	Q15257	PTPA
ENSG00000106462	ENST00000320356	Q15910	EZH2
ENSG00000112996	ENST00000507110	Q9NP92	MRPS30
ENSG00000092871	ENST00000394597	Q8WZ73	RFFL
ENSG00000105617	ENST00000222224	Q96BZ8	LENG1
ENSG00000014123	ENST00000369278	O94874	UFL1
ENSG00000049768	ENST00000376207	Q9BZS1	FOXP3
ENSG00000112214	ENST00000450218	Q5TD97	FHL5
ENSG00000109381	ENST00000686138	Q15723	ELF2
ENSG00000073598	ENST00000158009	Q8TC99	FNDC8
ENSG00000073536	ENST00000442241	Q9NVX2	NLE1
ENSG00000106948	ENST00000374088	Q7Z591	AKNA
ENSG00000114127	ENST00000392981	Q8IZH2	XRN1
ENSG00000104312	ENST00000220751	O43353	RIPK2
ENSG00000109205	ENST00000683306	A1E959	ODAM
ENSG00000107485	ENST00000379328	P23771	GATA3
ENSG00000102144	ENST00000373316	P00558	PGK1
ENSG00000101883	ENST00000217999	Q8NHV9	RHOXF1
ENSG00000105996	ENST00000222718	O43364	HOXA2
ENSG00000104325	ENST00000220764	Q16698	DECR1
ENSG00000106004	ENST00000222726	P20719	HOXA5
ENSG00000106006	ENST00000222728	P31267	HOXA6
ENSG00000122592	ENST00000242159	P31268	HOXA7
ENSG00000078399	ENST00000343483	P31269	HOXA9
ENSG00000032389	ENST00000382125	Q53HC9	EIPR1
ENSG00000005073	ENST00000006015	P31270	HOXA11
ENSG00000106031	ENST00000649031	P31271	HOXA13
ENSG00000102309	ENST00000373669	Q9Y237	PIN4
ENSG00000106038	ENST00000496902	P49640	EVX1
ENSG00000120071	ENST00000432791	Q7Z3B3	KANSL1
ENSG00000039560	ENST00000265109	Q9P0K7	RAI14
ENSG00000118898	ENST00000345988	O60437	PPL
ENSG00000104320	ENST00000265433	O60934	NBN
ENSG00000111783	ENST00000392842	Q33E94	RFX4
ENSG00000071909	ENST00000408978	Q8WXR4	MYO3B
ENSG00000125931	ENST00000651998	Q99966	CITED1
ENSG00000077800	ENST00000252037	O75344	FKBP6
ENSG00000103184	ENST00000251170	O43304	SEC14L5
ENSG00000125337	ENST00000643607	Q9UIL4	KIF25
ENSG00000117640	ENST00000374303	Q9H019	MTFR1L
ENSG00000104140	ENST00000220507	Q96L33	RHOV
ENSG00000104880	ENST00000668164	Q6ZSZ5	ARHGEF18
ENSG00000104142	ENST00000220509	Q9P253	VPS18
ENSG00000114019	ENST00000249883	Q9Y2J4	AMOTL2
ENSG00000117632	ENST00000455785	P16949	STMN1
ENSG00000099875	ENST00000250896	Q9HBH9	MKNK2
ENSG00000110880	ENST00000261401	Q9ULV4	CORO1C
ENSG00000015171	ENST00000381604	Q15326	ZMYND11
ENSG00000117906	ENST00000394885	Q14257	RCN2
ENSG00000122257	ENST00000319715	Q7Z6E9	RBBP6
ENSG00000107164	ENST00000319725	Q96I24	FUBP3
ENSG00000123066	ENST00000281928	Q71F56	MED13L
ENSG00000125743	ENST00000342669	P62316	SNRPD2
ENSG00000091073	ENST00000430490	Q86UW9	DTX2
ENSG00000122733	ENST00000242315	Q9UPV7	PHF24
ENSG00000070785	ENST00000360403	Q9NR50	EIF2B3
ENSG00000125124	ENST00000245157	Q9BXC9	BBS2
ENSG00000029993	ENST00000325307	O15347	HMGB3
ENSG00000124486	ENST00000378308	Q93008	USP9X
ENSG00000126107	ENST00000372172	Q5T447	HECTD3
ENSG00000069974	ENST00000336787	P51159	RAB27A
ENSG00000126088	ENST00000246337	P06132	UROD
ENSG00000064419	ENST00000265388	Q9Y5L0	TNPO3
ENSG00000105619	ENST00000391759	P0C1Z6	TFPT
ENSG00000039123	ENST00000230640	P42285	MTREX
ENSG00000112592	ENST00000392092	P20226	TBP
ENSG00000068400	ENST00000376423	Q4V328	GRIPAP1
ENSG00000123454	ENST00000393056	P09172	DBH
ENSG00000115514	ENST00000264255	O14530	TXNDC9
ENSG00000119285	ENST00000366582	Q9H583	HEATR1
ENSG00000110906	ENST00000228495	Q9H3F6	KCTD10
ENSG00000115112	ENST00000263707	Q9NZI6	TFCP2L1
ENSG00000105997	ENST00000612286	O43365	HOXA3
ENSG00000083720	ENST00000196371	P55809	OXCT1
ENSG00000089597	ENST00000356638	Q14697	GANAB
ENSG00000117751	ENST00000311772	Q12972	PPP1R8
ENSG00000085788	ENST00000397166	O94830	DDHD2
ENSG00000126583	ENST00000263431	P05129	PRKCG
ENSG00000113387	ENST00000265073	P53999	SUB1
ENSG00000115541	ENST00000233893	P61604	HSPE1
ENSG00000117748	ENST00000373912	P15927	RPA2
ENSG00000111961	ENST00000367467	O94885	SASH1
ENSG00000115540	ENST00000323303	Q9Y3A3	MOB4
ENSG00000106341	ENST00000342032	O96001	PPP1R17
ENSG00000112242	ENST00000346618	O00716	E2F3
ENSG00000124782	ENST00000379938	Q92766	RREB1
ENSG00000113597	ENST00000399438	A5PLN9	TRAPPC13
ENSG00000120915	ENST00000521400	P34913	EPHX2
ENSG00000105643	ENST00000222250	Q8TBH0	ARRDC2
ENSG00000006059	ENST00000007735	O76009	KRT33A
ENSG00000102984	ENST00000425432	O75541	ZNF821
ENSG00000094796	ENST00000251645	Q15323	KRT31
ENSG00000105808	ENST00000262940	O43374	RASA4
ENSG00000105325	ENST00000441788	Q9UM11	FZR1
ENSG00000108417	ENST00000225550	O76014	KRT37
ENSG00000113273	ENST00000264914	P15848	ARSB
ENSG00000117115	ENST00000375486	Q9Y2J8	PADI2
ENSG00000123219	ENST00000396679	Q9BS16	CENPK
ENSG00000127081	ENST00000375495	Q5JVG2	ZNF484
ENSG00000001631	ENST00000394505	O00522	KRIT1
ENSG00000064961	ENST00000333651	Q9P0W2	HMG20B
ENSG00000095380	ENST00000210444	Q9NR45	NANS
ENSG00000106785	ENST00000341469	Q14142	TRIM14
ENSG00000111011	ENST00000331738	Q7L4I2	RSRC2
ENSG00000007080	ENST00000445755	Q96CT7	CCDC124
ENSG00000106789	ENST00000375077	Q92828	CORO2A
ENSG00000095383	ENST00000465784	Q9BYX2	TBC1D2
ENSG00000092199	ENST00000553300	P07910	HNRNPC
ENSG00000073282	ENST00000264731	Q9H3D4	TP63
ENSG00000107242	ENST00000265382	O14986	PIP5K1B
ENSG00000067225	ENST00000335181	P14618	PKM
ENSG00000120471	ENST00000531399	Q9HCN2	TP53AIP1
ENSG00000073350	ENST00000392550	Q6P1M3	LLGL2
ENSG00000105700	ENST00000222307	Q9BQD3	KXD1
ENSG00000109472	ENST00000402744	P16870	CPE
ENSG00000067955	ENST00000412916	Q13951	CBFB
ENSG00000079785	ENST00000233084	Q92499	DDX1
ENSG00000006015	ENST00000358607	Q96EN9	REX1BD
ENSG00000102878	ENST00000521374	Q9ULV5	HSF4
ENSG00000047056	ENST00000263150	Q9Y2I8	WDR37
ENSG00000092621	ENST00000641023	O43175	PHGDH
ENSG00000109189	ENST00000441222	P62068	USP46
ENSG00000103024	ENST00000219302	Q13232	NME3
ENSG00000009954	ENST00000339594	Q9UIG0	BAZ1B
ENSG00000104892	ENST00000391946	Q6P597	KLC3
ENSG00000123358	ENST00000394825	P22736	NR4A1
ENSG00000106635	ENST00000223368	Q9BQE9	BCL7B
ENSG00000002549	ENST00000226299	P28838	LAP3
ENSG00000104881	ENST00000360957	Q8WUF5	PPP1R13L
ENSG00000006704	ENST00000424337	Q9UHL9	GTF2IRD1
ENSG00000118181	ENST00000527673	P62851	RPS25
ENSG00000123933	ENST00000337190	Q14582	MXD4
ENSG00000117877	ENST00000309424	O15446	POLR1G
ENSG00000104884	ENST00000391945	P18074	ERCC2
ENSG00000124702	ENST00000326974	Q9BQ90	KLHDC3
ENSG00000113319	ENST00000265080	O14827	RASGRF2
ENSG00000092820	ENST00000367075	P15311	EZR
ENSG00000091831	ENST00000206249	P03372	ESR1
ENSG00000126561	ENST00000590949	P42229	STAT5A
ENSG00000118495	ENST00000674357	Q9UM63	PLAGL1
ENSG00000100439	ENST00000428304	Q8TB40	ABHD4
ENSG00000113384	ENST00000265070	Q9H4A6	GOLPH3
ENSG00000119396	ENST00000373840	P61106	RAB14
ENSG00000115053	ENST00000322723	P19338	NCL
ENSG00000112874	ENST00000230792	Q9BQG2	NUDT12
ENSG00000124641	ENST00000265350	Q9H944	MED20
ENSG00000109132	ENST00000226382	Q99453	PHOX2B
ENSG00000062194	ENST00000506184	Q86WP2	GPBP1
ENSG00000103404	ENST00000219689	Q70CQ4	USP31
ENSG00000044090	ENST00000265348	Q14999	CUL7
ENSG00000111412	ENST00000261318	Q9H741	SPRING1
ENSG00000119723	ENST00000334571	Q9Y2Z9	COQ6
ENSG00000113318	ENST00000265081	P20585	MSH3
ENSG00000124635	ENST00000339812	P06899	H2BC11
ENSG00000124613	ENST00000244576	Q9UJN7	ZNF391
ENSG00000096654	ENST00000683788	Q99676	ZNF184
ENSG00000119636	ENST00000394009	Q8ND07	BBOF1
ENSG00000062582	ENST00000317534	Q96EL2	MRPS24
ENSG00000078967	ENST00000222402	Q9Y2X8	UBE2D4
ENSG00000119614	ENST00000261980	P58304	VSX2
ENSG00000064995	ENST00000361288	Q15544	TAF11
ENSG00000114757	ENST00000467460	Q8IYB4	PEX5L
ENSG00000110697	ENST00000356404	O00562	PITPNM1
ENSG00000110955	ENST00000262030	P06576	ATP5F1B
ENSG00000110958	ENST00000262033	Q15185	PTGES3
ENSG00000099624	ENST00000215375	P30049	ATP5F1D
ENSG00000025423	ENST00000322165	O14756	HSD17B6
ENSG00000084207	ENST00000398606	P09211	GSTP1
ENSG00000108479	ENST00000588479	P51570	GALK1
ENSG00000116198	ENST00000378230	O60308	CEP104
ENSG00000108953	ENST00000264335	P62258	YWHAE
ENSG00000082458	ENST00000374360	Q92796	DLG3
ENSG00000112186	ENST00000229922	P40123	CAP2
ENSG00000116095	ENST00000234453	Q9HB20	PLEKHA3
ENSG00000058056	ENST00000263966	Q92995	USP13
ENSG00000106263	ENST00000360876	P55884	EIF3B
ENSG00000101811	ENST00000372972	P33240	CSTF2
ENSG00000092020	ENST00000261475	Q969Q6	PPP2R3C
ENSG00000106009	ENST00000340611	Q6PJG6	BRAT1
ENSG00000112559	ENST00000230321	Q99750	MDFI
ENSG00000123349	ENST00000334478	Q99471	PFDN5
ENSG00000113391	ENST00000395965	Q8WUF8	ARB2A
ENSG00000100890	ENST00000534898	O15091	PRORP
ENSG00000105556	ENST00000264819	Q8N344	MIER2
ENSG00000048405	ENST00000265827	Q2TB10	ZNF800
ENSG00000116667	ENST00000235307	Q9H246	C1orf21
ENSG00000121060	ENST00000316881	Q14258	TRIM25
ENSG00000094914	ENST00000209873	Q9NRG9	AAAS
ENSG00000100902	ENST00000261479	P60900	PSMA6
ENSG00000102172	ENST00000404933	P52788	SMS
ENSG00000099331	ENST00000682292	Q13459	MYO9B
ENSG00000112419	ENST00000440869	O75167	PHACTR2
ENSG00000113838	ENST00000338733	Q9NVR7	TBCCD1
ENSG00000100591	ENST00000216479	O95433	AHSA1
ENSG00000105576	ENST00000425528	O14787	TNPO2
ENSG00000094916	ENST00000209875	P45973	CBX5
ENSG00000123405	ENST00000435572	Q16621	NFE2
ENSG00000104413	ENST00000433389	Q6NXG1	ESRP1
ENSG00000109320	ENST00000226574	P19838	NFKB1
ENSG00000111481	ENST00000262061	P61923	COPZ1
ENSG00000100626	ENST00000448469	Q8N428	GALNT16
ENSG00000067560	ENST00000418115	P61586	RHOA
ENSG00000116747	ENST00000400968	P10155	RO60
ENSG00000100632	ENST00000557016	P84090	ERH
ENSG00000101812	ENST00000675318	P0C1H6	H2BW2
ENSG00000074706	ENST00000367220	Q8WWN9	IPCEF1
