Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000380702	PDE4A	P27815
ENST00000407595	CCDC85A	Q96PX6
ENST00000222286	GAPDHS	O14556
ENST00000262726	EFCAB6	Q5THR3
ENST00000307271	GIMAP8	Q8ND71
ENST00000373003	GTSF1L	Q9H1H1
ENST00000382758	EEF1AKMT1	Q8WVE0
ENST00000460851	EIF2A	Q9BY44
ENST00000253686	MRPS25	P82663
ENST00000302312	AHSP	Q9NZD4
ENST00000250003	MYOD1	P15172
ENST00000299238	HPS6	Q86YV9
ENST00000356521	ZNG1A	Q9BRT8
ENST00000375050	PBX2	P40425
ENST00000314565	BORCS5	Q969J3
ENST00000428826	EZH1	Q92800
ENST00000354586	STYX	Q8WUJ0
ENST00000302277	ZNF804A	Q7Z570
ENST00000286317	MED7	O43513
ENST00000334456	PDE2A	O00408
ENST00000568733	NUB1	Q9Y5A7
ENST00000564996	KLHL36	Q8N4N3
ENST00000356628	NRARP	Q7Z6K4
ENST00000245934	SYMPK	Q92797
ENST00000298545	AK8	Q96MA6
ENST00000450169	LSM5	Q9Y4Y9
ENST00000638394	PRICKLE2	Q7Z3G6
ENST00000339083	RHOC	P08134
ENST00000288207	CCNB2	O95067
ENST00000357774	ZNF98	A6NK75
ENST00000439096	BBC3	Q9BXH1
ENST00000264110	ATF2	P15336
ENST00000335870	ZNF212	Q9UDV6
ENST00000343150	CTSL	P07711
ENST00000264977	PPP2R3A	Q06190
ENST00000334197	ZNF347	Q96SE7
ENST00000237858	GLRX	P35754
ENST00000216024	DMC1	Q14565
ENST00000215793	SF3A1	Q15459
ENST00000420323	DNAH1	Q9P2D7
ENST00000357654	BRCA1	P38398
ENST00000276079	NONO	Q15233
ENST00000317506	RANBP10	Q6VN20
ENST00000381031	TTC38	Q5R3I4
ENST00000317204	TOLLIP	Q9H0E2
ENST00000332435	POLR1H	Q9P1U0
ENST00000344337	KPNA1	P52294
ENST00000196061	PLOD1	Q02809
ENST00000263174	PALMD	Q9NP74
ENST00000408907	PSMB11	A5LHX3
ENST00000333167	ACAA1	P09110
ENST00000271628	SF3B4	Q15427
ENST00000415641	NBPF4	Q96M43
ENST00000320805	NFATC2IP	Q8NCF5
ENST00000263035	DHTKD1	Q96HY7
ENST00000319449	RUFY1	Q96T51
ENST00000226319	JADE1	Q6IE81
ENST00000296721	AFAP1L1	Q8TED9
ENST00000682095	CENPI	Q92674
ENST00000321765	SPAG5	Q96R06
ENST00000266079	PRPF6	O94906
ENST00000217026	MYBL2	P10244
ENST00000304801	PGK2	P07205
ENST00000586855	ZSCAN5B	A6NJL1
ENST00000292841	ZNF585A	Q6P3V2
ENST00000397410	AKAP8L	Q9ULX6
ENST00000216733	EFS	O43281
ENST00000295488	HELQ	Q8TDG4
ENST00000338637	ZNF81	P51508
ENST00000401707	POP1	Q99575
ENST00000286479	NAT2	P11245
ENST00000226067	HLF	Q16534
ENST00000382368	FBXL18	Q96ME1
ENST00000373731	KCTD20	Q7Z5Y7
ENST00000376447	RASEF	Q8IZ41
ENST00000318066	UBE2N	P61088
ENST00000383472	ARHGAP28	Q9P2N2
ENST00000274712	ZMAT2	Q96NC0
ENST00000473183	ESRP2	Q9H6T0
ENST00000300006	BMERB1	Q96MC5
ENST00000544547	LIMS1	P48059
ENST00000233336	TTL	Q8NG68
ENST00000367948	FCRLB	Q6BAA4
ENST00000257549	SDS	P20132
ENST00000446160	ANKUB1	A6NFN9
ENST00000325509	MSC	O60682
ENST00000360578	TPPP	O94811
ENST00000418814	FAM135A	Q9P2D6
ENST00000377453	CLN5	O75503
ENST00000367519	EPM2A	O95278
ENST00000358697	ZXDA	P98168
ENST00000217233	TRIB3	Q96RU7
ENST00000370508	GOT1	P17174
ENST00000349062	TRIM4	Q9C037
ENST00000398548	PRDM15	P57071
ENST00000443381	ZNF276	Q8N554
ENST00000360814	GLT8D2	Q9H1C3
ENST00000408901	NGDN	Q8NEJ9
ENST00000399312	MRPS6	P82932
ENST00000170447	MKRN2	Q9H000
ENST00000389297	CFAP69	A5D8W1
ENST00000392142	MAP3K4	Q9Y6R4
ENST00000039007	OTC	P00480
ENST00000652607	RFPL2	O75678
ENST00000379378	E2F4	Q16254
ENST00000271971	CAPN9	O14815
ENST00000331380	H2AC20	Q16777
ENST00000373210	AGO4	Q9HCK5
ENST00000640559	CPHXL	A0A1W2PPM1
ENST00000359467	ZNF33B	Q06732
ENST00000511828	C4orf54	D6RIA3
ENST00000675855	PEX5	P50542
ENST00000258888	ALPK3	Q96L96
ENST00000394479	REL	Q04864
ENST00000652361	GCNT4	Q9P109
ENST00000258455	MRPS9	P82933
ENST00000380615	KATNAL1	Q9BW62
ENST00000311111	RPL38	P63173
ENST00000372852	HEYL	Q9NQ87
ENST00000361673	ALPK2	Q86TB3
ENST00000403888	KCTD17	Q8N5Z5
ENST00000696102	TEX9	Q8N6V9
ENST00000503566	CCDC153	Q494R4
ENST00000354957	ZNF649	Q9BS31
ENST00000357360	LAGE3	Q14657
ENST00000450114	WEE1	P30291
ENST00000651721	IPO5	O00410
ENST00000628224	DCTN1	Q14203
ENST00000355765	PRPF39	Q86UA1
ENST00000232375	PFKFB4	Q16877
ENST00000261647	TTC19	Q6DKK2
ENST00000295704	RNF25	Q96BH1
ENST00000299338	FAM227B	Q96M60
ENST00000310015	SP3	Q02447
ENST00000344363	KRTAP1-3	Q8IUG1
ENST00000360612	PIM3	Q86V86
ENST00000442267	TBC1D9	Q6ZT07
ENST00000251775	SNX4	O95219
ENST00000396496	CCDC125	Q86Z20
ENST00000302418	KIF5B	P33176
ENST00000373079	NAP1L3	Q99457
ENST00000404933	SMS	P52788
ENST00000288014	THTPA	Q9BU02
ENST00000296930	NPM1	P06748
ENST00000328278	LRRC14B	A6NHZ5
ENST00000389857	CCDC88C	Q9P219
ENST00000263997	SLC7A6OS	Q96CW6
ENST00000263754	KAT2B	Q92831
ENST00000263780	CHMP2B	Q9UQN3
ENST00000404031	FAM240C	A0A1B0GVR7
ENST00000313028	PARP10	Q53GL7
ENST00000373014	UTP11	Q9Y3A2
ENST00000621654	EPOP	A6NHQ4
ENST00000290868	UROC1	Q96N76
ENST00000380599	ZBTB4	Q9P1Z0
ENST00000372813	TOMM34	Q15785
ENST00000375249	HABP4	Q5JVS0
ENST00000341747	PRR19	A6NJB7
ENST00000393600	FAM50A	Q14320
ENST00000311212	ZNF706	Q9Y5V0
ENST00000521591	TNIP1	Q15025
ENST00000690554	FAM83A	Q86UY5
ENST00000220507	RHOV	Q96L33
ENST00000341942	LAMTOR4	Q0VGL1
ENST00000281321	POU4F2	Q12837
ENST00000380152	BRCA2	P51587
ENST00000381941	FAM110A	Q9BQ89
ENST00000264808	PRDM5	Q9NQX1
ENST00000394654	RUNDC3B	Q96NL0
ENST00000604641	GAS2L2	Q8NHY3
ENST00000389840	DNAH17	Q9UFH2
ENST00000299977	SLFN5	Q08AF3
ENST00000528743	KRTAP5-9	P26371
ENST00000522154	IRGM	A1A4Y4
ENST00000572293	PELP1	Q8IZL8
ENST00000408911	ESRRG	P62508
ENST00000614558	MID1IP1	Q9NPA3
ENST00000321437	RAB8B	Q92930
ENST00000421985	M1AP	Q8TC57
ENST00000309424	POLR1G	O15446
ENST00000651894	BOLA2B	Q9H3K6
ENST00000241337	GSTM2	P28161
ENST00000282892	MED21	Q13503
ENST00000291442	NR2F6	P10588
ENST00000574788	USP6	P35125
ENST00000274813	MMUT	P22033
ENST00000323770	HNRNPCL4	P0DMR1
ENST00000297135	COG5	Q9UP83
ENST00000334082	HOMER1	Q86YM7
ENST00000644105	SATL1	Q86VE3
ENST00000371697	ANKRD1	Q15327
ENST00000290363	CIART	Q8N365
ENST00000382392	BPY2B	O14599
ENST00000640558	TAF11L6	P0DW11
ENST00000268042	ARRDC4	Q8NCT1
ENST00000305264	HDAC3	O15379
ENST00000314393	ZHX2	Q9Y6X8
ENST00000369645	MOV10	Q9HCE1
ENST00000293502	SDR9C7	Q8NEX9
ENST00000373538	RABEPK	Q7Z6M1
ENST00000369023	NSMCE4A	Q9NXX6
ENST00000264029	TREH	O43280
ENST00000376573	PIP4K2A	P48426
ENST00000360647	ZNF148	Q9UQR1
ENST00000622683	ARHGAP23	Q9P227
ENST00000636692	CFAP97D2	A0A1B0GU71
ENST00000369075	SEC23IP	Q9Y6Y8
ENST00000371019	FRAT2	O75474
ENST00000305533	TWF2	Q6IBS0
ENST00000327155	RBBP8	Q99708
ENST00000399676	KRTAP5-5	Q701N2
ENST00000534741	TRIM51G	A0A3B3IT33
ENST00000388712	GOLM1	Q8NBJ4
ENST00000338005	CCDC183	Q5T5S1
ENST00000317578	SIX5	Q8N196
ENST00000251038	ZC3H14	Q6PJT7
ENST00000311549	RPL21	P46778
ENST00000373872	TGIF2	Q9GZN2
ENST00000376745	PPP1CA	P62136
ENST00000262713	AJUBA	Q96IF1
ENST00000322564	PLEKHD1	A6NEE1
ENST00000273183	STAC	Q99469
ENST00000233072	CPS1	P31327
ENST00000392045	SP140	Q13342
ENST00000302586	KYAT1	Q16773
ENST00000323169	ZNF491	Q8N8L2
ENST00000262961	ZFR2	Q9UPR6
ENST00000352241	MITF	O75030
ENST00000607357	COPS9	Q8WXC6
ENST00000289448	HMHB1	O97980
ENST00000396651	RPS8	P62241
ENST00000008527	CRY1	Q16526
ENST00000577856	PPIAL4A	Q9Y536
ENST00000298310	NEMF	O60524
ENST00000393256	BCL2L11	O43521
ENST00000374516	PHF1	O43189
ENST00000262193	PSMB1	P20618
ENST00000220751	RIPK2	O43353
ENST00000376552	TLE4	Q04727
ENST00000401959	SNU13	P55769
ENST00000399928	MAP3K7CL	P57077
ENST00000375618	HOATZ	Q6PI97
ENST00000247207	HSPA2	P54652
ENST00000367603	HIVEP2	P31629
ENST00000422318	NT5DC2	Q9H857
ENST00000196551	RPS5	P46782
ENST00000373610	TXLNA	P40222
ENST00000337343	DGKH	Q86XP1
ENST00000310053	HLTF	Q14527
ENST00000377462	ACOD1	A6NK06
ENST00000457749	ZNF28	P17035
ENST00000330689	WDR5B	Q86VZ2
ENST00000261560	ZNF430	Q9H8G1
ENST00000340487	ZSCAN16	Q9H4T2
ENST00000236709	A4GNT	Q9UNA3
ENST00000432176	HYCC1	Q9BYI3
ENST00000536441	SESN3	P58005
ENST00000683776	ZNF160	Q9HCG1
ENST00000530447	USP17L7	P0C7H9
ENST00000395042	RGS19	P49795
ENST00000399546	BRDT	Q58F21
ENST00000317135	LRCH2	Q5VUJ6
ENST00000344157	YTHDC1	Q96MU7
ENST00000315322	IFT22	Q9H7X7
ENST00000331200	DUT	P33316
ENST00000473835	U2SURP	O15042
ENST00000337334	ABHD12B	Q7Z5M8
ENST00000683442	RCC1	P18754
ENST00000346027	TLK2	Q86UE8
ENST00000614616	CHD1	O14646
ENST00000330560	CDCA2	Q69YH5
ENST00000354960	PDE5A	O76074
ENST00000274606	NHP2	Q9NX24
ENST00000216336	CTSG	P08311
ENST00000221138	PPP2CB	P62714
ENST00000375992	NUDT11	Q96G61
ENST00000449938	USP36	Q9P275
ENST00000649279	SETBP1	Q9Y6X0
ENST00000238618	ACYP1	P07311
ENST00000524189	KIF13B	Q9NQT8
ENST00000397902	ZNF846	Q147U1
ENST00000312579	CCDC85B	Q15834
ENST00000489671	TFDP2	Q14188
ENST00000318962	ALS2CL	Q60I27
ENST00000616365	H3C11	P68431
ENST00000244051	MOCS3	O95396
ENST00000434724	GSPT1	P15170
ENST00000305124	GAP43	P17677
ENST00000321895	CCDC71	Q8IV32
ENST00000433866	HSBP1	O75506
ENST00000373493	RBBP4	Q09028
ENST00000233027	NEK4	P51957
ENST00000318217	MYO1D	O94832
ENST00000362010	VEPH1	Q14D04
ENST00000367928	VNN1	O95497
ENST00000397979	MAP2K7	O14733
ENST00000293761	ALOX15	P16050
ENST00000319248	PRDX1	Q06830
ENST00000178640	MAP2K5	Q13163
ENST00000220597	PAG1	Q9NWQ8
ENST00000337227	RBBP9	O75884
ENST00000335007	PPP1CC	P36873
ENST00000648174	FAM90A16	P0DV74
ENST00000409999	C5orf52	A6NGY3
ENST00000321407	GCC1	Q96CN9
ENST00000331457	DRG1	Q9Y295
ENST00000370445	BARHL2	Q9NY43
ENST00000244571	AARS2	Q5JTZ9
ENST00000321253	TUBA3D	P0DPH8
ENST00000296564	ICE1	Q9Y2F5
ENST00000383467	LRRC30	A6NM36
ENST00000333039	NPTXR	O95502
ENST00000451604	SOX5	P35711
ENST00000269127	CHCT1	Q86WR6
ENST00000314529	ZNF620	Q6ZNG0
ENST00000367510	RNF2	Q99496
ENST00000377263	CTNNBIP1	Q9NSA3
ENST00000304858	HSPA4	P34932
ENST00000318950	SWAP70	Q9UH65
ENST00000252597	USHBP1	Q8N6Y0
ENST00000246533	CAPNS1	P04632
ENST00000534854	YAF2	Q8IY57
ENST00000371646	HSP90AB1	P08238
ENST00000292894	THAP8	Q8NA92
ENST00000295901	PSMD6	Q15008
ENST00000323570	ELMOD2	Q8IZ81
ENST00000288228	FAM81A	Q8TBF8
ENST00000373669	PIN4	Q9Y237
ENST00000381848	PLIN5	Q00G26
ENST00000356401	ARIH2	O95376
ENST00000610657	GOLGA6L10	A6NI86
ENST00000378230	CEP104	O60308
ENST00000404125	PSME4	Q14997
ENST00000262507	COQ9	O75208
ENST00000524803	SAAL1	Q96ER3
ENST00000368194	ARHGEF11	O15085
ENST00000477737	VWA3B	Q502W6
ENST00000210060	DHPS	P49366
ENST00000380821	SNAPC3	Q92966
ENST00000257909	TROAP	Q12815
ENST00000434815	PRR20E	P86478
ENST00000397299	JMJD7	P0C870
ENST00000305885	FEN1	P39748
ENST00000250825	VCY	O14598
ENST00000420470	ARHGEF38	Q9NXL2
ENST00000262041	MEOX2	P50222
ENST00000229238	MRPL51	Q4U2R6
ENST00000433050	ZNF534	Q76KX8
ENST00000344626	SMARCA4	P51532
ENST00000689584	H2AC25	Q7L7L0
ENST00000685041	H3C10	P68431
ENST00000216832	PNN	Q9H307
ENST00000408946	PYM1	Q9BRP8
ENST00000376485	ATAT1	Q5SQI0
ENST00000264712	KIF3C	O14782
ENST00000315150	RAB43	Q86YS6
ENST00000270625	RPS11	P62280
ENST00000279839	CWC15	Q9P013
ENST00000589332	ZNF396	Q96N95
ENST00000682666	TIAM2	Q8IVF5
ENST00000245157	BBS2	Q9BXC9
ENST00000398473	LARP4	Q71RC2
ENST00000223864	PLGRKT	Q9HBL7
ENST00000564992	NOL3	O60936
ENST00000375631	NEU1	Q99519
ENST00000254900	BRD8	Q9H0E9
ENST00000374672	KLF4	O43474
ENST00000252252	KRT6B	P04259
ENST00000243578	B9D2	Q9BPU9
ENST00000332411	KRT76	Q01546
ENST00000232564	GNB4	Q9HAV0
ENST00000331483	P4HB	P07237
ENST00000465995	DNAJC24	Q6P3W2
ENST00000394597	RFFL	Q8WZ73
ENST00000309032	BAD	Q92934
ENST00000368918	GABPB2	Q8TAK5
ENST00000380639	PTCD2	Q8WV60
ENST00000360614	LONP1	P36776
ENST00000676185	ERCC8	Q13216
ENST00000330964	RPS27L	Q71UM5
ENST00000263182	BBOX1	O75936
ENST00000371224	ALDH18A1	P54886
ENST00000617501	ZNF274	Q96GC6
ENST00000293670	KRT83	P78385
ENST00000334062	RASA3	Q14644
ENST00000317615	PSMG2	Q969U7
ENST00000398055	KICS2	Q96MD2
ENST00000372685	TCEAL8	Q8IYN2
ENST00000684021	ANKAR	Q7Z5J8
ENST00000397701	YBEY	P58557
ENST00000281543	GUF1	Q8N442
ENST00000253363	RBM39	Q14498
ENST00000371222	JUN	P05412
ENST00000314595	POLR2B	P30876
ENST00000264399	PRKG2	Q13237
ENST00000341893	CEP97	Q8IW35
ENST00000448281	TATDN2	Q93075
ENST00000613694	IRAK4	Q9NWZ3
ENST00000354371	COPS8	Q99627
ENST00000379888	RBM17	Q96I25
ENST00000335080	KDM4D	Q6B0I6
ENST00000222511	GTPBP10	A4D1E9
ENST00000265838	ACAT1	P24752
ENST00000320767	ARL14	Q8N4G2
ENST00000403625	MAST4	O15021
ENST00000315678	ZNF843	Q8N446
ENST00000616317	ACACA	Q13085
ENST00000313117	SRSF7	Q16629
ENST00000454349	TNRC6B	Q9UPQ9
ENST00000682992	USP49	Q70CQ1
ENST00000225737	AKAP10	O43572
ENST00000594605	STAP2	Q9UGK3
ENST00000342456	ALDH3B1	P43353
ENST00000252971	MNX1	P50219
ENST00000585675	C19orf25	Q9UFG5
ENST00000374788	PARD3	Q8TEW0
ENST00000375011	GALNT12	Q8IXK2
ENST00000374864	ITCH	Q96J02
ENST00000307102	MAP2K1	Q02750
ENST00000244360	RNF39	Q9H2S5
ENST00000344924	BPGM	P07738
ENST00000206451	PSME1	Q06323
ENST00000333206	ZSCAN30	Q86W11
ENST00000397786	MED13	Q9UHV7
ENST00000612661	MARCKS	P29966
ENST00000231887	EHHADH	Q08426
ENST00000281030	THRSP	Q92748
ENST00000309983	TPMT	P51580
ENST00000379802	DSP	P15924
ENST00000286234	DEPTOR	Q8TB45
ENST00000524821	C8orf82	Q6P1X6
ENST00000367808	BLZF1	Q9H2G9
ENST00000244314	IRGC	Q6NXR0
ENST00000366481	TRIM58	Q8NG06
ENST00000055077	RFC2	P35250
ENST00000375616	XAGE1B	Q9HD64
ENST00000578186	H4C14	P62805
ENST00000269298	SAT2	Q96F10
ENST00000407818	KIF2A	O00139
ENST00000536220	ZNF573	Q86YE8
ENST00000429814	TRIM34	Q9BYJ4
ENST00000423661	ETDB	P0DPP9
ENST00000308031	ZNF471	Q9BX82
ENST00000461742	KIF21B	O75037
ENST00000357450	SMC1B	Q8NDV3
ENST00000355898	ZNF507	Q8TCN5
ENST00000332674	MXI1	P50539
ENST00000242261	TWIST1	Q15672
ENST00000675286	FANCD2	Q9BXW9
ENST00000235628	NT5C1A	Q9BXI3
ENST00000260505	TTLL7	Q6ZT98
ENST00000370056	VAV3	Q9UKW4
ENST00000301944	NXNL1	Q96CM4
ENST00000458235	JAK3	P52333
ENST00000369709	RAP1A	P62834
ENST00000373640	C2orf72	A6NCS6
ENST00000267814	SORD	Q00796
ENST00000265109	RAI14	Q9P0K7
ENST00000447146	PQBP1	O60828
ENST00000520821	RTL9	Q8NET4
ENST00000299505	GARRE1	O15063
ENST00000393928	P3H4	Q92791
ENST00000295108	NEUROD1	Q13562
ENST00000369406	HMGCS2	P54868
ENST00000397621	FBXL16	Q8N461
ENST00000336689	ASAP3	Q8TDY4
ENST00000302243	DDX19A	Q9NUU7
ENST00000383791	SH3BP5	O60239
ENST00000320033	ARL4D	P49703
ENST00000566732	TAF1C	Q15572
ENST00000258884	ABHD17C	Q6PCB6
ENST00000355346	ITGB1BP1	O14713
ENST00000399668	KNL1	Q8NG31
ENST00000376511	PPP1R10	Q96QC0
ENST00000425241	NR2C2	P49116
ENST00000006015	HOXA11	P31270
ENST00000433386	HSPBP1	Q9NZL4
ENST00000480514	EFCAB10	A6NFE3
ENST00000314666	PFAS	O15067
ENST00000312865	MED25	Q71SY5
ENST00000376753	FBXO6	Q9NRD1
ENST00000695999	MYL6B	P14649
ENST00000334662	KRTAP10-8	P60410
ENST00000329758	TRIM49	P0CI25
ENST00000329198	NKX2-5	P52952
ENST00000391759	TFPT	P0C1Z6
ENST00000254654	ILKAP	Q9H0C8
ENST00000610343	ZMYM2	Q9UBW7
ENST00000248975	YWHAH	Q04917
ENST00000431473	RIMKLA	Q8IXN7
ENST00000370110	NPM3	O75607
ENST00000371610	PARD6B	Q9BYG5
ENST00000638842	TAF11L10	P0DW14
ENST00000381003	FAM9A	Q8IZU1
ENST00000252825	HRC	P23327
ENST00000252602	MRPL34	Q9BQ48
ENST00000226299	LAP3	P28838
ENST00000285379	CA2	P00918
ENST00000220420	TGM5	O43548
ENST00000593810	PNMA3	Q9UL41
ENST00000263202	UFD1	Q92890
ENST00000376708	FOXB2	Q5VYV0
ENST00000419625	ANXA13	P27216
ENST00000355105	GPBP1L1	Q9HC44
ENST00000674551	ZNF711	Q9Y462
ENST00000305632	TBL2	Q9Y4P3
ENST00000400004	MAGEB17	A8MXT2
ENST00000368886	IKZF5	Q9H5V7
ENST00000373033	TFEB	P19484
ENST00000340099	DOK4	Q8TEW6
ENST00000292853	FBXO27	Q8NI29
ENST00000366684	ACTA1	P68133
ENST00000335815	ZNF354A	O60765
ENST00000472487	MYSM1	Q5VVJ2
ENST00000254260	RHPN2	Q8IUC4
ENST00000326303	ACOT4	Q8N9L9
ENST00000219409	ARHGDIG	Q99819
ENST00000313349	SERTAD2	Q14140
ENST00000209875	CBX5	P45973
ENST00000375587	CENPP	Q6IPU0
ENST00000263620	ARID3A	Q99856
ENST00000276173	RIPPLY1	Q0D2K3
ENST00000375429	NELFE	P18615
ENST00000291547	PKNOX1	P55347
ENST00000270223	DMWD	Q09019
ENST00000373715	SRSF3	P84103
ENST00000622500	GPIHBP1	Q8IV16
ENST00000301190	ANKRD33	Q7Z3H0
ENST00000303450	HOXC9	P31274
ENST00000366999	NEK2	P51955
ENST00000380762	HCCS	P53701
ENST00000379011	C11orf91	Q3C1V1
ENST00000538183	SOD2	P04179
ENST00000370321	RPL5	P46777
ENST00000277165	FAM120A	Q9NZB2
ENST00000333503	PGP	A6NDG6
ENST00000276925	CDKN2B	P42772
ENST00000252445	ELOF1	P60002
ENST00000454856	POTEB2	H3BUK9
ENST00000258530	APPL2	Q8NEU8
ENST00000400017	RPGRIP1	Q96KN7
ENST00000370853	MBNL3	Q9NUK0
ENST00000587250	RND2	P52198
ENST00000373019	SF3A3	Q12874
ENST00000602402	DNAJC3	Q13217
ENST00000281047	MSGN1	A6NI15
ENST00000442995	HYPK	Q9NX55
ENST00000258787	MYO1G	B0I1T2
ENST00000380835	NOXRED1	Q6NXP6
ENST00000243344	TTC21B	Q7Z4L5
ENST00000682118	NBPF11	Q86T75
ENST00000254730	EEFSEC	P57772
ENST00000396062	FKBP3	Q00688
ENST00000369784	RBM15	Q96T37
ENST00000503362	SPCS3	P61009
ENST00000202625	TGM6	O95932
ENST00000346618	E2F3	O00716
ENST00000257181	PRPF38A	Q8NAV1
ENST00000239374	CCDC170	Q8IYT3
ENST00000296125	TGM4	P49221
ENST00000375963	TUT7	Q5VYS8
ENST00000375807	SECISBP2	Q96T21
ENST00000371996	MINPP1	Q9UNW1
ENST00000240050	MTERF2	Q49AM1
ENST00000295645	PDCL2	Q8N4E4
ENST00000375222	C20orf144	Q9BQM9
ENST00000409978	ARHGEF33	A8MVX0
ENST00000221856	FSD1	Q9BTV5
ENST00000368908	LYSMD1	Q96S90
ENST00000367066	TAGAP	Q8N103
ENST00000392857	ORC4	O43929
ENST00000190165	DMRT3	Q9NQL9
ENST00000207457	TEKT2	Q9UIF3
ENST00000310803	RASGRP1	O95267
ENST00000270617	ZNF473	Q8WTR7
ENST00000294383	USP24	Q9UPU5
ENST00000341305	TP53TG3B	Q9ULZ0
ENST00000362097	GAGE2A	Q6NT46
ENST00000256104	FABP4	P15090
ENST00000229179	NUP107	P57740
ENST00000252599	COLGALT1	Q8NBJ5
ENST00000377071	KDM2B	Q8NHM5
ENST00000220514	OIP5	O43482
ENST00000366609	IRF2BP2	Q7Z5L9
ENST00000263256	DESI1	Q6ICB0
ENST00000371917	ARFGEF2	Q9Y6D5
ENST00000329291	PGBD2	Q6P3X8
ENST00000303088	RFXANK	O14593
ENST00000431877	ITPRID2	P28290
ENST00000650847	CHST8	Q9H2A9
ENST00000238789	ATAD2B	Q9ULI0
ENST00000451237	B3GALT4	O96024
ENST00000455036	ZBTB10	Q96DT7
ENST00000532798	CCDC179	H3BU77
ENST00000610322	RCC1L	Q96I51
ENST00000287218	ZFAND3	Q9H8U3
ENST00000358410	DNA2	P51530
ENST00000683865	BCL9L	Q86UU0
ENST00000360900	MTHFSD	Q2M296
ENST00000302824	STARD5	Q9NSY2
ENST00000311148	ACOT1	Q86TX2
ENST00000374092	NFS1	Q9Y697
ENST00000306851	B4GALT6	Q9UBX8
ENST00000375068	MAGED2	Q9UNF1
ENST00000415922	ZNF322	Q6U7Q0
ENST00000295987	SYN1	P17600
ENST00000360803	GTPBP4	Q9BZE4
ENST00000297157	RP9	Q8TA86
ENST00000417098	SATB2	Q9UPW6
ENST00000594947	ZNF257	Q9Y2Q1
ENST00000253083	HIP1R	O75146
ENST00000299767	HSP90B1	P14625
ENST00000511455	ANKRD13D	Q6ZTN6
ENST00000261733	ALDH2	P05091
ENST00000296504	SAP30	O75446
ENST00000355693	COA4	Q9NYJ1
ENST00000361605	C1orf174	Q8IYL3
ENST00000278856	WDR74	Q6RFH5
ENST00000596148	TRAPPC5	Q8IUR0
ENST00000262109	ERICH1	Q86X53
ENST00000400588	GAB4	Q2WGN9
ENST00000295414	CCNYL1	Q8N7R7
ENST00000399440	GMPR2	Q9P2T1
ENST00000379480	MTRF1	O75570
ENST00000452733	CYTH2	Q99418
ENST00000606109	KPRP	Q5T749
ENST00000442396	ZNF839	A8K0R7
ENST00000687698	USP54	Q70EL1
ENST00000649764	EIF4A3	P38919
ENST00000263773	FNBP4	Q8N3X1
ENST00000563496	TCF24	Q7RTU0
ENST00000282251	CWF19L2	Q2TBE0
ENST00000581322	PITPNC1	Q9UKF7
ENST00000369155	H2BC21	Q16778
ENST00000312419	POLD4	Q9HCU8
ENST00000419743	FBXO15	Q8NCQ5
ENST00000394552	MCTS2	A0A3B3IRV3
ENST00000342649	TCAIM	Q8N3R3
ENST00000342380	ASTL	Q6HA08
ENST00000324787	MRPS33	Q9Y291
ENST00000415738	PRDM8	Q9NQV8
ENST00000651687	POLR3G	O15318
ENST00000272444	DUSP11	O75319
ENST00000489418	SLBP	Q14493
ENST00000309352	MRPL38	Q96DV4
ENST00000325006	AHCYL2	Q96HN2
ENST00000303596	THAP11	Q96EK4
ENST00000381588	RNF6	Q9Y252
ENST00000376140	ABI1	Q8IZP0
ENST00000524240	GFRA2	O00451
ENST00000376189	PRAMEF6	Q5VXH4
ENST00000646209	THRB	P10828
ENST00000398165	CBS	P35520
ENST00000263881	MAP4K3	Q8IVH8
ENST00000381813	CYS1	Q717R9
ENST00000244217	MCEE	Q96PE7
ENST00000286788	CCT8	P50990
ENST00000304116	ZNF565	Q8N9K5
ENST00000240139	PPP3CC	P48454
ENST00000521578	PTP4A3	O75365
ENST00000523731	INTS8	Q75QN2
ENST00000375599	CPLANE2	Q9BU20
ENST00000380377	TBCA	O75347
ENST00000381317	ASMTL	O95671
ENST00000396147	ZNF418	Q8TF45
ENST00000380097	TRIM6	Q9C030
ENST00000374446	ZNF239	Q16600
ENST00000575125	SPDYE9	A0A494C191
ENST00000318442	ZNF366	Q8N895
ENST00000648590	FAM90A22	A8MWA6
ENST00000547488	MAP3K12	Q12852
ENST00000376104	DLG2	Q15700
ENST00000370151	DPCD	Q9BVM2
ENST00000549701	DNM1L	O00429
ENST00000283141	SYCP2L	Q5T4T6
ENST00000287878	PRKAG2	Q9UGJ0
ENST00000295463	ALPI	P09923
ENST00000358495	RAD52	P43351
ENST00000261714	BLMH	Q13867
ENST00000337523	DXO	O77932
ENST00000326739	IMPDH2	P12268
ENST00000308910	GCSAM	Q8N6F7
ENST00000367974	CFAP126	Q5VTH2
ENST00000279022	MYL9	P24844
ENST00000593851	C5orf58	C9J3I9
ENST00000445609	NPHP1	O15259
ENST00000301785	HNRNPUL2	Q1KMD3
ENST00000394773	EML3	Q32P44
ENST00000615550	PRIM2	P49643
ENST00000400556	PPP4R1	Q8TF05
ENST00000342310	LMX1A	Q8TE12
ENST00000324453	MTURN	Q8N3F0
ENST00000247665	PHPT1	Q9NRX4
ENST00000605587	C17orf50	Q8WW18
ENST00000449207	PRDM7	Q9NQW5
ENST00000293745	KRT72	Q14CN4
ENST00000248054	SIN3B	O75182
