Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	Gene name
ENSG00000145526	ENST00000382275	Q13634	CDH18
ENSG00000084073	ENST00000372759	O75844	ZMPSTE24
ENSG00000105609	ENST00000449561	O75023	LILRB5
ENSG00000131042	ENST00000314446	Q8N423	LILRB2
ENSG00000145476	ENST00000378802	Q6ZWL3	CYP4V2
ENSG00000086758	ENST00000262854	Q7Z6Z7	HUWE1
ENSG00000033011	ENST00000262374	Q9BT22	ALG1
ENSG00000128917	ENST00000249749	Q9NR61	DLL4
ENSG00000134398	ENST00000256797	Q76MJ5	ERN2
ENSG00000099785	ENST00000215555	Q9P0N8	MARCHF2
ENSG00000004846	ENST00000404938	Q2M3G0	ABCB5
ENSG00000114544	ENST00000360370	Q96GZ6	SLC41A3
ENSG00000126106	ENST00000372237	Q6P2H8	TMEM53
ENSG00000110876	ENST00000550948	Q14242	SELPLG
ENSG00000123096	ENST00000242729	Q14714	SSPN
ENSG00000006116	ENST00000005284	O60359	CACNG3
ENSG00000138760	ENST00000264896	Q14108	SCARB2
ENSG00000106052	ENST00000396319	Q86VP1	TAX1BP1
ENSG00000119041	ENST00000263956	Q9Y5Q9	GTF3C3
ENSG00000140391	ENST00000267970	O60637	TSPAN3
ENSG00000105707	ENST00000672452	P05981	HPN
ENSG00000144868	ENST00000321871	Q6UXF1	TMEM108
ENSG00000154162	ENST00000382254	P55289	CDH12
ENSG00000142959	ENST00000372207	Q8NFU0	BEST4
ENSG00000094661	ENST00000641398	O60431	OR1I1
ENSG00000117425	ENST00000372192	Q9Y6C5	PTCH2
ENSG00000104723	ENST00000503731	Q13454	TUSC3
ENSG00000127515	ENST00000641129	O76100	OR7A10
ENSG00000134545	ENST00000359151	P26715	KLRC1
ENSG00000115598	ENST00000264257	Q9HB29	IL1RL2
ENSG00000130202	ENST00000252483	Q92692	NECTIN2
ENSG00000136869	ENST00000355622	O00206	TLR4
ENSG00000072840	ENST00000264956	P57679	EVC
ENSG00000104853	ENST00000337392	O96005	CLPTM1
ENSG00000070886	ENST00000166244	P29322	EPHA8
ENSG00000020181	ENST00000412232	Q96PE1	ADGRA2
ENSG00000149489	ENST00000278833	Q03395	ROM1
ENSG00000106304	ENST00000682466	P38567	SPAM1
ENSG00000117758	ENST00000373943	Q86Y82	STX12
ENSG00000115524	ENST00000335508	O75533	SF3B1
ENSG00000105605	ENST00000391767	P62955	CACNG7
ENSG00000142408	ENST00000270458	Q8WXS5	CACNG8
ENSG00000130433	ENST00000252729	Q9BXT2	CACNG6
ENSG00000120903	ENST00000407991	Q15822	CHRNA2
ENSG00000138600	ENST00000261854	Q8TCT8	SPPL2A
ENSG00000092068	ENST00000316902	Q9UHI5	SLC7A8
ENSG00000140297	ENST00000396065	O95395	GCNT3
ENSG00000001630	ENST00000003100	Q16850	CYP51A1
ENSG00000102967	ENST00000219240	Q02127	DHODH
ENSG00000154305	ENST00000344922	Q5JRA6	MIA3
ENSG00000105701	ENST00000608443	Q14318	FKBP8
ENSG00000144357	ENST00000272793	Q6ZT12	UBR3
ENSG00000109321	ENST00000395748	P15514	AREG
ENSG00000052802	ENST00000261507	Q15800	MSMO1
ENSG00000154309	ENST00000675850	Q96F81	DISP1
ENSG00000073331	ENST00000650871	Q96QP1	ALPK1
ENSG00000126858	ENST00000545287	Q8IXI2	RHOT1
ENSG00000150527	ENST00000640607	Q96PC5	MIA2
ENSG00000105696	ENST00000262817	Q9UK28	TMEM59L
ENSG00000134249	ENST00000369400	Q9UKF2	ADAM30
ENSG00000135503	ENST00000257963	P36896	ACVR1B
ENSG00000083857	ENST00000441802	Q14517	FAT1
ENSG00000136011	ENST00000388887	Q8WWQ8	STAB2
ENSG00000112077	ENST00000371175	Q02094	RHAG
ENSG00000144891	ENST00000349243	P30556	AGTR1
ENSG00000027644	ENST00000368195	P14616	INSRR
ENSG00000135404	ENST00000257857	P08962	CD63
ENSG00000152208	ENST00000282020	O43424	GRID2
ENSG00000069206	ENST00000175238	Q9H2U9	ADAM7
ENSG00000014824	ENST00000264451	Q6PML9	SLC30A9
ENSG00000135569	ENST00000258034	O14804	TAAR5
ENSG00000120279	ENST00000367245	Q8N699	MYCT1
ENSG00000076706	ENST00000264036	P43121	MCAM
ENSG00000005486	ENST00000006777	Q6NTF9	RHBDD2
ENSG00000135116	ENST00000257572	O00198	HRK
ENSG00000111319	ENST00000228916	P37088	SCNN1A
ENSG00000153294	ENST00000283303	Q8IZF3	ADGRF4
ENSG00000035664	ENST00000457488	Q9UIK4	DAPK2
ENSG00000138798	ENST00000265171	P01133	EGF
ENSG00000104936	ENST00000291270	Q09013	DMPK
ENSG00000111321	ENST00000228918	P36941	LTBR
ENSG00000139192	ENST00000266556	Q9BX59	TAPBPL
ENSG00000138792	ENST00000265162	Q07075	ENPEP
ENSG00000010278	ENST00000009180	P21926	CD9
ENSG00000106608	ENST00000453200	Q8TCY9	URGCP
ENSG00000119711	ENST00000553458	Q02252	ALDH6A1
ENSG00000134061	ENST00000256447	Q99467	CD180
ENSG00000127533	ENST00000248076	Q96RI0	F2RL3
ENSG00000127184	ENST00000247655	P15954	COX7C
ENSG00000119688	ENST00000356924	O14678	ABCD4
ENSG00000111850	ENST00000392863	Q96KF7	SMIM8
ENSG00000113494	ENST00000618457	P16471	PRLR
ENSG00000143578	ENST00000368607	Q8TEY5	CREB3L4
ENSG00000127419	ENST00000264771	Q9BSA9	TMEM175
ENSG00000067842	ENST00000263519	Q16720	ATP2B3
ENSG00000143543	ENST00000271843	O76095	JTB
ENSG00000089356	ENST00000604404	Q14802	FXYD3
ENSG00000140553	ENST00000418476	Q9H3U1	UNC45A
ENSG00000152495	ENST00000282356	Q16566	CAMK4
ENSG00000136521	ENST00000259037	O43674	NDUFB5
ENSG00000145217	ENST00000398516	Q9H2B4	SLC26A1
ENSG00000127418	ENST00000510644	Q8N441	FGFRL1
ENSG00000135476	ENST00000257934	Q14674	ESPL1
ENSG00000007952	ENST00000372966	Q9Y5S8	NOX1
ENSG00000137414	ENST00000259963	Q9UBU6	FAM8A1
ENSG00000149452	ENST00000336232	Q8TCC7	SLC22A8
ENSG00000112137	ENST00000332995	Q9C0D0	PHACTR1
ENSG00000104848	ENST00000221444	Q96RP8	KCNA7
ENSG00000147642	ENST00000276646	Q9NX95	SYBU
ENSG00000149742	ENST00000279178	Q8IVM8	SLC22A9
ENSG00000142235	ENST00000600059	Q96Q04	LMTK3
ENSG00000153933	ENST00000284061	P52429	DGKE
ENSG00000101958	ENST00000218075	P23416	GLRA2
ENSG00000005893	ENST00000200639	P13473	LAMP2
ENSG00000143105	ENST00000369771	Q16322	KCNA10
ENSG00000046653	ENST00000316715	Q13491	GPM6B
ENSG00000105143	ENST00000594383	P48664	SLC1A6
ENSG00000067113	ENST00000307259	O14494	PLPP1
ENSG00000050393	ENST00000379170	Q96AQ8	MCUR1
ENSG00000139973	ENST00000683842	Q17RD7	SYT16
ENSG00000121957	ENST00000264126	P81274	GPSM2
ENSG00000135409	ENST00000257863	Q16671	AMHR2
ENSG00000141556	ENST00000355528	Q9BTW9	TBCD
ENSG00000091181	ENST00000446632	Q01344	IL5RA
ENSG00000100596	ENST00000216484	O15270	SPTLC2
ENSG00000082482	ENST00000444842	O95069	KCNK2
ENSG00000134824	ENST00000278840	O95864	FADS2
ENSG00000145794	ENST00000503335	Q96KG7	MEGF10
ENSG00000131724	ENST00000371666	P78552	IL13RA1
ENSG00000029364	ENST00000336643	Q9NUM3	SLC39A9
ENSG00000139572	ENST00000267015	Q9NQS5	GPR84
ENSG00000135702	ENST00000336257	Q9GZS9	CHST5
ENSG00000081177	ENST00000685843	Q9NVH0	EXD2
ENSG00000134207	ENST00000610222	Q5T7P8	SYT6
ENSG00000155324	ENST00000285689	Q96HH9	GRAMD2B
ENSG00000115750	ENST00000263663	Q53T94	TAF1B
ENSG00000140157	ENST00000337451	Q8N8Q9	NIPA2
ENSG00000071537	ENST00000336735	Q9UBV2	SEL1L
ENSG00000021461	ENST00000354829	Q9HB55	CYP3A43
ENSG00000065600	ENST00000261455	Q9H813	PACC1
ENSG00000109689	ENST00000467087	Q9P246	STIM2
ENSG00000146555	ENST00000404826	Q7Z5N4	SDK1
ENSG00000102125	ENST00000601016	Q16635	TAFAZZIN
ENSG00000114812	ENST00000325123	P32241	VIPR1
ENSG00000137869	ENST00000396402	P11511	CYP19A1
ENSG00000129450	ENST00000250360	Q9Y336	SIGLEC9
ENSG00000105778	ENST00000318709	Q8NBF6	AVL9
ENSG00000114923	ENST00000358055	P48751	SLC4A3
ENSG00000093183	ENST00000264454	Q9BRL7	SEC22C
ENSG00000153786	ENST00000313732	Q9NXF8	ZDHHC7
ENSG00000105383	ENST00000262262	P20138	CD33
ENSG00000092531	ENST00000249647	O00161	SNAP23
ENSG00000105374	ENST00000221978	Q16617	NKG7
ENSG00000151532	ENST00000393077	Q96AJ9	VTI1A
ENSG00000101871	ENST00000317552	O15344	MID1
ENSG00000105370	ENST00000596399	P55344	LIM2
ENSG00000010282	ENST00000441594	Q9HCP6	HHATL
ENSG00000142512	ENST00000339313	Q96LC7	SIGLEC10
ENSG00000144648	ENST00000422265	O00590	ACKR2
ENSG00000121270	ENST00000356608	Q96J66	ABCC11
ENSG00000140326	ENST00000356231	Q8IWY9	CDAN1
ENSG00000116396	ENST00000438661	Q03721	KCNC4
ENSG00000108829	ENST00000225972	Q96AG4	LRRC59
ENSG00000108823	ENST00000262018	Q16586	SGCA
ENSG00000011028	ENST00000303375	Q9UBG0	MRC2
ENSG00000113361	ENST00000265071	P55285	CDH6
ENSG00000112486	ENST00000341935	P51684	CCR6
ENSG00000112992	ENST00000344920	Q13423	NNT
ENSG00000000003	ENST00000373020	O43657	TSPAN6
ENSG00000077782	ENST00000447712	P11362	FGFR1
ENSG00000137409	ENST00000373627	Q9NZJ7	MTCH1
ENSG00000131398	ENST00000477616	Q14003	KCNC3
ENSG00000123572	ENST00000243300	Q7Z2Y5	NRK
ENSG00000004939	ENST00000262418	P02730	SLC4A1
ENSG00000112303	ENST00000326499	O95498	VNN2
ENSG00000137492	ENST00000260045	O43422	THAP12
ENSG00000102096	ENST00000376509	Q9P1W9	PIM2
ENSG00000115474	ENST00000233826	O60928	KCNJ13
ENSG00000013306	ENST00000377095	Q9BZJ4	SLC25A39
ENSG00000135119	ENST00000257575	Q96EX2	RNFT2
ENSG00000138435	ENST00000348749	P02708	CHRNA1
ENSG00000005961	ENST00000262407	P08514	ITGA2B
ENSG00000102181	ENST00000370377	Q8TCZ2	CD99L2
ENSG00000095787	ENST00000354911	Q9BTA9	WAC
ENSG00000011677	ENST00000370314	P34903	GABRA3
ENSG00000135776	ENST00000344517	Q9NRK6	ABCB10
ENSG00000106952	ENST00000223795	P32971	TNFSF8
ENSG00000146006	ENST00000274711	O43300	LRRTM2
ENSG00000121716	ENST00000609309	Q9UKJ0	PILRB
ENSG00000103978	ENST00000389834	Q8NBN3	TMEM87A
ENSG00000149926	ENST00000380495	Q71RH2	TLCD3B
ENSG00000140943	ENST00000343411	Q14703	MBTPS1
ENSG00000124406	ENST00000381668	Q9Y2Q0	ATP8A1
ENSG00000111897	ENST00000339697	Q9NRX5	SERINC1
ENSG00000139190	ENST00000396308	P23763	VAMP1
ENSG00000117410	ENST00000472174	Q99437	ATP6V0B
ENSG00000134970	ENST00000456936	Q9Y3B3	TMED7
ENSG00000152969	ENST00000409021	Q96N16	JAKMIP1
ENSG00000103044	ENST00000569188	O00219	HAS3
ENSG00000074582	ENST00000359273	Q9Y276	BCS1L
ENSG00000027697	ENST00000367739	P15260	IFNGR1
ENSG00000100532	ENST00000216420	Q99675	CGRRF1
ENSG00000150093	ENST00000302278	P05556	ITGB1
ENSG00000060566	ENST00000078445	Q68CJ9	CREB3L3
ENSG00000104549	ENST00000265896	Q14534	SQLE
ENSG00000008300	ENST00000164024	Q9NYQ7	CELSR3
ENSG00000147434	ENST00000276410	Q15825	CHRNA6
ENSG00000120925	ENST00000527424	Q96K19	RNF170
ENSG00000127561	ENST00000248121	O43761	SYNGR3
ENSG00000137868	ENST00000395105	Q9BX79	STRA6
ENSG00000127329	ENST00000334414	P23467	PTPRB
ENSG00000145685	ENST00000380345	Q6ZUX7	LHFPL2
ENSG00000148680	ENST00000336152	P34969	HTR7
ENSG00000154518	ENST00000284727	P48201	ATP5MC3
ENSG00000103018	ENST00000307892	O43169	CYB5B
ENSG00000127780	ENST00000248384	P47887	OR1E2
ENSG00000109220	ENST00000263921	Q9UKJ5	CHIC2
ENSG00000123992	ENST00000273075	Q9ULA0	DNPEP
ENSG00000138623	ENST00000261918	O75326	SEMA7A
ENSG00000103152	ENST00000356432	P29372	MPG
ENSG00000149932	ENST00000279396	Q86XT9	TMEM219
ENSG00000145817	ENST00000274496	Q969M3	YIPF5
ENSG00000139193	ENST00000266557	P26842	CD27
ENSG00000139200	ENST00000534837	Q8IYJ0	PIANP
ENSG00000113638	ENST00000337702	Q6PID6	TTC33
ENSG00000131507	ENST00000253814	Q9BT67	NDFIP1
ENSG00000064651	ENST00000262461	P55011	SLC12A2
ENSG00000103034	ENST00000570248	Q9ULP0	NDRG4
ENSG00000145248	ENST00000273861	Q96EP9	SLC10A4
ENSG00000143771	ENST00000465271	Q9P003	CNIH4
ENSG00000139211	ENST00000550413	Q86SJ2	AMIGO2
ENSG00000025796	ENST00000369002	Q9UGP8	SEC63
ENSG00000114646	ENST00000264723	O95196	CSPG5
ENSG00000155465	ENST00000674313	Q9UM01	SLC7A7
ENSG00000140612	ENST00000268220	P67812	SEC11A
ENSG00000003989	ENST00000494857	P52569	SLC7A2
ENSG00000143384	ENST00000369026	Q07820	MCL1
ENSG00000083097	ENST00000349129	Q5JWR5	DOP1A
ENSG00000109738	ENST00000264428	P48167	GLRB
ENSG00000135535	ENST00000310786	Q04900	CD164
ENSG00000145819	ENST00000645722	Q9UNA1	ARHGAP26
ENSG00000130948	ENST00000375263	P37058	HSD17B3
ENSG00000130958	ENST00000253270	Q76EJ3	SLC35D2
ENSG00000135587	ENST00000258052	O60906	SMPD2
ENSG00000154438	ENST00000284629	Q8WWH4	ASZ1
ENSG00000081377	ENST00000375241	O60729	CDC14B
ENSG00000114554	ENST00000393409	Q9UIW2	PLXNA1
ENSG00000151348	ENST00000533608	Q93063	EXT2
ENSG00000022355	ENST00000393943	P14867	GABRA1
ENSG00000086062	ENST00000379731	P15291	B4GALT1
ENSG00000081307	ENST00000356232	Q9GZZ9	UBA5
ENSG00000140519	ENST00000268122	Q9UBD6	RHCG
ENSG00000001461	ENST00000374399	Q6P499	NIPAL3
ENSG00000112473	ENST00000374677	Q92504	SLC39A7
ENSG00000131459	ENST00000253778	O94808	GFPT2
ENSG00000112695	ENST00000684430	P14406	COX7A2
ENSG00000053501	ENST00000263897	Q9NZ43	USE1
ENSG00000151475	ENST00000281154	Q9H0C2	SLC25A31
ENSG00000080815	ENST00000324501	P49768	PSEN1
ENSG00000145949	ENST00000274643	Q86YV6	MYLK4
ENSG00000064999	ENST00000360359	Q92625	ANKS1A
ENSG00000135272	ENST00000393486	Q9P1T7	MDFIC
ENSG00000073060	ENST00000261693	Q8WTV0	SCARB1
ENSG00000118322	ENST00000327245	O94823	ATP10B
ENSG00000121807	ENST00000445132	P41597	CCR2
ENSG00000121797	ENST00000399036	O00421	CCRL2
ENSG00000082556	ENST00000265572	P41145	OPRK1
ENSG00000153822	ENST00000392671	Q9NPI9	KCNJ16
ENSG00000136997	ENST00000621592	P01106	MYC
ENSG00000050426	ENST00000262055	Q6P1Q0	LETMD1
ENSG00000106688	ENST00000262352	P43005	SLC1A1
ENSG00000153982	ENST00000284116	Q8N9F7	GDPD1
ENSG00000096092	ENST00000211314	Q9Y6G1	TMEM14A
ENSG00000132334	ENST00000254667	P23469	PTPRE
ENSG00000139974	ENST00000267488	Q8IZM9	SLC38A6
ENSG00000140538	ENST00000629765	Q16288	NTRK3
ENSG00000151240	ENST00000280886	Q9Y2E4	DIP2C
ENSG00000081087	ENST00000193322	Q86WC4	OSTM1
ENSG00000110077	ENST00000528851	Q9H2W1	MS4A6A
ENSG00000140030	ENST00000267549	Q8IYL9	GPR65
ENSG00000113303	ENST00000340184	Q6UX41	BTNL8
ENSG00000150261	ENST00000279783	Q8NGG5	OR8K1
ENSG00000141096	ENST00000268793	Q9H4B8	DPEP3
ENSG00000136247	ENST00000335965	Q9NPG8	ZDHHC4
ENSG00000113594	ENST00000453190	P42702	LIFR
ENSG00000100433	ENST00000319231	P57789	KCNK10
ENSG00000155254	ENST00000285605	Q9BSK0	MARVELD1
ENSG00000155256	ENST00000684270	Q5T4F4	ZFYVE27
ENSG00000115155	ENST00000272371	Q9HC10	OTOF
ENSG00000106603	ENST00000223336	Q9GZY4	COA1
ENSG00000140107	ENST00000361529	Q6Q0C1	SLC25A47
ENSG00000080493	ENST00000264485	Q9Y6R1	SLC4A4
ENSG00000056972	ENST00000368761	O43734	TRAF3IP2
ENSG00000136939	ENST00000259466	Q8NGR5	OR1L4
ENSG00000103512	ENST00000287667	Q15155	NOMO1
ENSG00000148215	ENST00000373680	Q8NGR4	OR5C1
ENSG00000023839	ENST00000647814	Q92887	ABCC2
ENSG00000105737	ENST00000593562	Q16478	GRIK5
ENSG00000072071	ENST00000361434	O94910	ADGRL1
ENSG00000051523	ENST00000261623	P13498	CYBA
ENSG00000056736	ENST00000288167	Q9NRM6	IL17RB
ENSG00000100652	ENST00000216540	Q14973	SLC10A1
ENSG00000072041	ENST00000266682	Q9H2J7	SLC6A15
ENSG00000146385	ENST00000275200	Q969N4	TAAR8
ENSG00000127995	ENST00000297273	Q96PB1	CASD1
ENSG00000100678	ENST00000356921	P57103	SLC8A3
ENSG00000106609	ENST00000341567	Q9NWD8	TMEM248
ENSG00000107593	ENST00000318222	Q9P0L9	PKD2L1
ENSG00000141194	ENST00000268912	Q15615	OR4D1
ENSG00000099194	ENST00000370355	O00767	SCD
ENSG00000036565	ENST00000276373	P54219	SLC18A1
ENSG00000099337	ENST00000263372	Q9Y257	KCNK6
ENSG00000103429	ENST00000261658	Q9NZS9	BFAR
ENSG00000130270	ENST00000310127	O60423	ATP8B3
ENSG00000010270	ENST00000009041	O95772	STARD3NL
ENSG00000082781	ENST00000296181	P18084	ITGB5
ENSG00000148358	ENST00000347136	Q5VW38	GPR107
ENSG00000126821	ENST00000247225	Q9BX95	SGPP1
ENSG00000021776	ENST00000156471	O60306	AQR
ENSG00000133962	ENST00000256343	Q9H7T0	CATSPERB
ENSG00000108018	ENST00000263054	Q8WY21	SORCS1
ENSG00000106771	ENST00000374586	Q9H330	TMEM245
ENSG00000072954	ENST00000187762	Q9H6F2	TMEM38A
ENSG00000077232	ENST00000264065	Q8IXB1	DNAJC10
ENSG00000099822	ENST00000251287	Q9UL51	HCN2
ENSG00000154258	ENST00000340001	Q8IUA7	ABCA9
ENSG00000151692	ENST00000320892	P50876	RNF144A
ENSG00000150433	ENST00000682305	A2RU14	TMEM218
ENSG00000154262	ENST00000284425	Q8N139	ABCA6
ENSG00000154263	ENST00000690296	Q8WWZ4	ABCA10
ENSG00000130167	ENST00000590327	Q9UKR8	TSPAN16
ENSG00000091137	ENST00000644269	O43511	SLC26A4
ENSG00000091138	ENST00000340010	P40879	SLC26A3
ENSG00000077235	ENST00000356183	Q12789	GTF3C1
ENSG00000079459	ENST00000220584	P37268	FDFT1
ENSG00000143570	ENST00000356205	Q9NY26	SLC39A1
ENSG00000070614	ENST00000261797	P52848	NDST1
ENSG00000126243	ENST00000246529	Q9BTN0	LRFN3
ENSG00000113269	ENST00000521389	Q86XS8	RNF130
ENSG00000064309	ENST00000531738	Q4KMG0	CDON
ENSG00000141540	ENST00000269346	Q9BSA4	TTYH2
ENSG00000122986	ENST00000242607	Q96D96	HVCN1
ENSG00000131143	ENST00000253452	P13073	COX4I1
ENSG00000136854	ENST00000373299	P61764	STXBP1
ENSG00000100749	ENST00000216639	Q99986	VRK1
ENSG00000114988	ENST00000264963	Q9H0V9	LMAN2L
ENSG00000110011	ENST00000628077	Q9NNZ3	DNAJC4
ENSG00000149582	ENST00000313236	Q86YD3	TMEM25
ENSG00000131183	ENST00000324417	Q06495	SLC34A1
ENSG00000132329	ENST00000254661	O60894	RAMP1
ENSG00000124003	ENST00000446656	Q96PD6	MOGAT1
ENSG00000123983	ENST00000357430	O95573	ACSL3
ENSG00000139915	ENST00000399232	Q7Z553	MDGA2
ENSG00000142459	ENST00000538904	Q96CN4	EVI5L
ENSG00000116514	ENST00000235150	Q6ZMZ0	RNF19B
ENSG00000065665	ENST00000298428	Q9H9S3	SEC61A2
ENSG00000103522	ENST00000337929	Q9HBE5	IL21R
ENSG00000144671	ENST00000448498	Q9Y267	SLC22A14
ENSG00000112164	ENST00000373256	P43220	GLP1R
ENSG00000139410	ENST00000403593	Q96GA7	SDSL
ENSG00000112167	ENST00000229903	Q9NPB0	SAYSD1
ENSG00000089060	ENST00000680972	Q6J4K2	SLC8B1
ENSG00000001626	ENST00000003084	P13569	CFTR
ENSG00000124493	ENST00000538487	Q14833	GRM4
ENSG00000150995	ENST00000649015	Q14643	ITPR1
ENSG00000113721	ENST00000261799	P09619	PDGFRB
ENSG00000105642	ENST00000684775	Q92952	KCNN1
ENSG00000103269	ENST00000352681	O75783	RHBDL1
ENSG00000106991	ENST00000373203	P17813	ENG
ENSG00000126860	ENST00000462804	P22794	EVI2A
ENSG00000066230	ENST00000264938	P48764	SLC9A3
ENSG00000124466	ENST00000244333	O95274	LYPD3
ENSG00000122912	ENST00000609923	P16260	SLC25A16
ENSG00000092931	ENST00000685175	O43934	MFSD11
ENSG00000139641	ENST00000394048	Q9BSJ8	ESYT1
ENSG00000122863	ENST00000373115	Q7LGC8	CHST3
ENSG00000140983	ENST00000315082	Q8IXI1	RHOT2
ENSG00000133216	ENST00000374630	P29323	EPHB2
ENSG00000124614	ENST00000648437	P46783	RPS10
ENSG00000103569	ENST00000219919	O43315	AQP9
ENSG00000143183	ENST00000367881	Q9UM00	TMCO1
ENSG00000118160	ENST00000236877	Q9UPR5	SLC8A2
ENSG00000106799	ENST00000374994	P36897	TGFBR1
ENSG00000134160	ENST00000256552	Q7Z4N2	TRPM1
ENSG00000131620	ENST00000355303	Q5XXA6	ANO1
ENSG00000136928	ENST00000259455	O75899	GABBR2
ENSG00000125734	ENST00000264080	Q9NPR9	GPR108
ENSG00000086696	ENST00000199936	P37059	HSD17B2
ENSG00000139540	ENST00000454355	Q6ZMH5	SLC39A5
ENSG00000126251	ENST00000454971	O15529	GPR42
ENSG00000099625	ENST00000650044	Q8N350	CBARP
ENSG00000062485	ENST00000351328	O75390	CS
ENSG00000154928	ENST00000398015	P54762	EPHB1
ENSG00000005483	ENST00000311117	Q8IZD2	KMT2E
ENSG00000137038	ENST00000358227	Q96GE9	DMAC1
ENSG00000119121	ENST00000360774	Q9BX84	TRPM6
ENSG00000143387	ENST00000271651	P43235	CTSK
ENSG00000104974	ENST00000251372	O75019	LILRA1
ENSG00000048462	ENST00000053243	Q02223	TNFRSF17
ENSG00000134538	ENST00000256958	Q9Y6L6	SLCO1B1
ENSG00000132911	ENST00000255262	Q9GZQ4	NMUR2
ENSG00000148408	ENST00000371372	Q00975	CACNA1B
ENSG00000069018	ENST00000513104	Q9HCX4	TRPC7
ENSG00000102996	ENST00000219271	P51511	MMP15
ENSG00000111711	ENST00000229314	Q9Y3E0	GOLT1B
ENSG00000136478	ENST00000584379	Q8IWB9	TEX2
ENSG00000135074	ENST00000257527	Q9H013	ADAM19
ENSG00000144857	ENST00000682979	Q9BWV1	BOC
ENSG00000083067	ENST00000677713	Q9HCF6	TRPM3
ENSG00000141338	ENST00000586539	O94911	ABCA8
ENSG00000138161	ENST00000392790	Q86UP6	CUZD1
ENSG00000112941	ENST00000230859	Q5XG87	TENT4A
ENSG00000131389	ENST00000622186	P31641	SLC6A6
ENSG00000075790	ENST00000005259	Q9UHQ4	BCAP29
ENSG00000108932	ENST00000580666	O15403	SLC16A6
ENSG00000126709	ENST00000361157	P09912	IFI6
ENSG00000100726	ENST00000262319	Q9Y4R8	TELO2
ENSG00000107779	ENST00000372037	P36894	BMPR1A
ENSG00000021488	ENST00000023064	P82251	SLC7A9
ENSG00000145863	ENST00000274545	Q16445	GABRA6
ENSG00000103249	ENST00000382745	P51798	CLCN7
ENSG00000081760	ENST00000316519	Q86V21	AACS
ENSG00000135048	ENST00000377044	Q9UHN6	CEMIP2
ENSG00000126266	ENST00000246553	O14842	FFAR1
ENSG00000004399	ENST00000324093	Q9Y4D7	PLXND1
ENSG00000120992	ENST00000316963	O75608	LYPLA1
ENSG00000063015	ENST00000317338	Q53EL9	SEZ6
ENSG00000110911	ENST00000262052	P49281	SLC11A2
ENSG00000113073	ENST00000506757	Q96Q91	SLC4A9
ENSG00000008294	ENST00000262013	O60271	SPAG9
ENSG00000105668	ENST00000222275	O00322	UPK1A
ENSG00000108219	ENST00000429989	Q8NG11	TSPAN14
ENSG00000139547	ENST00000398138	O75452	RDH16
ENSG00000138271	ENST00000260843	Q9BY21	GPR87
ENSG00000135392	ENST00000678005	Q6Y2X3	DNAJC14
ENSG00000138031	ENST00000679454	O60266	ADCY3
ENSG00000107938	ENST00000356792	Q3B7T1	EDRF1
ENSG00000140416	ENST00000403994	P09493	TPM1
ENSG00000136709	ENST00000322313	Q9C0J8	WDR33
ENSG00000118855	ENST00000415822	Q9H3U5	MFSD1
ENSG00000143801	ENST00000366783	P49810	PSEN2
ENSG00000111728	ENST00000396037	Q92185	ST8SIA1
ENSG00000136295	ENST00000258796	Q9C0H2	TTYH3
ENSG00000132185	ENST00000236938	Q7L513	FCRLA
ENSG00000109991	ENST00000263314	P56373	P2RX3
ENSG00000116014	ENST00000234371	Q969F8	KISS1R
ENSG00000112053	ENST00000490799	Q96RN1	SLC26A8
ENSG00000118217	ENST00000367942	P18850	ATF6
ENSG00000105726	ENST00000357324	Q9HD20	ATP13A1
ENSG00000106460	ENST00000396668	Q9NUM4	TMEM106B
ENSG00000145936	ENST00000274629	Q16558	KCNMB1
ENSG00000064547	ENST00000407877	Q9HBW0	LPAR2
ENSG00000125744	ENST00000245923	O75298	RTN2
ENSG00000008838	ENST00000394128	O75448	MED24
ENSG00000125741	ENST00000263275	Q9H6K4	OPA3
ENSG00000117400	ENST00000372470	P40238	MPL
ENSG00000111490	ENST00000539867	Q9Y2I9	TBC1D30
ENSG00000113068	ENST00000261813	O60925	PFDN1
ENSG00000079819	ENST00000337057	O43491	EPB41L2
ENSG00000129625	ENST00000379638	Q00765	REEP5
ENSG00000066322	ENST00000372458	Q9BW60	ELOVL1
ENSG00000105641	ENST00000222248	Q92911	SLC5A5
ENSG00000113327	ENST00000639213	P18507	GABRG2
ENSG00000141219	ENST00000535032	Q9BSJ5	C17orf80
ENSG00000075415	ENST00000552981	Q00325	SLC25A3
ENSG00000078549	ENST00000304166	P41586	ADCYAP1R1
ENSG00000103375	ENST00000219660	O94778	AQP8
ENSG00000109572	ENST00000513761	P51790	CLCN3
ENSG00000133195	ENST00000255559	Q8N1S5	SLC39A11
ENSG00000008710	ENST00000262304	P98161	PKD1
ENSG00000145864	ENST00000393959	P47870	GABRB2
ENSG00000114631	ENST00000342480	Q9NZ53	PODXL2
ENSG00000131446	ENST00000307826	P26572	MGAT1
ENSG00000151726	ENST00000281455	P33121	ACSL1
ENSG00000139278	ENST00000266659	P48060	GLIPR1
ENSG00000127540	ENST00000591899	O14957	UQCR11
ENSG00000110218	ENST00000227638	Q96RD7	PANX1
ENSG00000130881	ENST00000253193	O75074	LRP3
ENSG00000130876	ENST00000253188	Q9NS82	SLC7A10
ENSG00000123901	ENST00000243673	Q9NYM4	GPR83
