Transcript stable ID	Gene name	UniProtKB/Swiss-Prot ID
ENST00000373461	VSTM2L	Q96N03
ENST00000370103	OLFM3	Q96PB7
ENST00000361475	TGM2	P21980
ENST00000376468	NPPB	P16860
ENST00000274181	ADAMTS16	Q8TE57
ENST00000216286	NID2	Q14112
ENST00000358834	PNLIPRP1	P54315
ENST00000600128	FBN3	Q75N90
ENST00000333090	TSKU	Q8WUA8
ENST00000333383	NPB	Q8NG41
ENST00000305544	LAMB2	P55268
ENST00000545234	PTHLH	P12272
ENST00000322937	AMBN	Q9NP70
ENST00000180166	FGF20	Q9NP95
ENST00000330295	CTHRC1	Q96CG8
ENST00000413767	IFNA17	P01571
ENST00000380222	IFNA14	P01570
ENST00000610521	IFNA5	P01569
ENST00000380206	IFNA2	P01563
ENST00000380205	IFNA8	P32881
ENST00000276927	IFNA1	P01562
ENST00000448696	IFNE	Q86WN2
ENST00000367990	APOA2	P02652
ENST00000261405	VWF	P04275
ENST00000315626	CCL25	O15444
ENST00000261862	THSD4	Q6ZMP0
ENST00000300175	SCG5	P05408
ENST00000372670	WFDC6	Q9BQY6
ENST00000338882	METTL24	Q5JXM2
ENST00000409678	NOTUM	Q6P988
ENST00000381627	RLN2	P04090
ENST00000223862	RLN1	P04808
ENST00000276943	IFNK	Q9P0W0
ENST00000369221	PNLIP	P16233
ENST00000361056	MEPE	Q9NQ76
ENST00000268150	MFGE8	Q08431
ENST00000382205	DEFB134	Q4QY38
ENST00000226524	PF4V1	P10720
ENST00000395761	CXCL1	P09341
ENST00000296029	PF4	P02776
ENST00000296028	PPBP	P02775
ENST00000296027	CXCL5	P42830
ENST00000296026	CXCL3	P19876
ENST00000382774	HGFAC	Q04756
ENST00000266719	KERA	O60938
ENST00000256759	FST	P19883
ENST00000325558	PGA3	P0DJD8
ENST00000312403	PGA5	P0DJD9
ENST00000259396	ORM1	P02763
ENST00000431067	ORM2	P19652
ENST00000299642	CLEC3A	O75596
ENST00000353151	CSN2	P05814
ENST00000504830	ADAMTS12	P58397
ENST00000317987	FDCSP	Q8NFU4
ENST00000230568	LY86	O95711
ENST00000372748	COL9A2	Q14055
ENST00000334879	DEFB131A	P59861
ENST00000284136	SEMA3D	O95025
ENST00000382120	SOD3	P08294
ENST00000421865	LAMA2	P24043
ENST00000432226	GSN	P06396
ENST00000264664	FGF10	O15520
ENST00000394634	CFI	P05156
ENST00000317060	DAND5	Q8N907
ENST00000380210	IFNA6	P05013
ENST00000421715	IFNA4	P05014
ENST00000307407	CXCL8	P10145
ENST00000252486	APOE	P02649
ENST00000274341	HAPLN1	P10915
ENST00000592535	APOC1	P02654
ENST00000592954	APOC4	P55056
ENST00000308528	LYG1	Q8N1E2
ENST00000252490	APOC2	P02655
ENST00000265077	VCAN	P13611
ENST00000355699	ADAMTS13	Q76LX8
ENST00000375535	MFAP2	P55001
ENST00000307471	CCDC126	Q96EE4
ENST00000231009	GZMK	P49863
ENST00000592554	FAM20A	Q96MK3
ENST00000368666	CCN6	O95389
ENST00000306482	PRL	P01236
ENST00000451137	CCN1	O00622
ENST00000343410	HHIPL2	Q6UWX4
ENST00000316403	CLU	P10909
ENST00000264790	MMRN1	Q13201
ENST00000418842	GCG	P01275
ENST00000360534	DPP4	P27487
ENST00000326524	GDNF	P39905
ENST00000392386	CRLF1	O75462
ENST00000256585	REG4	Q9BYZ8
ENST00000296280	MASP1	P48740
ENST00000381641	INSL6	Q9Y581
ENST00000239316	INSL4	Q14641
ENST00000402696	TF	P02787
ENST00000301908	PNOC	Q13519
ENST00000356284	SMOC2	Q9H3U7
ENST00000246949	DNASE1	P24855
ENST00000282957	CPB1	P15086
ENST00000361902	GPX6	P59796
ENST00000394549	DNASE1L3	Q13609
ENST00000421274	C4A	P0C0L4
ENST00000256412	ADAMDEC1	O15204
ENST00000005180	CCL26	Q9Y258
ENST00000222902	CCL24	O00175
ENST00000319460	OTOS	Q8NHW6
ENST00000230582	PRSS16	Q9NQE7
ENST00000334696	ENTPD5	O75356
ENST00000443236	CPAMD8	Q8IZJ3
ENST00000319580	ANKDD1A	Q495B1
ENST00000329082	RGMA	Q96B86
ENST00000318124	DEFB103B	P81534
ENST00000316169	DEFB104B	Q8WTQ1
ENST00000335479	DEFB106B	Q8N104
ENST00000355602	DEFB107B	Q8IZN7
ENST00000335021	DEFB107A	Q8IZN7
ENST00000334773	DEFB105A	Q8NG35
ENST00000335186	DEFB106A	Q8N104
ENST00000314265	DEFB104A	Q8WTQ1
ENST00000314357	DEFB103A	P81534
ENST00000302247	DEFB4A	O15263
ENST00000448456	CGB8	P0DN86
ENST00000249330	VGF	O15240
ENST00000331595	BGN	P21810
ENST00000311106	PCSK1	P29120
ENST00000397861	C17orf67	Q0P5P2
ENST00000357383	CGB3	P0DN86
ENST00000271331	PROK1	P58294
ENST00000411641	AHSG	P02765
ENST00000360476	NMB	P08949
ENST00000265029	FETUB	Q9UGM5
ENST00000232003	HRG	P04196
ENST00000525643	IL32	P24001
ENST00000682474	PRSS33	Q8NF86
ENST00000342219	ISM2	Q6H9L7
ENST00000273951	GC	P02774
ENST00000296871	CSF2	P04141
ENST00000329293	OLFML1	Q6UWY5
ENST00000400752	ZG16	O60844
ENST00000394236	PROS1	P07225
ENST00000322350	EGFLAM	Q63HQ2
ENST00000594211	KLK9	Q9UKQ9
ENST00000358789	KLK10	O43240
ENST00000310673	SPESP1	Q6UW49
ENST00000453757	KLK11	Q9UBX7
ENST00000684732	KLK12	Q9UKR0
ENST00000243786	INHA	P05111
ENST00000595793	KLK13	Q9UKR3
ENST00000320095	METRNL	Q641Q3
ENST00000262424	CRISPLD2	Q9H0B8
ENST00000227665	APOA5	Q6Q788
ENST00000357780	APOA4	P06727
ENST00000227667	APOC3	P02656
ENST00000270642	IGLON5	A6NGN9
ENST00000236850	APOA1	P02647
ENST00000225964	COL1A1	P02452
ENST00000017003	XYLT2	Q9H1B5
ENST00000274520	IL9	P15248
ENST00000296591	EDIL3	O43854
ENST00000518476	CNBD1	Q8NA66
ENST00000275358	VWDE	Q8N2E2
ENST00000274507	LECT2	O14960
ENST00000304954	CSN3	P07498
ENST00000540303	HPR	P00739
ENST00000329798	FREM3	P0C091
ENST00000383788	COLQ	Q9Y215
ENST00000372563	SERPINA7	P05543
ENST00000539842	PRSS2	P07478
ENST00000381405	ESM1	Q9NQ30
ENST00000361115	CCL28	Q9NRJ3
ENST00000616701	SEMA3B	Q13214
ENST00000336307	HYAL3	O43820
ENST00000274306	GZMA	P12544
ENST00000476993	VWA1	Q6PCB0
ENST00000355906	HP	P00738
ENST00000375116	PLA2G2E	Q9NZK7
ENST00000288098	IL34	Q6ZMJ4
ENST00000372263	PLAC9	Q5JTB6
ENST00000372359	ARTN	Q5T4W7
ENST00000350763	TNC	P24821
ENST00000403376	CLPSL2	Q6UWE3
ENST00000373861	CLPSL1	A2RUU4
ENST00000259938	CLPS	P04118
ENST00000378895	DHRS13	Q6UX07
ENST00000303212	NRTN	Q99748
ENST00000273610	UCN2	Q96RP3
ENST00000430083	RNASE10	Q5GAN6
ENST00000696784	RNASE12	Q5GAN4
ENST00000330710	HHIPL1	Q96JK4
ENST00000265986	IDE	P14735
ENST00000334011	OIT3	Q8WWZ8
ENST00000373032	PLA2G12B	Q9BX93
ENST00000249842	ISLR	O14498
ENST00000681320	COL7A1	Q02388
ENST00000294984	IL24	Q13007
ENST00000271064	TINAGL1	Q9GZM7
ENST00000371817	COL5A1	P20908
ENST00000269299	ASGR1	P07306
ENST00000291744	FCN2	Q15485
ENST00000371806	FCN1	O00602
ENST00000252034	ELN	P15502
ENST00000644859	KNG1	P01042
ENST00000231721	SEMA3G	Q9NS98
ENST00000644200	PAPLN	O95428
ENST00000331593	BMP8A	Q7Z5Y6
ENST00000369047	ECM1	Q16610
ENST00000605424	MMP28	Q9H239
ENST00000251630	PDGFRL	Q15198
ENST00000284523	WNT3A	P56704
ENST00000652295	CAMP	P49913
ENST00000307201	ABHD15	Q6UXT9
ENST00000296870	IL3	P08700
ENST00000371579	DPP7	Q9UHL4
ENST00000265441	WNT2	P09544
ENST00000296694	SCGB3A2	Q96PL1
ENST00000268797	GFOD2	Q3B7J2
ENST00000379721	SPINK4	O60575
ENST00000295992	PCOLCE2	Q9UKZ9
ENST00000221496	AMH	P03971
ENST00000299855	MMP3	P08254
ENST00000425368	CFB	P00751
ENST00000571244	MMP12	P39900
ENST00000449428	MXRA7	P84157
ENST00000337706	FGF1	P05230
ENST00000264690	KLKB1	P03952
ENST00000326003	KLK3	P07288
ENST00000517746	ANGPT1	Q15389
ENST00000683961	IL16	Q14005
ENST00000286574	WIF1	Q9Y5W5
ENST00000382689	DEFA1B	P59665
ENST00000327857	DEFA3	P59666
ENST00000330590	DEFA5	Q01523
ENST00000339841	ELSPBP1	Q96BH3
ENST00000339431	LRRC17	Q8N6Y2
ENST00000231751	LTF	P02788
ENST00000648006	B2M	P61769
ENST00000263851	IL7	P13232
ENST00000354785	FN1	P02751
ENST00000250340	CLEC11A	Q9Y240
ENST00000338784	TNFSF13	O75888
ENST00000449264	TNF	P01375
ENST00000360564	MMP17	Q9ULZ9
ENST00000376608	LRCOL1	A6NCL2
ENST00000280987	FAM177A1	Q8N128
ENST00000223642	C5	P01031
ENST00000331772	RNLS	Q5VYX0
ENST00000339176	NRN1L	Q496H8
ENST00000574481	CTRL	P40313
ENST00000299164	ADAMTS15	Q8TE58
ENST00000264005	LCAT	P04180
ENST00000378149	PGA4	P0DJD7
ENST00000266066	SFRP5	Q5T4F7
ENST00000377697	IGFL4	Q6B9Z1
ENST00000437936	IGFL1	Q6UW32
ENST00000420022	ADM5	C9JUS6
ENST00000370597	CRTAC1	Q9NQ79
ENST00000372034	OBP2B	Q9NPH6
ENST00000370552	HPSE2	Q8WWQ2
ENST00000377693	IGFL2	Q6UWQ7
ENST00000651351	ADAMTSL2	Q86TH1
ENST00000627148	CGA	P01215
ENST00000295379	BMP10	O95393
ENST00000649409	BMPER	Q8N8U9
ENST00000421054	GNRH1	P01148
ENST00000648244	IL17A	Q16552
ENST00000328895	GKN2	Q86XP6
ENST00000377938	GKN1	Q9NS71
ENST00000369748	CHI3L2	Q15782
ENST00000244241	IL17C	Q9P0M4
ENST00000336123	IL17F	Q96PD4
ENST00000370418	CPN1	P15169
ENST00000332290	C6orf120	Q7Z4R8
ENST00000304760	SHE	Q5VZ18
ENST00000679259	PLA2G2C	Q5R387
ENST00000375864	LY6G5B	Q8NDX9
ENST00000297268	COL1A2	P08123
ENST00000361956	SMOC1	Q9H4F8
ENST00000305165	REG3A	Q06141
ENST00000650287	LPL	P06858
ENST00000547103	OTOGL	Q3ZCN5
ENST00000438167	PLA2G10	O15496
ENST00000397242	IL25	Q9H293
ENST00000413851	IFNL3	Q8IZI9
ENST00000311575	FGFBP3	Q8TAT2
ENST00000260356	THBS1	P07996
ENST00000342058	FBLN5	Q9UBX5
ENST00000683431	DKK3	Q9UBP4
ENST00000318157	DEFB4B	O15263
ENST00000215530	FGF22	Q9HCT0
ENST00000398462	SPAG11B	Q08648
ENST00000166139	FSTL3	O95633
ENST00000318315	C5orf46	Q6UWT4
ENST00000243346	NMI	Q13287
ENST00000221847	EBI3	Q14213
ENST00000243347	TNFAIP6	P98066
ENST00000245810	PSPN	O60542
ENST00000303045	COL22A1	Q8NFW1
ENST00000248114	GFER	P55789
ENST00000231449	IL4	P05112
ENST00000353047	CTSB	P07858
ENST00000375001	COL15A1	P39059
ENST00000375366	BTBD17	A6NE02
ENST00000437818	DEFB130B	P0DP73
ENST00000652664	C1QTNF2	Q9BXJ5
ENST00000262776	LGALS3BP	Q08380
ENST00000579760	C1QTNF1	Q9BXJ1
ENST00000334221	C1QL4	Q86Z23
ENST00000295755	RETNLB	Q9BQ08
ENST00000348225	PTN	P21246
ENST00000430124	MLN	P12872
ENST00000329722	C6orf58	Q6P5S2
ENST00000264094	LOXL3	P58215
ENST00000317306	INSL3	P51460
ENST00000252809	GDF15	Q99988
ENST00000380390	MMP26	Q9NRE1
ENST00000298943	C1QL3	Q5VWW1
ENST00000343575	CXCL12	P48061
ENST00000443439	ERAP1	Q9NZ08
ENST00000643230	SEMA3E	O15041
ENST00000402802	PDGFA	P04085
ENST00000373109	SPOCK2	Q92563
ENST00000335449	GLDN	Q6ZMI3
ENST00000297439	DEFB1	P60022
ENST00000297436	DEFA6	Q01524
ENST00000297435	DEFA4	P12838
ENST00000382692	DEFA1	P59665
ENST00000382656	DEFB109B	Q30KR1
ENST00000335510	DEFB105B	Q8NG35
ENST00000259607	CCL21	O00585
ENST00000301873	LTBP3	Q9NS15
ENST00000554964	RNASE9	P60153
ENST00000611028	FOLR3	P41439
ENST00000302125	MZB1	Q8WU39
ENST00000336334	KLK5	Q9Y337
ENST00000310157	KLK6	Q92876
ENST00000595820	KLK7	P49862
ENST00000682010	IL33	O95760
ENST00000335613	VWCE	Q96DN2
ENST00000299367	C2	P06681
ENST00000301202	LAIR2	Q6ISS4
ENST00000228534	IL23A	Q9NPF7
ENST00000398189	APOF	Q13790
ENST00000240652	IAPP	P10997
ENST00000256969	SPX	Q9BT56
ENST00000400079	DEFB130A	P0DP74
ENST00000338354	DMBT1	Q9UGM3
ENST00000377182	MAMDC2	Q7Z304
ENST00000309894	CSHL1	Q14406
ENST00000368894	FAM24A	A6NFZ4
ENST00000682035	OSTN	P61366
ENST00000447419	PTX4	Q96A99
ENST00000260302	MMP13	P45452
ENST00000199448	EPDR1	Q9UM22
ENST00000369512	NGF	P01138
ENST00000245907	C3	P01024
ENST00000648724	CES4A	Q5XG92
ENST00000649529	ISG15	P05161
ENST00000280606	PRSS53	Q2L4Q9
ENST00000379370	AGRN	O00468
ENST00000395566	MDK	P21741
ENST00000367698	SERPINC1	P01008
ENST00000695909	KLK8	O60259
ENST00000282466	IGSF10	Q6WRI0
ENST00000233997	AZU1	P20160
ENST00000234347	PRTN3	P24158
ENST00000598239	KLK15	Q9H2R5
ENST00000368808	MMP21	Q8N119
ENST00000301407	CGB1	A6NKQ9
ENST00000593537	NTF4	P34130
ENST00000322563	WNT11	O96014
ENST00000357250	COL9A1	P20849
ENST00000263621	ELANE	P08246
ENST00000274625	FGF18	O76093
ENST00000316623	FBN1	P35555
ENST00000333305	IGIP	A6NJ69
ENST00000327726	CFD	P00746
ENST00000265983	HPX	P02790
ENST00000340363	C17orf99	Q6UX52
ENST00000334166	LYPD6	Q86Y78
ENST00000674334	THNSL2	Q86YJ6
ENST00000378695	GLIPR1L1	Q6UWM5
ENST00000368235	NAXE	Q8NCW5
ENST00000255039	HAPLN2	Q9GZV7
ENST00000529010	NUCB2	P80303
ENST00000329117	BCAN	Q96GW7
ENST00000692052	PYY	P10082
ENST00000301046	LALBA	P00709
ENST00000302068	FGB	P02675
ENST00000403106	FGA	P02671
ENST00000336098	FGG	P02679
ENST00000644866	FGF2	P09038
ENST00000434006	SPINK8	P0C7L1
ENST00000290902	SPON2	Q9BUD6
ENST00000320700	DNASE1L2	Q92874
ENST00000308192	PLG	P00747
ENST00000222304	HAMP	P81172
ENST00000266542	C1RL	Q9NZP8
ENST00000319098	PSAPL1	Q6NUJ1
ENST00000356524	SAA1	P0DJI8
ENST00000228837	FGF6	P10767
ENST00000478136	TAFA1	Q7Z5A9
ENST00000264218	NMU	P48645
ENST00000672860	VEGFA	P15692
ENST00000306773	NPTX1	Q15818
ENST00000305869	CCL11	P51671
ENST00000394620	CCL8	P80075
ENST00000225844	CCL13	Q99616
ENST00000225842	CCL1	P22362
ENST00000225831	CCL2	P13500
ENST00000312465	FGF5	P12034
ENST00000256010	NTS	P30990
ENST00000340524	UTS2B	Q765I0
ENST00000389398	VWA3A	A6NCI4
ENST00000296980	IL22RA2	Q969J5
ENST00000288040	CLEC18A	A5D8T8
ENST00000267017	NPFF	O15130
ENST00000263369	MIA	Q16674
ENST00000357639	ENPP3	O14638
ENST00000644971	TNXB	P22105
ENST00000011292	CPA1	P15085
ENST00000395473	LGALS9	O00182
ENST00000282701	BMP3	P12645
ENST00000396578	COL4A3	Q01955
ENST00000382065	C1QTNF3	Q9BXJ4
ENST00000595228	SCGB1C2	P0DMR2
ENST00000316300	LPA	P08519
ENST00000231004	LOX	P28300
ENST00000528368	C1QTNF5	Q9BXJ0
ENST00000272134	LEFTY1	O75610
ENST00000366820	LEFTY2	O00292
ENST00000566435	NPW	Q8N729
ENST00000539261	MGP	P08493
ENST00000294312	FGF19	O95750
ENST00000168712	FGF4	P08620
ENST00000599207	PINLYP	A6NC86
ENST00000395826	POMC	P01189
ENST00000396625	COL4A4	P53420
ENST00000358511	COL6A6	A6NMZ7
ENST00000430121	GASK1A	Q9UFP1
ENST00000293549	WNT1	P04628
ENST00000295550	COL6A3	P12111
ENST00000290015	WNT9B	O14905
ENST00000253109	ANGPTL6	Q8NI99
ENST00000286657	ADAMTS3	O15072
ENST00000389420	ADAMTS20	P59510
ENST00000395792	AFP	P02771
ENST00000226355	AFM	P43652
ENST00000296695	SPINK1	P00995
ENST00000311308	TTC9B	Q8N6N2
ENST00000318160	GREM2	Q9H772
ENST00000403665	F11	P03951
ENST00000271643	ADAMTSL4	Q6UY14
ENST00000319070	WFIKKN1	Q96NZ8
ENST00000502773	PDGFC	Q9NRA1
ENST00000244728	COL21A1	Q96P44
ENST00000294794	OLFML2B	Q68BL8
ENST00000367098	IL20	Q9NYY1
ENST00000263326	IL37	Q9NZH6
ENST00000219197	CBLN1	P23435
ENST00000392886	CSH2	P0DML3
ENST00000423893	GH2	P01242
ENST00000308796	MUCL1	Q96DR8
ENST00000234071	PROC	P04070
ENST00000507311	SMIM31	A0A1B0GVY4
ENST00000618403	DHRS11	Q6UWP2
ENST00000382280	ZG16B	Q96DA0
ENST00000161006	PRSS22	Q9GZN4
ENST00000316193	CSH1	P0DML2
ENST00000328668	ARSI	Q5FYB1
ENST00000295897	ALB	P02768
ENST00000370083	AMY1A	P0DUB6
ENST00000330330	AMY1B	P0DTE7
ENST00000622339	AMY1C	P0DTE8
ENST00000274063	SFRP2	Q96HF1
ENST00000327928	OTOL1	A6NHN0
ENST00000263100	A1BG	P04217
ENST00000331830	CNTN2	Q02246
ENST00000606293	TPSB2	P20231
ENST00000338844	TPSAB1	Q15661
ENST00000262290	LPO	P22079
ENST00000414303	AMY2A	P04746
ENST00000292401	AZGP1	P25311
ENST00000231454	IL5	P05113
ENST00000282470	SPARCL1	Q14515
ENST00000404922	FBLN2	P98095
ENST00000264677	SERPINI2	O75830
ENST00000381330	INS	P01308
ENST00000037502	MYOC	Q99972
ENST00000222271	COMP	P49747
ENST00000264833	OLFM2	O95897
ENST00000320078	PSG11	Q9UQ72
ENST00000406487	PSG2	P11465
ENST00000327495	PSG3	Q16557
ENST00000306511	PSG8	Q9UQ74
ENST00000436291	PSG1	P11464
ENST00000375949	CTRC	Q99895
ENST00000293825	TNFSF12	O43508
ENST00000397196	WNT5B	Q9H1J7
ENST00000328449	C1QTNF8	P60827
ENST00000308868	LEP	P41159
ENST00000508540	CHAD	O15335
ENST00000368926	C1orf56	Q9BUN1
ENST00000265087	STC2	O76061
ENST00000332822	NOG	Q13253
ENST00000684222	CGB7	P0DN87
ENST00000342245	SMPD1	P17405
ENST00000452271	SBSN	Q6UWP8
ENST00000296777	CARTPT	Q16568
ENST00000338588	FAM180A	Q6UWF9
ENST00000304526	INSL5	Q9Y5Q6
ENST00000266646	INHBE	P58166
ENST00000344642	LDLRAD2	Q5SZI1
ENST00000587331	CEACAM16	Q2WEN9
ENST00000374695	HSPG2	P98160
ENST00000337107	CELA3B	P08861
ENST00000290122	CELA3A	P09093
ENST00000311737	PRSS1	P07477
ENST00000517399	VASH2	Q86V25
ENST00000221399	TULP2	O00295
ENST00000396169	CCK	P06307
ENST00000287748	LYZL4	Q96KX0
ENST00000253719	NAPSA	O96009
ENST00000290567	CES5A	Q6NT32
ENST00000397799	COL8A2	P25067
ENST00000571838	CCER2	I3L3R5
ENST00000368716	S100A4	P26447
ENST00000476133	S100A13	Q99584
ENST00000379375	EDN1	P05305
ENST00000257359	ADAMTS8	Q9UP79
ENST00000302649	TRH	P20396
ENST00000188790	FAP	Q12884
ENST00000372521	SVBP	Q8N300
ENST00000392653	SPRR2A	P35326
ENST00000296877	LEAP2	Q969E1
ENST00000228811	PRR4	Q16378
ENST00000396400	PRH2	P02810
ENST00000405315	NUCB1	Q02818
ENST00000601241	SCGB2B2	Q4G0G5
ENST00000297267	FNDC1	Q4ZHG4
ENST00000304506	IL13	P35225
ENST00000393703	IL18BP	O95998
ENST00000165524	PRLH	P81277
ENST00000380320	EMILIN1	Q9Y6C2
ENST00000687138	GDF9	O60383
ENST00000360817	C1S	P09871
ENST00000252453	ANGPTL8	Q6UXH0
ENST00000296099	UCN	P55089
ENST00000282091	PTH	P01270
ENST00000650865	NOTCH2NLC	P0DPK4
ENST00000234816	ANGPTL1	O95841
ENST00000381055	ADAMTS6	Q9UKP5
ENST00000225698	C1QBP	Q07021
ENST00000316073	RPTN	Q6XPR3
ENST00000204604	CHRD	Q9H2X0
ENST00000339276	SFN	P31947
ENST00000331203	FBLN7	Q53RD9
ENST00000301691	SOST	Q9BQB4
ENST00000325630	SPINK6	Q6UWN8
ENST00000398450	SPINK13	Q1W4C9
ENST00000356972	SPINK14	Q6IE38
ENST00000343267	APOD	P05090
ENST00000344895	TSLP	Q969D9
ENST00000615905	LYZL6	O75951
ENST00000611905	CCL16	O15467
ENST00000618404	CCL14	Q16627
ENST00000617897	CCL15	Q16663
ENST00000615050	CCL23	P55773
ENST00000616054	CCL18	P55774
ENST00000613922	CCL3	P10147
ENST00000615863	CCL4	P13236
ENST00000302014	CD14	P08571
ENST00000263408	C9	P02748
ENST00000253496	F12	P00748
ENST00000376332	CHRDL2	Q6WN34
ENST00000229135	IFNG	P01579
ENST00000229134	IL26	Q9NPH9
ENST00000538666	IL22	Q9GZX6
ENST00000519937	SFTPB	P07988
ENST00000331587	CALCA	P01258
ENST00000263863	GNLY	P22749
ENST00000231228	IL12B	P29460
ENST00000376480	NPPA	P01160
ENST00000367194	KISS1	Q15726
ENST00000329406	PMCH	P20382
ENST00000337514	IGF1	P05019
ENST00000273283	ITIH1	P19827
ENST00000266041	ITIH4	Q14624
ENST00000449956	ITIH3	Q06033
ENST00000388825	GPX3	P22352
ENST00000373672	COL16A1	Q07092
ENST00000419783	GPX1	P07203
ENST00000447234	MUC20	Q8N307
ENST00000659997	IL19	Q9UHD0
ENST00000291495	CILP2	Q8IUL8
ENST00000619888	PAMR1	Q6UXH9
ENST00000395301	IZUMO4	Q1ZYL8
ENST00000274368	CRHBP	P24387
ENST00000312916	AGGF1	Q8N302
ENST00000308366	PLA2G1B	P04054
ENST00000255198	ZBED3	Q96IU2
ENST00000289815	VWA5B1	Q5TIE3
ENST00000391967	LAD1	O00515
ENST00000256084	SPINK5	Q9NQ38
ENST00000273347	NXPE3	Q969Y0
ENST00000333017	LYG2	Q86SG7
ENST00000380009	ARSK	Q6UWY0
ENST00000361886	TAFA3	Q7Z5A8
ENST00000296130	CLEC3B	P05452
ENST00000233809	IGFBP2	P18065
ENST00000233813	IGFBP5	P24593
ENST00000311907	F2	P00734
ENST00000280258	PRSS23	O95084
ENST00000251582	ADAMTS2	O95450
ENST00000259205	IL36G	Q9NZH8
ENST00000259211	IL36A	Q9UHA7
ENST00000341010	IL1F10	Q8WWZ1
ENST00000225512	WNT3	P56703
ENST00000409930	IL1RN	P18510
ENST00000442111	GLT1D1	Q96MS3
ENST00000393200	IL36RN	Q9UBH0
ENST00000436235	TAC4	Q86UU9
ENST00000367797	F5	P12259
ENST00000329402	GAST	P01350
ENST00000205948	APOH	P02749
ENST00000260950	MSTN	O14793
ENST00000262768	TIMP2	P16035
ENST00000255409	CHI3L1	P36222
ENST00000257248	CBLIF	P27352
ENST00000257264	TCN1	P20061
ENST00000646438	OOSP3	A0A2R8YFM6
ENST00000306238	SCGB1D1	O95968
ENST00000244930	SCGB2A1	O75556
ENST00000244926	SCGB1D2	O95969
ENST00000227918	SCGB2A2	Q13296
ENST00000358585	SCGB1D4	Q6XE38
ENST00000263339	IL1A	P01583
ENST00000367229	CHIT1	Q13231
ENST00000260227	MMP7	P09237
ENST00000260228	MMP20	O60882
ENST00000535456	GLB1L2	Q8IW92
ENST00000312527	B3GAT1	Q9P2W7
ENST00000292641	SCGB3A1	Q96QR1
ENST00000533904	ACRV1	P26436
ENST00000645590	OOSP4A	A0A2R8YFL7
ENST00000642343	OOSP4B	A0A2R8Y4Y8
ENST00000278855	OOSP2	Q86WS3
ENST00000206423	CCDC80	Q76M96
ENST00000053867	GRN	P28799
ENST00000320954	CRTAP	O75718
ENST00000528157	MANF	P55145
ENST00000392876	NT5DC3	Q86UY8
ENST00000369732	OVGP1	Q12889
ENST00000372587	EDN2	P20800
ENST00000231061	SPARC	P09486
ENST00000337836	C6	P13671
ENST00000313164	C7	P10643
ENST00000262464	FBN2	P35556
ENST00000274565	SPINK7	P58062
ENST00000377906	SPINK9	Q5DT21
ENST00000295633	FSTL1	Q12841
ENST00000287641	SST	P61278
ENST00000264613	CP	P00450
ENST00000006658	SPATA20	Q8TB22
ENST00000394945	SPOCK1	Q08629
ENST00000519560	SLIT3	O75094
ENST00000305409	SCG2	P13521
ENST00000361249	C8A	P07357
ENST00000409304	SERPINE2	P07093
ENST00000374642	C1QA	P02745
ENST00000374640	C1QC	P02747
ENST00000367078	C4BPB	P20851
ENST00000367070	C4BPA	P04003
ENST00000367425	CFHR3	Q02985
ENST00000643237	BTD	P43251
ENST00000371237	C8B	P07358
ENST00000350881	THBS4	P35443
ENST00000241704	COPA	P53621
ENST00000265342	FSTL4	Q6MZW2
ENST00000394711	CLCA1	A8K7I4
ENST00000274569	PCYOX1L	Q8NBM8
ENST00000261796	IL17B	Q9UHF5
ENST00000002829	SEMA3F	Q13275
ENST00000373765	MATN1	P21941
ENST00000372827	BMP8B	P34820
ENST00000652472	COL8A1	P27658
ENST00000442011	TGFBI	Q15582
ENST00000423557	IL10	P22301
ENST00000367429	CFH	P08603
ENST00000366667	AGT	P01019
ENST00000437043	ERAP2	Q6P179
ENST00000620576	CCL4L2	Q8NHW4
ENST00000356575	MEGF6	O75095
ENST00000294485	DRAXIN	Q8NBI3
ENST00000324768	CREG2	Q8IUH2
ENST00000355705	PLGLB1	Q02325
ENST00000683862	PGLYRP3	Q96LB9
ENST00000359650	PGLYRP4	Q96LB8
ENST00000368738	S100A9	P06702
ENST00000368737	S100A12	P80511
ENST00000368733	S100A8	P05109
ENST00000368723	S100A7	P31151
ENST00000330388	C1QTNF12	Q5T7M4
ENST00000369099	C1orf54	Q8WWF1
ENST00000295113	FRZB	Q92765
ENST00000233948	WNT6	Q9Y6F9
ENST00000349077	COLEC11	Q9BWP8
ENST00000369288	CD160	O95971
ENST00000361696	UTS2	O95399
ENST00000320493	CFHR1	Q03591
ENST00000608469	CFHR4	Q92496
ENST00000256785	CFHR5	Q9BXR6
ENST00000272164	WNT9A	O14904
ENST00000270879	FCN3	O75636
ENST00000482011	PLA2G2A	P14555
ENST00000593495	NOTCH2NLB	P0DPK3
ENST00000366757	PRSS38	A1L453
ENST00000362074	NOTCH2NLA	Q7Z3S9
ENST00000310397	SNED1	Q8TER0
ENST00000367415	CFHR2	P36980
ENST00000370509	CREG1	O75629
ENST00000400897	MASP2	O00187
ENST00000402394	CGREF1	Q99674
ENST00000233242	APOB	P04114
ENST00000403610	ALKAL2	Q6UX46
ENST00000379242	VIT	Q6UXI7
ENST00000376819	ANGPTL7	O43827
ENST00000368849	TUFT1	Q9NNX1
ENST00000168148	SPP2	Q13103
ENST00000258083	PRADC1	Q9BSG0
ENST00000304636	COL3A1	P02461
ENST00000374866	COL5A2	P05997
